"fold","auc","auc_lower","auc_upper"
1,1,1,1
2,0.819047619047619,0.635838500197191,1
3,0.857142857142857,0.657172174388108,1
4,0.964285714285714,0.894707056635012,1
5,0.904761904761905,0.771006065471388,1
