"fold","auc","auc_lower","auc_upper"
1,0.971428571428571,0.909519379625435,1
2,0.895238095238095,0.721702943741567,1
3,1,1,1
4,0.857142857142857,0.670569384043639,1
5,0.833333333333333,0.645507074638352,1
