"fold","auc","auc_lower","auc_upper"
1,0.933333333333333,0.830607966121371,1
2,0.804761904761905,0.55307948109486,1
3,1,1,1
4,0.833333333333333,0.642674473569817,1
5,0.80952380952381,0.610693253982122,1
