"fold","auc","auc_lower","auc_upper"
1,1,1,1
2,0.80952380952381,0.599836531766028,1
3,0.887755102040816,0.72940106358048,1
4,0.976190476190476,0.919774263886813,1
5,0.821428571428571,0.60990241966032,1
