"","gene_symbol","log2FC_RNA","padj_RNA","log2FC_protein","padj_protein","r_all","r_Control","r_LRTI","delta_r_LRTI_Control"
"871","IL18RAP",0.424681934032501,0.521002152874201,0.0512825897921815,0.998419475690512,-0.00351783416750867,0.204768198426717,-0.0899882369622917,-0.294756435389009
"872","NMRK1",0.392863863712266,0.366385091109074,0.0552195994599245,0.998419475690512,0.0192188539579228,-0.200729430739783,0.0939022745933502,0.294631705333133
"873","CRK",0.0523063163131725,0.873160478284559,-0.0683597225957559,0.998419475690512,-0.00837026123004561,-0.214888680250152,0.079717295256967,0.294605975507119
"874","PTRHD1",-0.113422896537549,0.870862505973911,0.625344999696435,0.781368446819726,0.0567916341372412,0.259545877419022,-0.0347342304891018,-0.294280107908124
"875","HS3ST1",-0.355265483149835,0.588268316292299,0.0654277337137907,0.998419475690512,-0.172912022111103,-0.353182444858016,-0.0589096947077352,0.29427275015028
"876","APOA2",0.499942424144508,0.414383376519285,-0.108107460693602,0.994656144598261,-0.0334825164506307,-0.21253364392275,0.0815029557339056,0.294036599656656
"877","CTSB",-0.0292111108860325,0.958918065444427,-0.033322331100739,0.998419475690512,0.293315680852656,0.461833557970584,0.167942122454147,-0.293891435516437
"878","HNRNPC",0.187488568750204,0.566121985269133,-0.00987105088723721,0.998419475690512,-0.0128848301056946,0.182076746098983,-0.111572099667291,-0.293648845766273
"879","HDAC6",-0.373794094283808,0.177557215102915,-0.051610142224791,0.998419475690512,0.0714362116267993,-0.121403551264781,0.172151621561257,0.293555172826039
"880","KCTD1",0.0958110048243802,0.922006327226352,-0.153588186604346,0.550566198150448,0.00827607600173213,-0.162187183960549,0.131162435103834,0.293349619064383
"881","SH3BGRL",0.0145289973436309,0.979077537115052,0.00129187954602491,0.998419475690512,0.028103216762945,-0.180709257320537,0.112119394362398,0.292828651682935
"882","ACAP2",0.212350833835202,0.509188157817674,-0.0616246746403204,0.998419475690512,0.244595999140501,0.435056781778405,0.142458361176302,-0.292598420602103
"883","ERCC1",-0.233107388692937,0.51860768307011,-0.0270673725497406,0.998419475690512,0.0110129668736786,0.202087743406401,-0.0904132344733943,-0.292500977879795
"884","DNAJC10",-0.288843912403907,0.377887829639859,0.0577840513343702,0.998419475690512,0.291611666628493,0.484531631426314,0.192033474029062,-0.292498157397253
"885","GGT5",1.38847445711724,0.00803878426676708,-0.0570362296203661,0.998419475690512,-0.248815387138715,-0.429872272286409,-0.137418792927434,0.292453479358975
"886","ABCF3",-0.362644482791387,0.22081525368052,-0.0506209829509864,0.998419475690512,0.113007727102387,0.282914505007496,-0.00875782953067666,-0.291672334538173
"887","PKN1",0.0369406537595954,0.927005336344758,0.129096997444497,0.998419475690512,-0.0529617239187128,0.152388473943524,-0.139203487081879,-0.291591961025403
"888","SAMSN1",0.123093352497319,0.86574203761364,-0.139058273047841,0.998419475690512,-0.11332244225758,0.0857766281483187,-0.205412945494283,-0.291189573642602
"889","BCL2L2",-0.492168890493287,0.169544262737193,-0.0413995976611833,0.998419475690512,0.0936139314865669,-0.151586063307824,0.139524938904735,0.29111100221256
"890","ADAMDEC1",1.93726817222293,6.79586105984668e-05,0.0201077391805201,0.998419475690512,0.188639554493848,0.013717603239802,0.304791314803446,0.291073711563644
"891","DUSP10",0.382235407429832,0.354558776926507,-0.0256586344313475,0.998419475690512,0.0320565013576418,-0.144864889667818,0.146152563251577,0.291017452919395
"892","COL8A1",0.0967400534965672,0.921901411188415,0.0269873824961832,0.998419475690512,-0.0954047527583327,-0.299888061960146,-0.00895240214685197,0.290935659813294
"893","CMTM4",-0.562317215110041,0.27511108489659,0.139375101493307,0.998419475690512,0.0770262397025687,0.302858792482414,0.011999460020814,-0.2908593324616
"894","BCL7A",-0.286897762309157,0.572405467301813,0.415530959681211,0.652101980055702,0.035238908107951,0.248880059523798,-0.0417994570572289,-0.290679516581027
"895","LSMEM1",-0.0239109804155817,0.978621482943083,0.0338827594219112,0.998419475690512,0.0584851350034177,0.242088339610487,-0.0482398063582822,-0.290328145968769
"896","KLHL7",-0.119787703537041,0.814518480141607,0.237493024332848,0.315128655592298,-0.058391159292554,0.207604187471284,-0.0824837690760223,-0.290087956547306
"897","CSF2RB",0.864434180075436,0.00487012851995882,-0.0621992116894352,0.998419475690512,-0.0333054814992565,0.232883360049909,-0.0570326886649211,-0.28991604871483
"898","GGA1",-0.0302250860341675,0.932759353527994,-0.327097121063165,0.994306542239506,-0.192874325399922,0.0129996586880802,-0.276701360249963,-0.289701018938043
"899","MAGED1",-0.141669147553377,0.790794714855557,-0.138723242648605,0.715823515377884,0.308065331329611,0.480075758846324,0.190588777961839,-0.289486980884484
"900","ADAM32",-0.243870499797432,0.716402542551313,-0.062317954184094,0.998419475690512,-0.113151003963065,-0.312631321951093,-0.0231518499799443,0.289479471971149
"901","PDCL3",0.0396917497629531,0.94803733740485,0.144622309271841,0.998419475690512,0.0555355957453419,0.256740482793011,-0.0325214482819554,-0.289261931074966
"902","GABARAP",0.0972994249609069,0.873769079078322,0.244126939282935,0.998419475690512,-0.0409284205110626,-0.296484637049966,-0.00735574180766348,0.289128895242302
"903","KPNA1",-0.408159373130448,0.153719835030217,0.0921306809034161,0.998419475690512,-0.00678634903213071,-0.167449357741643,0.121553794436301,0.289003152177944
"904","PDLIM4",-0.24798610522088,0.748210764786666,0.0113856827526961,0.998419475690512,0.075675052419473,0.251448671736163,-0.0375025314646116,-0.288951203200775
"905","SCP2",-0.3014994302551,0.416814926293493,-0.0808645824543275,0.998419475690512,0.375849660587748,0.542955510675227,0.25401935040462,-0.288936160270607
"906","PDIA6",-0.32652554660783,0.271619859039167,0.409679959045513,0.998419475690512,-0.00195816955400054,0.223025388543099,-0.065796481650742,-0.288821870193841
"907","CLEC2B",0.354135761914194,0.34062797200982,-0.0378556289539901,0.998419475690512,0.154314000353174,0.350123830568713,0.061707834633246,-0.288415995935467
"908","ACADVL",-0.34451028591613,0.189820312026058,0.155989807707315,0.998419475690512,-0.283629642206359,-0.08412683217467,-0.372524110916946,-0.288397278742276
"909","NAE1",-0.027784576055728,0.965928977949861,-0.136763688504302,0.997834294524946,0.127291132285876,0.288415838456823,6.90640956122591e-05,-0.288346774361211
"910","EREG",-0.414460792725462,0.531874602039787,-0.0292021075456576,0.998419475690512,0.0518765800037448,0.259231407462398,-0.028990046218665,-0.288221453681063
"911","UBE2W",0.415796721462024,0.097943283684681,0.151463530017235,0.998419475690512,0.204763782509076,0.389240658864939,0.101037241123635,-0.288203417741304
"912","LGALS3BP",-0.11308122653252,0.875716183604436,0.275571709463819,0.998419475690512,0.381342420242372,0.586089907215195,0.297914108588287,-0.288175798626908
"913","LRP8",-0.13425137529934,0.825180337968732,0.0429318666987256,0.998419475690512,0.0260242189947597,-0.157466109712601,0.130556031685521,0.288022141398122
"914","MARK3",0.466868026055497,0.0222271402606211,0.0164595268353962,0.998419475690512,0.0602044104229861,0.262409812765111,-0.0253713321435794,-0.28778114490869
"915","LACC1",0.409116613770935,0.261393937102449,-0.0186117436242436,0.998419475690512,0.128684661304345,-0.0659468885323878,0.221357047864809,0.287303936397197
"916","IL7R",-0.173564063641132,0.734892619905215,-0.0166469767943402,0.998419475690512,-0.0104506943044922,0.188066176588641,-0.0990141054708889,-0.28708028205953
"917","METTL26",-0.187081599821836,0.805298470835221,0.124726652066183,0.966961547562754,-0.118827659461894,0.0892043285589891,-0.197699880626835,-0.286904209185824
"918","CMTR1",0.979877250529112,0.0122143683900594,0.152653822811888,0.773746887382184,0.23260491811523,-0.0530815618322203,0.233789186020358,0.286870747852578
"919","PAFAH2",-0.101403766231497,0.886630159236191,-0.0178051941513516,0.998419475690512,0.112128671936731,0.286916759445201,0.000182429699892265,-0.286734329745309
"920","DDHD2",-0.281368704935668,0.533337623959849,0.0756695741214098,0.998419475690512,6.85247750175724e-05,-0.182992050720244,0.103615315701062,0.286607366421305
"921","UBD",1.49177309651738,0.145486465994021,0.0296879650103773,0.998419475690512,0.0591594267954669,-0.155932257744707,0.130621293734982,0.286553551479689
"922","ST3GAL2",0.238646919843375,0.58680625543954,0.389428176966374,0.856705671473268,0.0809725154497299,-0.166902552210726,0.119312994492405,0.286215546703131
"923","STAT3",0.177998856791399,0.618393308081725,0.334556079136197,0.906266089138714,0.0909818835420439,-0.141314655117766,0.144631586974183,0.285946242091949
"924","IL10RB",0.433623622081232,0.0563724172297159,0.0706173715357264,0.998419475690512,0.0283908075700736,0.217368585461741,-0.0685365554396709,-0.285905140901412
"925","RPL38",-0.130589497416037,0.769319291715862,-0.00588834679684876,0.998419475690512,0.0461148706415079,-0.150006065077718,0.135865612344597,0.285871677422315
"926","CD320",-0.286085503405743,0.716614192728602,0.0404528635026111,0.998419475690512,-0.0378308355164673,0.144193912671074,-0.14136723176855,-0.285561144439624
"927","MTHFD1",-0.654296732271072,0.103501932095232,0.342312827030898,0.998419475690512,-0.00701131006291901,0.237295746861576,-0.0481653381566726,-0.285461085018249
"928","OSM",0.261473773835539,0.72137612009045,0.138151306113491,0.958741895914764,0.570840117213494,0.391496413459697,0.67678320073117,0.285286787271473
"929","RAF1",0.24803800077614,0.229042630126842,-0.13123764574439,0.998419475690512,0.218724394484197,0.422352465462416,0.137312937898546,-0.28503952756387
"930","GRK2",0.440693167112518,0.0635609649081351,0.463615506607362,0.998419475690512,-0.0273439745976427,0.131611950773962,-0.153336135970839,-0.284948086744801
"931","HGF",0.318370672973005,0.619464116085017,0.0885771174241261,0.998419475690512,0.325777774084482,0.115513877980869,0.40036256373471,0.284848685753841
"932","RHOB",0.24585462334957,0.545036348075734,0.194070482594112,0.998419475690512,-0.0573113468188119,-0.258913485956395,0.0255483575120003,0.284461843468396
"933","INSIG1",0.44237114902137,0.162420592743271,-0.0835188639208897,0.96484128332814,-0.0813816352341593,0.141052697887522,-0.143307006834735,-0.284359704722257
"934","TIMM23",-0.205829884262521,0.691545218551406,-0.0116273417485381,0.998419475690512,-0.179772212098797,-0.357487673323725,-0.0732518928341449,0.28423578048958
"935","DEAF1",0.353842397944193,0.358503582893739,0.0520169730887502,0.998419475690512,-0.0566757759264268,0.127236648564321,-0.156851729554459,-0.284088378118781
"936","PTGES2",-0.408771135547584,0.382058311705761,0.0715363041970959,0.998419475690512,0.0200969999629226,0.228957963819756,-0.0549350367692007,-0.283893000588956
"937","NAB2",0.00359093105248018,0.996248953157761,0.0095585141337802,0.998419475690512,-0.102155758673934,-0.29661545550253,-0.0127837860776706,0.283831669424859
"938","LRRC59",0.0132938257930171,0.975745777642092,0.491606131865269,0.797945864179562,0.0143644140034442,-0.154842479011778,0.128847408946409,0.283689887958187
"939","GALK1",-0.026097965594874,0.961675786915774,0.158778851962529,0.998419475690512,-0.0611044973088661,0.123003595312664,-0.160252846139857,-0.283256441452521
"940","HIBCH",-0.151280088644218,0.79237845413462,0.12416050024144,0.998419475690512,-0.168962863964005,-0.337563168272908,-0.0543210062229678,0.28324216204994
"941","MST1R",-0.182710164423995,0.839341149292382,0.096781433153813,0.993246420374571,-0.128718826275038,-0.30354583619211,-0.0203154707249043,0.283230365467206
"942","SIGLEC9",0.337033851453207,0.511908784471321,0.351657826989605,0.998419475690512,0.0885124492897248,0.288452492431252,0.0052701361594955,-0.283182356271757
"943","NSF",0.294206794898858,0.380464401741998,0.110860472163715,0.998419475690512,-0.0425733766940147,0.129077658059314,-0.154075884457176,-0.28315354251649
"944","FAIM",-0.755724595967637,0.184703185864242,-0.476259156300493,0.0129582631272613,0.454996877442993,0.541921488409091,0.258808075805244,-0.283113412603848
"945","FCGR2A",0.500438868117269,0.104953594782621,0.411107941803833,0.853216168095328,-0.090678905000057,-0.318728966013083,-0.0356479438445849,0.283081022168499
"946","ASNS",0.112111660568713,0.876556702933494,-0.00450253182222098,0.998419475690512,0.156702175885313,0.349595809436648,0.0666317187677399,-0.282964090668908
"947","CBX1",0.154063357069042,0.658381156027404,0.0763828537954865,0.998419475690512,-0.0587265356372008,0.129649644140816,-0.153295983119125,-0.282945627259941
"948","AP2A2",-0.203733108491909,0.555320856343802,0.268476338510473,0.998419475690512,-0.138177380148195,0.07496586606398,-0.207741878847526,-0.282707744911506
"949","ANP32A",0.311538766380656,0.322805070355523,-0.00736222708047813,0.998419475690512,-0.166905275245596,-0.380030286855507,-0.0974802121013733,0.282550074754133
"950","VEGFB",-0.840660098793642,0.0640104412597515,-0.243594644045059,0.0114328068198298,0.443313068656683,0.491207761242369,0.208803560182902,-0.282404201059467
"951","NPLOC4",0.117121562040791,0.684164081259899,-0.240125162854364,0.998419475690512,0.0349654157855848,0.252469940550838,-0.0299245371031563,-0.282394477653994
"952","ACVR1B",0.110573186683007,0.767282445466682,0.0770087066940429,0.968200886529169,-0.00958482893680887,-0.187596954844415,0.0947864171647541,0.28238337200917
"953","STX3",0.390577905003394,0.244656739790342,0.21220724688781,0.998419475690512,0.145304892259541,-0.0743933860453932,0.207927920831044,0.282321306876438
"954","DAXX",-0.0702137989660052,0.848856611540986,0.0318925555601172,0.998419475690512,-0.039176370386306,0.146899235916919,-0.135299928513022,-0.282199164429941
"955","P3H1",-0.20026105728398,0.731747962466952,-0.0163537763620681,0.998419475690512,0.172177688728484,-0.0110074192503569,0.270863663928591,0.281871083178948
"956","AKR1C3",-1.76393484799592,0.00173416171110031,-0.59160059178996,0.447873601337046,0.338992175159849,0.415928117283985,0.13410647391887,-0.281821643365115
"957","FGFR2",-0.253423070122613,0.745765884150063,-0.0418901612539884,0.998419475690512,0.00531438345476134,-0.209100804395292,0.0724472693548013,0.281548073750094
"958","C3",0.372906051921711,0.334969061743502,0.470105306187691,0.856705671473268,-0.180070388363839,-0.398006766655079,-0.116482341378509,0.281524425276571
"959","FHL1",-2.23099127893037,0.000860363851958367,-0.0337565724609046,0.998419475690512,0.0650591663833608,-0.116334381867938,0.165041915127943,0.281376296995881
"960","ARPC5",0.425503754224012,0.114016535871587,0.0477666235650085,0.998419475690512,0.0338023732159699,-0.158313998994033,0.122820560416962,0.281134559410995
"961","HCAR2",0.51599125275389,0.384525096767646,0.0886417543874046,0.998419475690512,0.270671249536759,0.0644612533705112,0.34553721601368,0.281075962643169
"962","WDR48",-0.0986566333949952,0.826849864114213,0.178766024055189,0.998419475690512,-0.00864680966347574,-0.166255798082626,0.114722053643152,0.280977851725778
"963","PUF60",-0.118946354515547,0.776403980186177,0.198340099921094,0.998419475690512,0.0252884104788916,0.218513929150237,-0.0619592183674287,-0.280473147517666
"964","MSRB3",0.399619373537919,0.521247648177803,-0.00858503313902526,0.998419475690512,-0.0417045168877571,-0.226994316357776,0.0534467806062871,0.280441096964063
"965","GBP2",1.00421736884385,0.0120555510163957,0.803573317589074,0.101014253771789,0.260868965354675,-0.082988170393205,0.197421186900813,0.280409357294019
"966","PQBP1",0.0332042757116841,0.944018083988999,-0.0604391240476044,0.998419475690512,-0.0339731310478812,-0.207208382693893,0.0731423168453374,0.280350699539231
"967","SERPING1",0.60234713988353,0.336029589393426,0.713514712382672,0.517046758505958,0.0485369240534356,0.181811396196807,-0.0984956350009021,-0.280307031197709
"968","PTPN1",0.463176600995913,0.0603631411633317,0.55570611947357,0.0797023965749784,0.11906623014597,-0.231928312722689,0.0480549206228637,0.279983233345552
"969","EIF4E",-0.292993017624089,0.127097700607163,0.526999773533289,0.917185685045979,-0.203736178891142,-0.367374421886021,-0.0874427446754369,0.279931677210584
"970","RFNG",0.227465294662569,0.665558667780999,0.0717755032736435,0.899904387831016,-0.012649870877507,-0.222242055483265,0.0576447190229927,0.279886774506258
"971","COX7A2L",0.0933377037504058,0.819308240957249,-0.101795097269826,0.985039353349534,-0.00715791818510348,0.18108118094206,-0.0984065021338463,-0.279487683075907
"972","VSIG10",-0.272884217015685,0.748194913418524,-0.0060417540952309,0.998419475690512,-0.079360540285816,-0.265348123887762,0.0138906319440778,0.27923875583184
"973","GID8",-0.145212543255993,0.721905490514225,0.0930131010256759,0.998419475690512,0.0771642370910553,0.27218506648789,-0.00686580648315196,-0.279050872971042
"974","MXRA7",0.163047780524901,0.759707198236438,-0.027429278856125,0.998419475690512,0.0513321474603827,-0.136943636396609,0.141930212857757,0.278873849254366
"975","ELL2",0.062881414455585,0.90599680865584,0.0380053687394563,0.998419475690512,0.0698369219428394,-0.122437304674091,0.156374685514172,0.278811990188262
"976","BMPR2",0.363154169213343,0.303077162899901,-0.0376554717919602,0.998419475690512,0.0567242673687596,-0.149436399396106,0.129361602983727,0.278798002379833
"977","RNF215",-0.337621712466377,0.551586649702177,-0.0531748744491909,0.998419475690512,-0.0967579480138166,-0.289499620222715,-0.0107508360207183,0.278748784201996
"978","HNRNPLL",0.794284770199525,0.00776713964175191,-0.175369498211756,0.998419475690512,-0.0431955649634519,-0.190799290909205,0.0878879887835362,0.278687279692741
"979","LYZ",-0.593289680560443,0.113886430315697,0.362416745635308,0.998419475690512,0.106271199105097,0.308977497713281,0.0304000562912589,-0.278577441422022
"980","CEACAM3",0.266332550465473,0.658274864325346,0.0362194742935532,0.998419475690512,0.165563346934355,0.35731944153332,0.0787942660603612,-0.278525175472959
"981","RAB1A",0.297927240774858,0.288704081607478,0.402728740030779,0.832343405187712,0.135141250105865,-0.0834633216341848,0.19505351582216,0.278516837456345
"982","MPO",-0.522457283849856,0.426667616673225,0.483961242057058,0.960940008943582,-0.0222987605379718,0.17227909645591,-0.106108586459657,-0.278387682915567
"983","IGFBP7",0.0189130824299074,0.982820701183151,-0.938054263440362,0.133662137446853,0.316361529124587,0.178473672701601,0.456826706234692,0.278353033533091
"984","HERPUD2",0.622997609796421,0.00456923054538259,-0.0165146390160092,0.998419475690512,-0.130312700452344,-0.324440803142073,-0.0461521209417985,0.278288682200274
"985","PIAS3",-0.219935233855273,0.651352881392795,-0.0266080437778154,0.998419475690512,-0.0554140030230309,-0.222358742119722,0.0556035506679505,0.277962292787673
"986","CCM2",0.0332468896989179,0.937222345658574,0.125622386468974,0.998419475690512,-0.0985529096767118,-0.305668333618214,-0.0279303632695363,0.277737970348678
"987","THYN1",-0.302442516058928,0.620367992389804,0.369287666259455,0.998419475690512,-0.0114253226145975,0.188388816323128,-0.089343325636066,-0.277732141959194
"988","UNC119B",-1.13106639853043,0.00200539862481167,-0.137129829080847,0.998419475690512,0.271054268784645,0.448784175184688,0.171147752389692,-0.277636422794996
"989","MICOS10",-0.092495088187475,0.830708629655993,0.145166007236539,0.998419475690512,-0.0658043833641435,0.148435750878867,-0.129069922724119,-0.277505673602986
"990","XBP1",0.130953062391049,0.749686336352983,-0.00830139596118705,0.998419475690512,0.0937210810033345,0.2903671567638,0.0129566736945178,-0.277410483069282
"991","THOC1",-0.633765814493489,0.126451262111765,0.209118380067534,0.335558544040105,-0.0348996233065237,0.263982551716556,-0.013074049088412,-0.277056600804968
"992","UROD",-0.35996596935684,0.37360975516395,0.103357534032496,0.998419475690512,-0.206092666791804,-0.0473004583724756,-0.324334802334587,-0.277034343962111
"993","CDKN1A",0.405649087656625,0.204279967602914,0.0141110756733828,0.998419475690512,0.15101857772195,0.353247673680458,0.076530955053625,-0.276716718626833
"994","MAN2B2",-0.02971694238366,0.945211473299485,-0.230761287929114,0.560616328994126,0.132192619020576,-0.0522626595916245,0.224211370625577,0.276474030217202
"995","CTSH",-0.096559980832824,0.835133605220561,-0.516876379446938,0.712002983900469,0.219605269278233,0.40113638007915,0.124671943388516,-0.276464436690634
"996","IST1",0.035955265723427,0.915351997082657,0.0368600958085803,0.998419475690512,-0.0455791325928781,-0.242937689180436,0.0335199192344314,0.276457608414867
"997","RPSA",-0.0348742771473772,0.941791957414145,0.00130028535801836,0.998419475690512,0.0479131469846247,-0.128715148752312,0.147574121549841,0.276289270302152
"998","LIF",-0.611016590171827,0.276841420301684,0.0389212262530797,0.998419475690512,-0.201456473464373,-0.0172901401163443,-0.293539130619539,-0.276248990503195
"999","SUGT1",-0.13228442481559,0.743233071320237,0.14327757603754,0.998419475690512,0.124460555464612,0.325377344404133,0.0491677361396759,-0.276209608264457
"1000","PCNA",-0.270345311005974,0.663293636348294,0.642809529725674,0.266620711539702,-0.1444119330609,0.0569240007666885,-0.219244572153405,-0.276168572920093
"1001","RXRA",-0.176736541138387,0.657858089277012,-0.0259511096185444,0.998419475690512,0.0971210970882573,0.291927190505723,0.0158172275376578,-0.276109962968065
"1002","DNAJC11",-0.139306298620161,0.812877623549242,-0.051409880127138,0.998419475690512,0.0201211142816795,-0.175701597101371,0.100349200502633,0.276050797604003
"1003","TRMT112",-0.239273501076497,0.527984068386266,0.244262368113534,0.998419475690512,-0.131032440593298,-0.293282136239824,-0.0178656403109284,0.275416495928896
"1004","PIK3C3",0.0213058342103952,0.95944172543594,0.00622862528586187,0.998419475690512,0.0962736180650364,0.297305149627288,0.0220393847465534,-0.275265764880734
"1005","LIMA1",-0.344248858353934,0.401172977064683,0.0142810330578693,0.998419475690512,-0.0506365101468044,-0.245395077009633,0.0298213650733425,0.275216442082975
"1006","ERGIC1",-0.567896516456646,0.0697868567202908,0.123791698016069,0.998419475690512,-0.0873118820431055,-0.260141595650379,0.014926767234918,0.275068362885297
"1007","CCT5",-0.187739582351703,0.52051670981299,0.314962894725746,0.998419475690512,-0.047098103943345,0.165910074681312,-0.10912436979817,-0.275034444479483
"1008","TARBP2",-0.339755080695753,0.549547793174764,-0.0276325783327103,0.998419475690512,0.034227097815392,-0.155518664263926,0.119479338580808,0.274998002844734
"1009","RND1",0.244412284069257,0.755882314859498,-0.0404759068053621,0.998419475690512,0.0759698604154388,0.241948830060303,-0.0320658090909213,-0.274014639151224
"1010","MBNL1",0.443987318111769,0.0810614164692971,0.100962501883614,0.998419475690512,0.06329483922092,-0.149372356652126,0.124512214228414,0.273884570880539
"1011","CASP10",0.476208376506605,0.236887017520307,0.0529681436937623,0.998419475690512,0.00855174454660813,0.171214810157065,-0.102504662247539,-0.273719472404604
"1012","PLEKHO2",-0.0274012311408068,0.961759158661835,0.103812365613789,0.998419475690512,-0.16601307774862,-0.371878501928708,-0.098395715040813,0.273482786887895
"1013","VPS28",-0.0849370106803452,0.805298470835221,-0.0193571729025147,0.998419475690512,0.0516853338316222,-0.141527665699029,0.131750308791104,0.273277974490133
"1014","ACSF2",-1.1556961178614,0.0287948845630091,-0.211059939819225,0.706375430478359,0.144555693867331,0.151844599068955,-0.121343021150347,-0.273187620219302
"1015","MRTO4",-0.157617282840856,0.835168049798055,0.414321210044188,0.857501682187315,-0.14338352042152,0.0728591692872154,-0.200195565058924,-0.273054734346139
"1016","SMNDC1",-0.199112361383599,0.515252979445266,-0.374203879987041,0.998419475690512,0.00297146522356305,0.188257049254217,-0.0847927301429784,-0.273049779397195
"1017","PROCR",-0.601293146848705,0.312303357022964,0.045680457533403,0.998419475690512,0.060548593276411,-0.106348069805516,0.166339717627767,0.272687787433284
"1018","MPZL1",-0.0668838505794072,0.912587394752015,-0.00663304846562807,0.998419475690512,-0.0473238033147567,0.116244863995119,-0.156372144381134,-0.272617008376253
"1019","NBR1",-0.0216434685846207,0.945985301372744,0.138510421317669,0.781368446819726,0.190896717079455,0.00570556987249775,0.278100834801155,0.272395264928658
"1020","LY6G6C",0.388042794555542,0.607346428336605,0.470346385949379,0.873362904078878,-0.044297392472955,0.13946963775778,-0.132891744615113,-0.272361382372893
"1021","HECTD3",0.00553645042552867,0.992627611958795,-0.114161226908184,0.998419475690512,-0.140760472681208,-0.314255579167421,-0.0419115129622633,0.272344066205158
"1022","PPIF",0.242048962984722,0.644344242406418,0.077721415771216,0.998419475690512,-0.214862540373933,-0.376297231194708,-0.104314393162529,0.271982838032179
"1023","GALNT3",0.680717210499536,0.0755412792020202,-0.00906499845669084,0.998419475690512,-0.127740240233471,-0.298728726002602,-0.0268139717085384,0.271914754294064
"1024","NUDC",-0.152795415518865,0.759926760601746,0.00980531036915041,0.998419475690512,0.255019426602784,0.425344603115301,0.153691506599321,-0.27165309651598
"1025","POLR2C",-0.191650046085264,0.544751043622049,-0.00604076091522094,0.998419475690512,0.0467958436386198,-0.117392489894714,0.15416352978111,0.271556019675825
"1026","CLN5",-0.246388461772787,0.591813455797594,-0.0555842368310338,0.998419475690512,-0.103187197517017,-0.293882978719189,-0.0224711594405767,0.271411819278612
"1027","REEP2",-0.374619462658643,0.719344897418522,0.02008614931113,0.998419475690512,-0.129970820857353,-0.277464636067576,-0.0061136496734019,0.271350986394174
"1028","EDC4",0.00637588899759966,0.989942489888607,0.263032195185361,0.963204148073108,-0.104383296814649,0.0510522931246354,-0.220207654057711,-0.271259947182347
"1029","HUS1",0.0885317584306114,0.846227697324757,-0.185623053123541,0.994739550495444,-0.0423391634446627,0.140169130990705,-0.131049068184003,-0.271218199174708
"1030","REPS2",0.0472786524177879,0.935451868730279,-0.172767814773741,0.998419475690512,0.220842756201281,0.380791425436566,0.109599404695733,-0.271192020740833
"1031","TAGLN2",0.0185332369775823,0.961980610595103,-0.211850273230856,0.998419475690512,0.00315437526361946,-0.174479069877299,0.0967056190101509,0.27118468888745
"1032","WDR26",0.153606832407161,0.580917489241806,0.0664257360803007,0.998419475690512,0.148657968686896,0.34932243536949,0.0781748067046252,-0.271147628664865
"1033","CHCHD7",0.218043143899894,0.670786175754196,0.379632509531179,0.595628154734049,-0.0163576045859293,-0.221884480408353,0.0490969341166256,0.270981414524979
"1034","BLVRB",-0.341488881067402,0.452459914717933,0.200722124147501,0.998419475690512,-0.00923188397000999,0.187017451286278,-0.0836090723991102,-0.270626523685389
"1035","ST6GALNAC6",-0.607304916110928,0.0987769198078709,-0.675385159985927,0.0129582631272613,0.390495488734338,0.432098725586858,0.161907076188715,-0.270191649398142
"1036","GMPR2",0.282445504987491,0.270440743998283,0.220288816050597,0.998419475690512,-0.0254625021388567,-0.234900332790236,0.034938734714364,0.2698390675046
"1037","MAZ",-0.000208736380071792,0.999879125679949,0.00169052604424789,0.998419475690512,-0.114327396515133,-0.287785902355349,-0.0181925889722182,0.269593313383131
"1038","PHF11",1.27937584704058,6.24694599190664e-05,0.147563447174789,0.998419475690512,0.047443155087346,0.185004473092218,-0.0845170970828719,-0.26952157017509
"1039","STIM1",-0.102330822308301,0.729040463438513,0.0208089315954567,0.998419475690512,0.128733950144422,0.318806993105524,0.0493347511775725,-0.269472241927952
"1040","SYTL2",-0.252315533938501,0.649769286210418,-0.0150148229636962,0.998419475690512,0.207835640290052,0.377800893290139,0.108414797029637,-0.269386096260502
"1041","LZIC",-0.127168419353358,0.751617275092623,-0.132125306716596,0.83454905766719,0.118737157660207,-0.0632399781272866,0.206083583425853,0.269323561553139
"1042","KMT2C",-0.102363641719798,0.734966886546227,-0.0487160284652376,0.998419475690512,0.086468835234219,0.233976151335428,-0.0353347933892197,-0.269310944724648
"1043","EFHD2",0.132127377495283,0.731823684863356,0.305059343563163,0.998419475690512,0.144121221703217,-0.0574668236058668,0.211578841447501,0.269045665053368
"1044","YIPF6",-0.14198825067853,0.661269611451562,0.0282097388171028,0.998419475690512,0.0122788344663624,0.189676452003262,-0.0793015008921953,-0.268977952895457
"1045","COTL1",0.267805925197136,0.348457735300086,-0.0157440809711584,0.998419475690512,0.0125372551867437,-0.182798102689759,0.0861682731913799,0.268966375881139
"1046","CTSC",0.508874862216922,0.12121821075861,0.0827939460525643,0.998419475690512,0.104781139025848,0.233558655219333,-0.034898747803321,-0.268457403022654
"1047","SNRPD3",-0.0356583381373395,0.94941536559332,-0.121550232044336,0.998419475690512,0.0265177744711579,-0.108452231312318,0.159884438852729,0.268336670165048
"1048","NAPA",0.926461283824444,0.000137078774852541,0.144847540643116,0.998419475690512,-0.0101251920865741,-0.249019881569137,0.0192384272474956,0.268258308816632
"1049","MLX",-0.104708194846315,0.732929154906165,-0.052003247068553,0.998419475690512,-0.0545871334138019,-0.254954467042386,0.0131149334959055,0.268069400538292
