"gene_symbol","log2FC_RNA","padj_RNA","log2FC_protein","padj_protein","sig_class"
"PDCD1LG2",0.565926454273057,0.178280157735846,-0.166523646411791,0.809010563895537,"Not Significant"
"HSP90B1",-0.379052344379555,0.179020656894908,0.466048665660563,0.785871831294745,"Not Significant"
"PPIH",-0.855125519322039,0.180652379030241,0.3053672184721,0.998419475690512,"Not Significant"
"DGCR2",0.382076631064509,0.18070363033629,-0.0257270798648449,0.998419475690512,"Not Significant"
"NMRAL1",-0.523607592097466,0.181401916667128,0.124602126668585,0.998419475690512,"Not Significant"
"MERTK",0.455195294178832,0.181401916667128,-0.028285924293062,0.998419475690512,"Not Significant"
"RPN2",-0.36055321503113,0.181514932164231,0.0913500374784157,0.998419475690512,"Not Significant"
"QKI",0.352773972074882,0.182626189275912,-0.013014282685702,0.998419475690512,"Not Significant"
"TEPSIN",0.599628085547346,0.183806700470633,-0.0535411142136881,0.998419475690512,"Not Significant"
"SNRPF",-0.52792617752466,0.184573297695589,0.221863286092988,0.832343405187712,"Not Significant"
"CHP1",-0.296688766592057,0.185444776535718,0.192183645045828,0.998419475690512,"Not Significant"
"TSC22D3",0.500226424209171,0.185444776535718,-0.000420608645861599,0.998433450236531,"Not Significant"
"IL16",0.439996573498778,0.18723315740878,-0.0446493950996027,0.998419475690512,"Not Significant"
"HMG20B",-0.381131735931848,0.191742437979683,0.0385266948186839,0.998419475690512,"Not Significant"
"ACADVL",-0.34076690615563,0.196491029474237,0.155989807707315,0.998419475690512,"Not Significant"
"DIMT1",-0.400244344934051,0.198738820010945,0.385953101895736,0.857501682187315,"Not Significant"
"S100A13",-0.741074930499831,0.199366351546714,0.041733822797203,0.998419475690512,"Not Significant"
"FKBP4",-0.551570007715353,0.199577545573388,0.445247735867553,0.726670319561975,"Not Significant"
"ADH5",-0.462086350777961,0.199996386782156,0.0171168511564693,0.998419475690512,"Not Significant"
"CAMK2D",-0.458319403142335,0.203002428945492,0.399418635798726,0.550228813303962,"Not Significant"
"ACOX1",-0.355161795723587,0.203085312193973,0.372465635342359,0.998419475690512,"Not Significant"
"HARS1",-0.301284838209667,0.204436906633362,0.43052834743915,0.998419475690512,"Not Significant"
"AGA",-0.524100261999209,0.204602632625768,0.0481607916747514,0.998419475690512,"Not Significant"
"DLD",-0.349454343096062,0.20558350996281,0.454675246800649,0.954918486558191,"Not Significant"
"PROS1",-0.748440207146999,0.206244578215969,0.20359652604167,0.998419475690512,"Not Significant"
"CD33",-0.522406019372286,0.207265433400051,0.0182608542326214,0.998419475690512,"Not Significant"
"ECE1",0.518415524692212,0.207289215526964,-0.0371915050022806,0.998419475690512,"Not Significant"
"PVR",-0.404352110136353,0.208489077955362,0.0897406817307739,0.998419475690512,"Not Significant"
"S100P",0.516936256596927,0.208856121561199,-0.0169761057012007,0.998419475690512,"Not Significant"
"NUBP1",-0.462948388309146,0.208876902884796,0.0941615053705586,0.998419475690512,"Not Significant"
"OSBPL1A",-0.490056066022281,0.209762369369123,0.474147137094649,0.854189735810682,"Not Significant"
"EHBP1",-0.598854414294752,0.210218964960164,0.0750786684150196,0.998419475690512,"Not Significant"
"AARS1",-0.408930050242456,0.211188868175086,0.344387452870419,0.906608492274627,"Not Significant"
"ASF1A",-0.539143883306686,0.212463614207571,0.0362148705399771,0.998419475690512,"Not Significant"
"ZNF264",-0.403867107755474,0.213156068563756,0.0436163912518969,0.998419475690512,"Not Significant"
"TPP2",-0.389589100614449,0.213156068563756,0.069250509931714,0.998419475690512,"Not Significant"
"NFKBIB",0.370308860473205,0.214752126410999,-0.00841197765366684,0.998419475690512,"Not Significant"
"NECTIN1",-0.547625979511826,0.214752126410999,0.00157778486651525,0.998419475690512,"Not Significant"
"CAMP",-0.820638983101614,0.215829186273498,0.19504689623669,0.998419475690512,"Not Significant"
"MAEA",-0.410676912814481,0.21587239137054,0.00916278319707124,0.998419475690512,"Not Significant"
"MGMT",-0.694634975040269,0.216014627876827,0.256015071295212,0.998419475690512,"Not Significant"
"TRABD",0.381219907153771,0.216937699080119,-0.105660172841511,0.93532467061693,"Not Significant"
"MYBPC3",0.645842983312907,0.217166635735727,-0.00376376725401509,0.998419475690512,"Not Significant"
"MTAP",-0.498789113492243,0.218693434306177,0.288843881939293,0.914364390399303,"Not Significant"
"MPZL2",-0.58965521081995,0.22157777554009,0.00706961613240357,0.998419475690512,"Not Significant"
"ATG4B",-0.336827863073756,0.223488909368342,0.267427490575333,0.837888123127799,"Not Significant"
"PEF1",0.331165703364771,0.224576534699239,-0.0281732222152996,0.998419475690512,"Not Significant"
"RCN3",-0.637904539036019,0.225271672547487,0.107119246492079,0.590152120200119,"Not Significant"
"RAF1",0.249284239688134,0.225876630790445,-0.13123764574439,0.998419475690512,"Not Significant"
"RBM19",-0.473270637342378,0.226119755783793,0.256776693739265,0.906608492274627,"Not Significant"
"TMOD2",0.50181128042789,0.226119755783793,-0.178340681594983,0.998419475690512,"Not Significant"
"UNC5A",0.518395865727265,0.226500564166983,-0.0847497931720669,0.998419475690512,"Not Significant"
"CLUAP1",-0.663367148905757,0.226635262818335,0.0765737624255876,0.998419475690512,"Not Significant"
"MNAT1",-0.577313446394154,0.227428286342771,0.097286766768496,0.839178512396408,"Not Significant"
"FBLN1",-0.771972675671721,0.227556285376126,0.0415225231264423,0.998419475690512,"Not Significant"
"STMP1",-0.354837449838421,0.229272058576569,0.0405515412562867,0.998419475690512,"Not Significant"
"MRAS",-0.528604638486561,0.229958556280941,0.0219222972865859,0.998419475690512,"Not Significant"
"SLC25A1",-0.468384360565841,0.230463714915682,0.071733453619065,0.998419475690512,"Not Significant"
"RAB3IL1",0.774655131666151,0.232563469508064,-0.126036289299891,0.595628154734049,"Not Significant"
"KLRC1",0.729379568277099,0.233208828263536,-0.0218099855100777,0.998419475690512,"Not Significant"
"PSMA5",0.384687104688294,0.233208828263536,-0.166500766757924,0.998419475690512,"Not Significant"
"TCN2",0.559178432934744,0.233685558724918,-0.223505151645526,0.998419475690512,"Not Significant"
"REPIN1",-0.362497027570173,0.234039979900544,0.00555810076865111,0.998419475690512,"Not Significant"
"PC",-0.610656491638797,0.234204075378244,0.00677112303611271,0.998419475690512,"Not Significant"
"DMKN",-0.847046947296537,0.235128503193797,0.0312548434509168,0.998419475690512,"Not Significant"
"N4BP2L2",0.336343237634189,0.235128503193797,-0.0575020929276304,0.998419475690512,"Not Significant"
"TNFSF8",-0.646998386425484,0.235128503193797,0.114668678769455,0.963204148073108,"Not Significant"
"DPH7",-0.599476849370306,0.236203834008419,0.124563251976257,0.998419475690512,"Not Significant"
"ATP5PB",-0.331335067703029,0.236882062649019,0.0046934809114436,0.998419475690512,"Not Significant"
"FABP2",0.612269552926951,0.23762398453421,-0.0487208689131747,0.998419475690512,"Not Significant"
"EPS15L1",-0.392747501530819,0.23784719866009,0.0795928382780198,0.998419475690512,"Not Significant"
"HMOX1",-0.513499693164436,0.238718463341219,0.639483988091557,0.539565355399816,"Not Significant"
"PSMA3",0.282907068864584,0.238809113555268,-0.0359192863097097,0.998419475690512,"Not Significant"
"PTGES3",0.32142425463797,0.239763467323329,-0.0173664223030443,0.998419475690512,"Not Significant"
"RAP1GDS1",-0.329472426544115,0.240189229792664,0.0466523123540748,0.998419475690512,"Not Significant"
"GNAQ",0.302442581179776,0.240403400001915,-0.0435459716725003,0.998419475690512,"Not Significant"
"MED1",0.330993791819241,0.242668434630682,-0.0873222492096335,0.998419475690512,"Not Significant"
"PIPOX",0.699625215177474,0.24514297352195,-0.130286385205558,0.637388524185901,"Not Significant"
"PSPH",-0.616049825232439,0.245541159963546,0.105555708067558,0.998419475690512,"Not Significant"
"GFER",0.816782759935705,0.246070471708528,-0.0508115381796492,0.998419475690512,"Not Significant"
"CD46",0.314645232448984,0.246417932085616,-0.113580339992586,0.998419475690512,"Not Significant"
"GOT2",-0.512547868246721,0.248332955942616,0.303173894971908,0.998419475690512,"Not Significant"
"TCN1",0.622989603562734,0.248676171807319,-0.00324054759696257,0.998419475690512,"Not Significant"
"LGMN",0.483488677728664,0.250464770703721,-0.138292255180263,0.998419475690512,"Not Significant"
"LGALS3",-0.402169327131245,0.251308435638404,0.159594865186199,0.998419475690512,"Not Significant"
"LMNB2",-0.454930101039962,0.251523756155064,0.508329231755538,0.472153317410157,"Not Significant"
"EVA1B",0.65339175877192,0.251826985394709,-0.0779216300456529,0.994739550495444,"Not Significant"
"ENG",-0.459054215663159,0.252093878579224,0.0251174837705332,0.998419475690512,"Not Significant"
"BMX",0.623802568073199,0.252116030963855,-0.0145564898635582,0.998419475690512,"Not Significant"
"DDX1",-0.425703158462654,0.252295964516046,0.189052752657137,0.998419475690512,"Not Significant"
"PTTG1",0.845249476748744,0.253226390452326,-0.0321985082670336,0.998419475690512,"Not Significant"
"RPN1",-0.202530709428586,0.254591845156812,0.37004188393359,0.50944034495368,"Not Significant"
"APBB2",-0.610681940192267,0.25647489986372,0.112498206099405,0.998419475690512,"Not Significant"
"APP",-0.308369581519384,0.25647489986372,0.0298465433128795,0.998419475690512,"Not Significant"
"CUL4B",0.31246922947477,0.25647489986372,-0.0222889099852097,0.998419475690512,"Not Significant"
"NQO1",-0.630612061187077,0.25647489986372,0.547593814435824,0.998419475690512,"Not Significant"
"LACC1",0.41079827903581,0.258936951353508,-0.0186117436242436,0.998419475690512,"Not Significant"
"STK24",0.269015723728008,0.259611954505703,-0.0069527264671845,0.998419475690512,"Not Significant"
"PCNP",0.318702322110404,0.260168905834635,-0.12587242138736,0.998419475690512,"Not Significant"
"TMEM230",-0.27948211249361,0.261341037735432,0.0323839854346553,0.998419475690512,"Not Significant"
"CD68",-0.45460389099686,0.261341037735432,0.119502213112417,0.987022850306148,"Not Significant"
"FSTL1",-0.796668002922724,0.261521062097714,0.14417767834884,0.998419475690512,"Not Significant"
"ITPA",-0.520565724100752,0.262325390243682,0.0705664087347358,0.998419475690512,"Not Significant"
"SOD1",-0.441027203165117,0.262325390243682,0.0339445584351775,0.998419475690512,"Not Significant"
"PPIA",-0.258669121934002,0.262344959930978,0.294045438317279,0.998419475690512,"Not Significant"
"AHCYL1",-0.291735742818756,0.263177905872041,0.08847334614918,0.998419475690512,"Not Significant"
"DNAJC27",0.439022592158979,0.263636416086292,-0.0420348689833822,0.998419475690512,"Not Significant"
"CYCS",-0.377670994354083,0.264464065708473,0.0940431940038212,0.998419475690512,"Not Significant"
"RYBP",0.376221703707726,0.265332610404885,-0.046533267320155,0.998419475690512,"Not Significant"
"PDIA6",-0.329773349076703,0.265398469233638,0.409679959045513,0.998419475690512,"Not Significant"
"TGIF2",0.380472636112604,0.265850564299239,-0.235240176179906,0.174695713956612,"Not Significant"
"CREM",0.3972139680261,0.266689939428127,-0.179914352612404,0.448344482232837,"Not Significant"
"METAP1",-0.484651689341619,0.270126763629429,0.178652256732292,0.998419475690512,"Not Significant"
"EXOSC8",-0.526007712932293,0.270363823765325,0.115579707382639,0.998419475690512,"Not Significant"
"SCMH1",-0.431695638702578,0.270405496098394,0.0289961045992948,0.998419475690512,"Not Significant"
"LIF",-0.616968795750754,0.271127573997206,0.0389212262530797,0.998419475690512,"Not Significant"
"KMT5C",-0.63166110555024,0.272136075839811,0.0312519104002563,0.998419475690512,"Not Significant"
"MCL1",0.316395164137883,0.272647984054972,-0.0445192169916126,0.998419475690512,"Not Significant"
"SERPINB5",-0.695228398303551,0.274139124882543,0.00749699543266665,0.998419475690512,"Not Significant"
"CMTM4",-0.562160659941297,0.275635245772702,0.139375101493307,0.998419475690512,"Not Significant"
"RNASEH1",-0.438880173784622,0.278111355891703,0.20799289577845,0.936867356766746,"Not Significant"
"TMEM154",0.497166010778515,0.278537299228134,-0.0534827308784123,0.998419475690512,"Not Significant"
"EEF1E1",-0.671211508660752,0.279590985337824,0.15127764037462,0.998419475690512,"Not Significant"
"APEX1",-0.486260655551372,0.281548695847618,0.414496025714018,0.998419475690512,"Not Significant"
"PLCB1",-0.598199099426389,0.282076361261303,0.0186383949356411,0.998419475690512,"Not Significant"
"FAM86B1",-0.657304534297686,0.282656621351151,0.077465823455746,0.781368446819726,"Not Significant"
"BCCIP",-0.41585973534222,0.282876863284403,0.0797685320576761,0.994739550495444,"Not Significant"
"LAMTOR3",0.375804304542113,0.283076400966467,-0.044377009411273,0.998419475690512,"Not Significant"
"BTG2",0.413084018248596,0.285418223841678,-0.0632601324452857,0.998419475690512,"Not Significant"
"LSM4",-0.506957042065097,0.285705784528195,0.114320453422037,0.972181796980531,"Not Significant"
"UBL4A",-0.38722068249449,0.285925216869171,0.0669391281509335,0.998419475690512,"Not Significant"
"USP28",-0.452132650874697,0.286467083541856,0.0123009340908438,0.998419475690512,"Not Significant"
"KPNA2",-0.382562043670058,0.286960585926883,0.368416110636195,0.420669930504322,"Not Significant"
"BICDL1",0.476359872853241,0.289016941203758,-0.0158663418708027,0.998419475690512,"Not Significant"
"RNF114",0.413726261762581,0.289649954274399,-0.043451393487429,0.998419475690512,"Not Significant"
"PIP4K2A",0.259951803078526,0.290346673015124,-0.180933875330414,0.998419475690512,"Not Significant"
"PRKCI",-0.388323368160938,0.290547967583256,0.0746591106774148,0.998419475690512,"Not Significant"
"SNTB1",-0.424139067173697,0.29061757702173,0.0422265822140287,0.998419475690512,"Not Significant"
"METTL1",-0.584678929796544,0.290658098751984,0.0393023706221598,0.998419475690512,"Not Significant"
"TTC32",0.444132377915569,0.29185515456501,-0.0504448378322502,0.998419475690512,"Not Significant"
"COMMD9",-0.356041885418741,0.292720844408098,0.11334660762274,0.998419475690512,"Not Significant"
"POR",-0.410218814324378,0.293359988509669,0.56101746102201,0.790827704016838,"Not Significant"
"BMPR2",0.369019671693204,0.293382574796418,-0.0376554717919602,0.998419475690512,"Not Significant"
"MSRB2",0.390821340635071,0.29387744446316,-0.0284682838202509,0.998419475690512,"Not Significant"
"STX10",0.312798755497323,0.296362770914335,-0.0268459176400914,0.998419475690512,"Not Significant"
"PTPMT1",-0.618184512430335,0.296957773677301,0.0093859504960264,0.998419475690512,"Not Significant"
"HDAC2",-0.335087936623714,0.300133271987386,0.669037801090874,0.724015366092508,"Not Significant"
"KLF9",0.425761921625636,0.300695874362276,-0.045778218821872,0.998419475690512,"Not Significant"
"CISD2",-0.399883815471444,0.304149548294211,0.194785678490108,0.607074645286811,"Not Significant"
"PELI1",0.447883296533221,0.305203918271864,-0.0833075872649289,0.998419475690512,"Not Significant"
"MAP4K5",-0.417631848511363,0.305757822432807,0.129131325123331,0.998419475690512,"Not Significant"
"KAT2B",0.292825030026684,0.306973080763694,-0.00619582431257346,0.998419475690512,"Not Significant"
"GMPS",-0.378154977948394,0.307455353793068,0.586322451129544,0.732688073803575,"Not Significant"
"QDPR",-0.529794203226205,0.307455353793068,0.310805539631357,0.998419475690512,"Not Significant"
"UBE2G2",-0.325957552325349,0.307455353793068,0.0487061103819755,0.998419475690512,"Not Significant"
"TNFRSF25",0.619606241805086,0.308082830914457,-0.457385219801352,0.543548945616488,"Not Significant"
"PPM1G",-0.278705257141921,0.308477358479405,0.146184065892823,0.966961547562754,"Not Significant"
"SRA1",0.291937784826646,0.309144280665485,-0.0188140530740583,0.998419475690512,"Not Significant"
"IL7",0.678046393246437,0.309436889914681,-0.0647051868976342,0.998419475690512,"Not Significant"
"GALNS",-0.34005211608113,0.309486501111395,0.267008027097329,0.998419475690512,"Not Significant"
"PROCR",-0.602897634767245,0.31065871627781,0.045680457533403,0.998419475690512,"Not Significant"
"DYNLL2",-0.242566385697685,0.310731097351539,0.0439026454154781,0.998419475690512,"Not Significant"
"DEFA1",-1.07559747611131,0.310980217603864,0.487680653964536,0.228867640060625,"Not Significant"
"C15orf40",-0.440312731917808,0.31100431888287,0.101715971564249,0.998419475690512,"Not Significant"
"H1-2",0.465772017879237,0.31100431888287,-0.0232847394595688,0.998419475690512,"Not Significant"
"PDIA5",-0.561730443502133,0.31108207370643,0.370918027604469,0.791573009435334,"Not Significant"
"CCS",-0.295166928086509,0.311417671881725,0.0798020429039089,0.998419475690512,"Not Significant"
"ANAPC10",-0.500779746899436,0.311759348770039,0.12472511799451,0.638969005215889,"Not Significant"
"WWC1",-0.670129475404583,0.311759348770039,0.0179436845001529,0.998419475690512,"Not Significant"
"DCPS",-0.300150101248613,0.311759348770039,0.414482948478567,0.791573009435334,"Not Significant"
"EID3",0.476820561646464,0.312756950305862,-0.15709202232694,0.265864449909381,"Not Significant"
"SNRPC",-0.33670496989769,0.31454476795965,0.0594460191941115,0.998419475690512,"Not Significant"
"HID1",-0.65936530934994,0.315282408418585,0.0265011530445271,0.998419475690512,"Not Significant"
"ARHGEF10",-0.526510263163882,0.315282408418585,0.00955258013986571,0.998419475690512,"Not Significant"
"CBX5",-0.268463531434657,0.315871288927411,0.0669534665110283,0.998419475690512,"Not Significant"
"BRPF1",-0.293225009443862,0.319162641683753,0.0742863042912043,0.998419475690512,"Not Significant"
"GLRX3",-0.275919858950443,0.319670642976667,0.445813688226358,0.998419475690512,"Not Significant"
"POP7",-0.521550251301446,0.321085711369215,0.237984699827793,0.727916443716349,"Not Significant"
"ANP32A",0.311780222283528,0.321618427127382,-0.00736222708047813,0.998419475690512,"Not Significant"
"B4GALT2",-0.537084576895604,0.3220082592836,0.00593592867388277,0.998419475690512,"Not Significant"
"ITGB1",-0.233503849504712,0.322551477155734,0.016376710994531,0.998419475690512,"Not Significant"
"CCDC9",0.340819020866054,0.322764265130024,-0.0395022739016842,0.998419475690512,"Not Significant"
"HSP90AB1",-0.354161812283482,0.32298684414535,0.423101953684807,0.998419475690512,"Not Significant"
"CTSD",-0.466698336329218,0.323290730902837,0.250426230575826,0.998419475690512,"Not Significant"
"CPVL",-0.342084226512741,0.323908165875259,0.0767113689643117,0.998419475690512,"Not Significant"
"ADK",-0.432918719526062,0.324635454356285,0.306215305714026,0.953861878222889,"Not Significant"
"BPIFA1",-0.960240931976856,0.326153533339108,0.143609903793866,0.964835353022169,"Not Significant"
"SLC41A2",-0.40849613680185,0.326248703716527,0.0537382287952796,0.998419475690512,"Not Significant"
"KCNAB2",-0.308722487132659,0.326589212265443,0.0849689769631003,0.998419475690512,"Not Significant"
"TNXB",-0.679097291353046,0.326831624080358,0.0356091122762273,0.998419475690512,"Not Significant"
"VILL",0.432321535822026,0.326914093325689,-0.109713902775317,0.994306542239506,"Not Significant"
"LINGO3",0.461557210054872,0.327297888553359,-0.0283590936930444,0.998419475690512,"Not Significant"
"BTN3A2",0.38719710485571,0.327504546430319,-0.134798624418126,0.998419475690512,"Not Significant"
"FOXO4",0.341993616232361,0.328746926846188,-0.0302157873516009,0.998419475690512,"Not Significant"
"PFN2",-0.456604202815457,0.328757054129053,0.0136090569970032,0.998419475690512,"Not Significant"
"S100A2",-0.822017573130925,0.331765656477378,0.432364231088746,0.538850142635265,"Not Significant"
"TNC",-0.664437285981748,0.332224521402692,0.531494302919094,0.0573277076614577,"Not Significant"
"UBQLN4",-0.337535447772516,0.332224521402692,0.0338143149268339,0.998419475690512,"Not Significant"
"SHC1",-0.254538114583093,0.334822128987402,0.155982026369659,0.998419475690512,"Not Significant"
"CLEC2B",0.356835277502399,0.336722888437665,-0.0378556289539901,0.998419475690512,"Not Significant"
"RAC2",0.352665947565421,0.336722888437665,-0.0138058464956386,0.998419475690512,"Not Significant"
"DNAJC19",-0.498644523234003,0.336722888437665,0.196690920618228,0.77932860200008,"Not Significant"
"POLR1C",-0.414766861586727,0.336722888437665,0.0378443957903497,0.998419475690512,"Not Significant"
"SELENOH",-0.388309113862964,0.337215655927512,0.0853349465665103,0.998419475690512,"Not Significant"
"NMT1",-0.324119547897195,0.337215655927512,0.154463317160171,0.998419475690512,"Not Significant"
"VTI1B",-0.265493078136762,0.338561255687018,0.0580423664277474,0.998419475690512,"Not Significant"
"EEF2KMT",-0.457152968105325,0.338645779693863,0.124384539707204,0.998419475690512,"Not Significant"
"FKBP1A",0.244757038368735,0.339051013949722,-0.106315796531349,0.998419475690512,"Not Significant"
"MREG",-0.355909833906871,0.339062727796603,0.0107248336284088,0.998419475690512,"Not Significant"
"IL12RB2",0.61978267049641,0.339170918710655,-0.0185302688560582,0.998419475690512,"Not Significant"
"GNRH1",-0.507385296115717,0.339287603128408,0.0477994365718221,0.998419475690512,"Not Significant"
"ABHD12",-0.387774125772298,0.339797145766624,0.0627776162672421,0.998419475690512,"Not Significant"
"DDIT3",0.332580206241774,0.341070734191109,-0.0662576978125326,0.998419475690512,"Not Significant"
"SIRT5",-0.444299599183108,0.342580763177494,0.121630094854937,0.998419475690512,"Not Significant"
"COTL1",0.27022057099321,0.342962435769139,-0.0157440809711584,0.998419475690512,"Not Significant"
"STOML2",-0.344938758224383,0.343841401289779,0.143159740971363,0.998419475690512,"Not Significant"
"DYNLRB1",0.371185722755931,0.344251400368909,-0.169134953780434,0.998419475690512,"Not Significant"
"GDF15",-0.427102313217372,0.345537447933666,0.688810715067873,0.124964268290122,"Not Significant"
"RNF13",0.335450428963238,0.346357997725401,-0.0175275974659956,0.998419475690512,"Not Significant"
"CSRP1",-0.348281088730819,0.346681056305019,0.0574933937752544,0.998419475690512,"Not Significant"
"GOT1",-0.452079295661384,0.34766188110856,0.0391450751956677,0.998419475690512,"Not Significant"
"DCTN2",-0.267629694732733,0.348509226377749,0.131403656689903,0.998419475690512,"Not Significant"
"ARMC3",-0.619845603802469,0.350353519098277,0.0282585018490688,0.998419475690512,"Not Significant"
"CAPN13",-0.558839668108339,0.350559125451275,0.120179633596751,0.998419475690512,"Not Significant"
"KPNA6",-0.262675803744549,0.35285355572934,0.254219112461543,0.998231594656268,"Not Significant"
"DUSP10",0.382713121481626,0.353490255549669,-0.0256586344313475,0.998419475690512,"Not Significant"
"DPYSL2",-0.313020761101455,0.354929051934912,0.159888379781145,0.998419475690512,"Not Significant"
"XPO5",-0.338458585432575,0.355358895487737,0.151891185855323,0.966961547562754,"Not Significant"
"EIF1",0.254825837486723,0.355835627121751,-0.297512218180725,0.791573009435334,"Not Significant"
"C1QC",-0.688733883124688,0.355835627121751,0.323065280452323,0.727916443716349,"Not Significant"
"MRRF",-0.334444101000168,0.357139981517144,0.0622172452093171,0.998419475690512,"Not Significant"
"SEPSECS",-0.360815019752569,0.358747605640257,0.0102622903441259,0.998419475690512,"Not Significant"
"SETMAR",-0.424145281841519,0.36051573096496,0.0341345598841583,0.998419475690512,"Not Significant"
"MAPKAPK2",0.220955497822692,0.360589111377152,-0.0186131708830243,0.998419475690512,"Not Significant"
"PAGR1",0.308609609047448,0.360875471957105,-0.339376693648547,0.68854481936714,"Not Significant"
"NIF3L1",-0.497176311523549,0.361384532182274,0.235015864999891,0.998419475690512,"Not Significant"
"GSS",-0.333455882614315,0.361817964824937,0.06250896916495,0.998419475690512,"Not Significant"
"MAPKAPK5",-0.311555797133024,0.362355566910594,0.0787651750501246,0.861410095495095,"Not Significant"
"TSSC4",0.354444016741965,0.362534604599266,-0.110712137031972,0.998419475690512,"Not Significant"
"SCAND1",0.381503672149683,0.363039561711307,-0.0240805548657203,0.998419475690512,"Not Significant"
"TAF10",0.267785685600204,0.364083828058746,-0.00913478148989129,0.998419475690512,"Not Significant"
"POLH",0.333856139412316,0.365928638953161,-0.0792598039247822,0.998419475690512,"Not Significant"
"STX8",-0.487145519561763,0.366198742795898,0.105006796682804,0.998419475690512,"Not Significant"
"WTAP",0.325666991515241,0.3662458669707,-0.0744238050146799,0.998419475690512,"Not Significant"
"DNAJB6",0.244524136866397,0.366535130846015,-0.0772414128745647,0.998419475690512,"Not Significant"
"EHD4",-0.23826177777315,0.366995861939906,0.0769018741682165,0.998419475690512,"Not Significant"
"PDCD1",0.530673254179061,0.36797000232454,-0.0437574268133451,0.998419475690512,"Not Significant"
"NAP1L4",-0.264365475088035,0.368408383652757,0.107112680265507,0.998419475690512,"Not Significant"
"NT5DC3",-0.465228574969611,0.369467389481677,0.103856492789485,0.998419475690512,"Not Significant"
"CLINT1",-0.232858066429916,0.369623442105976,0.147285864677249,0.998419475690512,"Not Significant"
"IKBKB",0.240598746229642,0.370132716050187,-0.0139891713530335,0.998419475690512,"Not Significant"
"COPB2",-0.162850035313656,0.370132716050187,0.473809845526283,0.712002983900469,"Not Significant"
"PLCD1",0.470066846725985,0.370649635628046,-0.175166711445164,0.998419475690512,"Not Significant"
"SFN",-0.556667406734544,0.370829674302102,0.209341796025388,0.998419475690512,"Not Significant"
"ICA1",-0.473015776573065,0.370829674302102,0.0514707446582247,0.998419475690512,"Not Significant"
"RNASE1",0.720476093668391,0.371970378089119,-1.50961526169736,0.0104147171666229,"Protein only"
"CLUH",-0.45923368488989,0.371970378089119,0.0433176804428629,0.998419475690512,"Not Significant"
"HIKESHI",0.363594520595525,0.373116381919109,-0.0675623460815239,0.998419475690512,"Not Significant"
"DYNLL1",-0.341907724949001,0.374093032079615,0.0233474008868177,0.998419475690512,"Not Significant"
"ODC1",0.358697803978818,0.37549978031586,-0.0507699610399542,0.998419475690512,"Not Significant"
"NUDCD3",-0.293918056935578,0.375583401973995,0.0682230535114701,0.998419475690512,"Not Significant"
"CCT7",-0.277158727552642,0.378668661999035,0.066828414999624,0.998419475690512,"Not Significant"
"UROD",-0.357726860296332,0.379238338267659,0.103357534032496,0.998419475690512,"Not Significant"
"CD74",-0.419853363591203,0.379793931288445,0.00302054312635494,0.998419475690512,"Not Significant"
"LAMC1",-0.392154642462288,0.379986661002804,0.27518406569795,0.998419475690512,"Not Significant"
"DNAJC10",-0.288232221004294,0.380154629537602,0.0577840513343702,0.998419475690512,"Not Significant"
"CCT8",-0.277077663016548,0.380461695283357,0.217975200202671,0.998419475690512,"Not Significant"
"PAIP1",0.329995652141111,0.380544158890395,-0.0380436531359266,0.998419475690512,"Not Significant"
"LMAN2L",-0.491791537286035,0.381715483596775,0.0350312467226033,0.998419475690512,"Not Significant"
"INIP",-0.359278865052204,0.382579374271813,0.0244950220158257,0.998419475690512,"Not Significant"
"SLC3A2",0.235882250849141,0.382949898933225,-0.0226436969406439,0.998419475690512,"Not Significant"
"LGALS1",-0.437488602499793,0.384286939254055,0.135127377004876,0.998419475690512,"Not Significant"
"DUSP6",0.350146732963834,0.385456742607941,-0.0204439913535717,0.998419475690512,"Not Significant"
"TOR4A",0.285815010295975,0.385552201776773,-0.0110478144494371,0.998419475690512,"Not Significant"
"MTPAP",-0.385090006945115,0.385954522043325,0.0525368800141177,0.998419475690512,"Not Significant"
"PID1",-0.587974772116704,0.385954522043325,0.140617087139872,0.998419475690512,"Not Significant"
"BTNL8",-0.517537336488038,0.38759866010903,0.0229717670165669,0.998419475690512,"Not Significant"
"SORT1",0.241895228970931,0.38759866010903,-0.0538484930586649,0.998419475690512,"Not Significant"
"PSMD10",-0.302449845785428,0.38824542775301,0.0079013512639304,0.998419475690512,"Not Significant"
"PTGES2",-0.402699157713074,0.390472404685742,0.0715363041970959,0.998419475690512,"Not Significant"
"NAA50",-0.286356957915897,0.390552753790675,0.343389188305693,0.998419475690512,"Not Significant"
"IL5RA",-0.573966972064405,0.390960229523683,0.0112318911215736,0.998419475690512,"Not Significant"
"IL13RA1",0.245236184128863,0.391001405573996,-0.0663903098170161,0.998419475690512,"Not Significant"
"CSNK2A2",-0.248571542112729,0.391001405573996,0.177361637039874,0.133662137446853,"Not Significant"
"COQ9",-0.389717269067686,0.392942406076226,0.140298352652302,0.998419475690512,"Not Significant"
"CCDC24",-0.478058877106194,0.393918484718173,0.0319357555129491,0.998419475690512,"Not Significant"
"NAT14",-0.575536412978674,0.395093205326941,0.181162872562013,0.994739550495444,"Not Significant"
"SULT1B1",0.447581905308336,0.395093205326941,-0.147811682324787,0.998419475690512,"Not Significant"
"FTL",-0.304831858288369,0.39526390819766,0.54607787756586,0.636133055324745,"Not Significant"
