"fold","auc","auc_lower","auc_upper"
1,0.990476190476191,0.96407802239334,1
2,1,1,1
3,0.969387755102041,0.909303449889632,1
4,0.904761904761905,0.761103024054268,1
5,0.904761904761905,0.771006065471388,1
