"fold","auc","auc_lower","auc_upper"
1,0.914285714285714,0.789799120842901,1
2,0.857142857142857,0.647574303907809,1
3,1,1,1
4,0.845238095238095,0.662703782064894,1
5,0.821428571428571,0.623823420420664,1
