"gene","coef","gene_symbol","fold"
"ENSG00000170323",-0.0349336071848045,"FABP4",1
"ENSG00000185885",0.0427588986836605,"IFITM1",2
"ENSG00000185897",0.0458327970442169,"FFAR3",3
"ENSG00000170323",-0.0375498574485848,"FABP4",4
"ENSG00000170323",-0.0363146179416804,"FABP4",5
