"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS",86,0.618729589529406,2.35211393658893,8.09338104001606e-10,2.73151610100542e-08,2.73151610100542e-08,1845,"tags=48%, list=13%, signal=42%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/SMARCD3/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/PIWIL4/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/H2BC8/H2BC9/H2BC15/H4C8/H3C3/H3C2/H2AC6/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4",0.801215574617779
"REACTOME_HATS_ACETYLATE_HISTONES","REACTOME_HATS_ACETYLATE_HISTONES",128,0.577453256733696,2.35122741564806,1.15335798251394e-10,5.38973057213245e-09,5.38973057213245e-09,1845,"tags=37%, list=13%, signal=32%","H2AC19/H3C12/H2BC13/H2AC17/H2AC4/H2AC16/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H2AC12/H2AC11/H4C13/H2AC20/H2AC21/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/H2AC13/H2BC8/H2BC9/H2BC15/H4C8/H3C3/H3C2/H2AC6/H2BC4/H4C2/ATXN7/ING3/H2BC5/MSL3/H3C7/H3C4",0.839088935621274
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",92,0.610965651385319,2.34904873638752,7.57761594736795e-10,2.63051525030059e-08,2.63051525030059e-08,1845,"tags=45%, list=13%, signal=39%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/TAF1C/H2BC8/H2BC9/H2BC15/H4C8/ARID4B/H3C3/H3C2/H2AC6/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4",0.801215574617779
"REACTOME_REGULATION_OF_CDH1_GENE_TRANSCRIPTION","REACTOME_REGULATION_OF_CDH1_GENE_TRANSCRIPTION",90,0.609338206595815,2.34741123031485,1.49620894831381e-09,4.54473468050321e-08,4.54473468050321e-08,2330,"tags=51%, list=17%, signal=43%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/H2BC8/H2BC9/H2BC15/H4C8/EZH2/H3C3/H3C2/H2AC6/KLF4/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4/H2BC21/KLF9/H3-3A/H4C3/TGIF2",0.788186810800237
"REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES","REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES",18,0.857233209255204,2.32220226475967,8.41047322252153e-08,1.6481814460264e-06,1.6481814460264e-06,967,"tags=56%, list=7%, signal=52%","ISG15/IFI44/HERC5/IFI44L/IFIH1/IFI6/IFI27/UBE2L6/UBA7/TRIM25",0.704975715167238
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS","REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS",103,0.592764825021298,2.31192829213031,5.4754356389994e-10,2.01595584890433e-08,2.01595584890433e-08,1845,"tags=40%, list=13%, signal=35%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/LMO2/H2AC8/PSMA4/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/H2BC8/H2BC9/H2BC15/H4C8/H3C3/H3C2/H2AC6/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4",0.801215574617779
"REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",93,0.591508319591096,2.30367947282458,1.01450156276992e-08,2.56795708076137e-07,2.56795708076137e-07,1845,"tags=44%, list=13%, signal=39%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/TAF1C/H2BC8/H2BC9/H2BC15/H4C8/H3C3/H3C2/DEK/H2AC6/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4",0.747739663149885
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",88,0.600766585549415,2.30330559746691,5.41947658330415e-09,1.43144870624229e-07,1.43144870624229e-07,2393,"tags=55%, list=17%, signal=45%","IFITM1/SLAMF7/CD3E/CD3D/SIGLEC1/SELL/CD8A/LILRA1/ICAM4/SIGLEC10/CD300LF/CD247/LAIR2/FCGR1A/SIGLEC5/KLRK1/LILRA5/CD96/LILRB1/CD3G/FCGR2B/LILRB4/LILRB2/KLRC1/MICB/CD300A/HLA-E/CD300E/CD226/HLA-F/TREML2/PILRB/HLA-A/B2M/KLRG1/ICAM1/HLA-B/LILRA2/HLA-C/KLRD1/ICAM3/NECTIN2/CLEC2D/ICAM5/LILRA6/SIGLEC12/ITGB2/C3",0.761460801445585
"REACTOME_HCMV_EARLY_EVENTS","REACTOME_HCMV_EARLY_EVENTS",118,0.582298673485968,2.29937553101438,5.67332054737924e-10,2.02737778384287e-08,2.02737778384287e-08,1170,"tags=34%, list=8%, signal=31%","H2AC19/PML/H3C12/H2BC13/H2AC17/H2AC4/H2AC16/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H2AC12/H2AC11/H4C13/H2AC20/H2AC21/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/H2AC13/H2BC8/H2BC9/H2BC15/H4C8/EZH2/H3C3/H3C2",0.801215574617779
"REACTOME_MEIOTIC_SYNAPSIS","REACTOME_MEIOTIC_SYNAPSIS",63,0.633321925232375,2.28454356241683,1.71153311308609e-07,3.24923864437438e-06,3.24923864437438e-06,1994,"tags=51%, list=14%, signal=44%","H2AC19/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H2AC14/H2BC3/H4C6/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H2BC8/H2BC9/H2BC15/H4C8/SYNE1/LMNB1/H2AC6/REC8/H2BC4/H4C2/H2BC5/ATR/H2BC21",0.690132458796796
"REACTOME_INTERFERON_GAMMA_SIGNALING","REACTOME_INTERFERON_GAMMA_SIGNALING",81,0.612449635053082,2.28153632006219,7.01453546149116e-09,1.81333203951314e-07,1.81333203951314e-07,1732,"tags=48%, list=12%, signal=42%","GBP5/OAS3/GBP4/GBP1/SOCS1/OAS2/IRF7/OASL/OAS1/TRIM22/PML/IRF1/STAT1/TRIM5/GBP3/TRIM21/SP100/GBP2/FCGR1A/MT2A/TRIM38/IRF2/IRF4/JAK2/TRIM26/IRF9/TRIM25/TRIM34/HLA-E/SOCS3/HLA-F/TRIM14/HLA-A/B2M/ICAM1/IRF3/PTAFR/HLA-B/HLA-C",0.761460801445585
"REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES","REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES",143,0.559577146374674,2.27866397237462,1e-10,4.86e-09,4.86e-09,1274,"tags=20%, list=9%, signal=19%","ISG15/IFIT1/HERC5/GBP5/USP18/OAS3/GBP4/GBP1/OAS2/MX1/OASL/OAS1/MAP2K6/STAT1/EIF2AK2/MX2/GBP3/UBE2L6/ADAR/GBP2/PIM1/CASP1/SPHK1/UBA7/TRIM25/KPNB1/EIF4E3/EIF4G3/FANCA",NA
"REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT","REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT",97,0.580891497927926,2.27565140733441,1.06768066422958e-08,2.61644636359506e-07,2.61644636359506e-07,1845,"tags=42%, list=13%, signal=37%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/H2BC8/H2BC9/H2BC15/H4C8/H3C3/H3C2/CNOT6L/H2AC6/KDM6A/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4",0.747739663149885
"REACTOME_HCMV_INFECTION","REACTOME_HCMV_INFECTION",140,0.548620406323516,2.27493384863662,3.5112042578703e-10,1.38138649476257e-08,1.38138649476257e-08,1845,"tags=34%, list=13%, signal=30%","H2AC19/PML/H3C12/H2BC13/H2AC17/H2AC4/H2AC16/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H2AC12/H2AC11/H4C13/H2AC20/H2AC21/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/H2AC13/H2BC8/H2BC9/H2BC15/H4C8/EZH2/CHMP2B/H3C3/H3C2/H2AC6/H2BC4/H4C2/H2BC5/H3C7/MVB12A/H3C4",0.814035837847908
"REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE","REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE",60,0.633993763432573,2.2481754978046,1.3147273721441e-07,2.53554564627791e-06,2.53554564627791e-06,1742,"tags=47%, list=12%, signal=41%","H2AC19/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H2AC14/H2BC3/H4C6/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H2BC8/H2BC9/H2BC15/H4C8/H2AC6/H2BC4/H4C2/H3-3B/H2BC5",0.690132458796796
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION","REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION",95,0.579639235709542,2.24798129433956,1.07672689859879e-08,2.61644636359506e-07,2.61644636359506e-07,1845,"tags=42%, list=13%, signal=37%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/TAF1C/H2BC8/H2BC9/H2BC15/H4C8/H3C3/H3C2/H2AC6/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4",0.747739663149885
"REACTOME_CELLULAR_SENESCENCE","REACTOME_CELLULAR_SENESCENCE",174,0.526994937653252,2.24661398021222,1e-10,4.86e-09,4.86e-09,2057,"tags=34%, list=15%, signal=30%","H2AC19/MAP2K6/CCNA1/H3C12/H2BC13/MOV10/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/NBN/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/UBE2S/H2BC14/H2BC11/H4C1/H3C14/H3C15/IL6/UBE2D1/H2BC8/H1-3/H1-0/H2BC9/H2BC15/H4C8/EZH2/H3C3/H3C2/MAPK14/RELA/H1-5/LMNB1/H2AC6/H2BC4/H4C2/ETS1/CDKN2D/H3-3B/CBX6/H2BC5/H3C7/H3C4/H1-2/UBE2E1/H2BC21/CDKN1B",NA
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",99,0.574049535015255,2.23511830826092,3.34557576102825e-08,7.39068099936241e-07,7.39068099936241e-07,1845,"tags=42%, list=13%, signal=37%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/EGR2/H2BC11/H4C1/H3C14/H3C15/H2BC8/H2BC9/H2BC15/H4C8/EZH2/H3C3/H3C2/H2AC6/KDM6A/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4",0.719512826338911
"REACTOME_AMYLOID_FIBER_FORMATION","REACTOME_AMYLOID_FIBER_FORMATION",86,0.585775891008931,2.22683973786973,3.92139081533644e-08,8.35875410637505e-07,8.35875410637505e-07,1845,"tags=49%, list=13%, signal=43%","H2AC19/H3C12/H2BC13/H2AC4/UBE2L6/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/SIAH2/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/H2BC8/H2BC9/H2BC15/H4C8/H3C3/H3C2/H2AC6/B2M/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4",0.719512826338911
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING","REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING",101,0.569262418190497,2.22611012848573,3.27334245844944e-08,7.36502053151125e-07,7.36502053151125e-07,2361,"tags=47%, list=17%, signal=39%","H2AC19/H3C12/H2BC13/MOV10/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/H2BC8/H2BC9/H2BC15/H4C8/H3C3/H3C2/H2AC6/H2BC4/NOTCH2NLB/H4C2/H3-3B/H2BC5/H3C7/H3C4/H2BC21/NOTCH2/ST3GAL4/H3-3A/H4C3/E2F3",0.719512826338911
"REACTOME_INTRAFLAGELLAR_TRANSPORT","REACTOME_INTRAFLAGELLAR_TRANSPORT",37,-0.653718579544681,-2.22035322349358,3.54777131529238e-06,5.25675871717103e-05,5.25675871717103e-05,2208,"tags=51%, list=16%, signal=43%","TUBA1B/IFT57/IFT88/IFT80/IFT172/TUBB6/WDR19/CLUAP1/KIF3A/IFT122/IFT81/IFT43/IFT27/IFT46/IFT22/IFT140/DYNC2H1/TRAF3IP1/DYNLRB2",0.627256739718528
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA","REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA",66,0.614695370101798,2.21891641355177,1.81625068213114e-07,3.3949916596759e-06,3.3949916596759e-06,2906,"tags=48%, list=21%, signal=39%","ISG15/HERC5/IFIH1/IRF7/DHX58/UBE2L6/NLRC5/UBA7/S100A12/RIPK1/TRIM25/UBE2D1/CYLD/IKBKE/RELA/NFKBIA/TNFAIP3/TANK/TRAF3/MAP3K1/IRF3/SIKE1/CASP10/NFKB2/RNF216/OTUD5/NFKBIB/UBE2D3/TBK1/EP300/ATG12/CASP8",0.690132458796796
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE",59,0.615698633528747,2.21769860035187,1.47578558051253e-06,2.42308037881448e-05,2.42308037881448e-05,1742,"tags=51%, list=12%, signal=45%","H2AC19/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H2AC14/H2BC3/H4C6/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H2BC8/CENPI/H2BC9/H2BC15/H4C8/CENPU/H2AC6/H2BC4/H4C2/CENPH/H2BC5",0.643551836150722
"REACTOME_RMTS_METHYLATE_HISTONE_ARGININES","REACTOME_RMTS_METHYLATE_HISTONE_ARGININES",69,0.601050435632832,2.21590845126434,2.64424550055995e-07,4.79516161668707e-06,4.79516161668708e-06,1170,"tags=41%, list=8%, signal=37%","H2AC19/H3C12/H2AC17/H2AC4/H2AC16/H4C14/H4C9/H3C11/H2AC14/H4C6/H3C13/H3C10/SMARCD3/H2AC8/H2AC12/H2AC11/H4C13/H2AC20/H2AC21/H3C1/JAK2/H4C1/H3C14/H3C15/H2AC13/H4C8/H3C3/H3C2",0.674962860011025
"REACTOME_DNA_REPLICATION_PRE_INITIATION","REACTOME_DNA_REPLICATION_PRE_INITIATION",132,0.53799487444987,2.20393565833354,4.51504818789385e-09,1.22196296287723e-07,1.22196296287723e-07,1994,"tags=36%, list=14%, signal=31%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/PSMA4/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/UBE2S/H2BC14/H2BC11/H4C1/H3C14/H3C15/UBE2D1/H2BC8/H2BC9/H2BC15/H4C8/DBF4/H3C3/H3C2/KPNB1/GMNN/H2AC6/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4/UBE2E1/H2BC21",0.761460801445585
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS",92,0.57225007496555,2.20019458122975,6.20231757511841e-08,1.27725692436761e-06,1.27725692436761e-06,1845,"tags=42%, list=13%, signal=37%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/H2BC8/H2BC9/H2BC15/H4C8/H3C3/H3C2/H2AC6/H2BC4/H4C2/H3-3B/H2BC5/H3C7/H3C4",0.704975715167238
"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS","REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS",26,-0.702537090911248,-2.18308084977489,1.2304324322588e-05,0.000166108378354938,0.000166108378354938,585,"tags=38%, list=4%, signal=37%","SDC4/SDC2/HSPG2/LRP1/APOE/AKR1C1/AKR1C3/LPL/APOC2/RBP4",0.593325476396405
"REACTOME_TRIGLYCERIDE_CATABOLISM","REACTOME_TRIGLYCERIDE_CATABOLISM",15,-0.802793385284121,-2.16909398252973,1.17897605331998e-05,0.000160950101661098,0.000160950101661098,151,"tags=27%, list=1%, signal=26%","FABP5/FABP6/FABP3/FABP4",0.593325476396405
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1",185,0.508685197457633,2.16024934130914,3.97835678880735e-10,1.51053234325029e-08,1.51053234325029e-08,1860,"tags=31%, list=13%, signal=27%","H2AC19/PML/H3C12/CTLA4/H2BC13/MOV10/H2AC4/IL2RA/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/SMARCD3/H2BC7/LMO2/H2AC8/PSMA4/H4C13/NFE2/H2AC20/H2BC6/H3C1/ELF1/H2BC12/H2BC10/H2BC14/CCND2/PCGF5/H2BC11/H4C1/H3C14/H3C15/H2BC8/H2BC9/H2BC15/H4C8/SOCS3/H3C3/H3C2/NFATC2/H2AC6/TNFRSF18/H2BC4/H4C2/H3-3B/PRKCB/CBX6/H2BC5/YAF2/H3C7/H3C4/SRC",0.814035837847908
"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES","REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES",163,0.515782709437348,2.15882108283321,2.0296757182461e-09,6.01477072602198e-08,6.01477072602198e-08,2010,"tags=27%, list=14%, signal=23%","H2AC19/USP18/IFIH1/CCNA1/H2BC13/H2AC17/H2AC4/H2AC16/H2BC17/H2AC14/H2BC3/H2BC7/H2AC8/PSMA4/H2AC12/H2AC11/H2AC20/H2AC21/H2BC6/H2BC12/SIAH2/H2BC10/BIRC3/H2BC14/H2BC11/USP25/H2AC13/RIPK1/H2BC8/H2BC9/H2BC15/CYLD/MAT2B/NFKBIA/TNKS2/H2AC6/BIRC2/H2BC4/ATXN7/H2BC5/USP15/USP20/H2BC21/SMAD3",0.774939030136436
"REACTOME_MITOTIC_PROPHASE","REACTOME_MITOTIC_PROPHASE",127,0.525809510654198,2.13460004812233,3.88604855965687e-08,8.35875410637505e-07,8.35875410637505e-07,2039,"tags=35%, list=15%, signal=31%","H2AC19/H3C12/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/MASTL/H2BC8/BLZF1/H2BC9/H2BC15/H4C8/H3C3/H3C2/LMNB1/H2AC6/H2BC4/H4C2/H3-3B/PRKCB/H2BC5/H3C7/H3C4/H2BC21/CCNB1",0.719512826338911
"REACTOME_INTERLEUKIN_7_SIGNALING","REACTOME_INTERLEUKIN_7_SIGNALING",30,0.682317239147578,2.13219245786565,3.16090618939028e-05,0.000395927940217442,0.000395927940217442,1845,"tags=50%, list=13%, signal=43%","SOCS1/H3C12/H3C11/H3C13/H3C10/CISH/H3C1/H3C14/H3C15/JAK3/IL7/H3C3/H3C2/H3C7/H3C4",0.557332238758646
"REACTOME_TRIGLYCERIDE_METABOLISM","REACTOME_TRIGLYCERIDE_METABOLISM",20,-0.720721688404724,-2.11817349160519,5.84855481439211e-05,0.000689902339755962,0.000689902339755962,151,"tags=20%, list=1%, signal=20%","FABP5/FABP6/FABP3/FABP4",0.557332238758646
"REACTOME_REGULATED_NECROSIS","REACTOME_REGULATED_NECROSIS",54,0.600924642637371,2.11240626057076,9.41549939800439e-06,0.000131492319179027,0.000131492319179027,2192,"tags=39%, list=16%, signal=33%","GZMB/TNFSF10/IRF1/FAS/IRF2/CASP5/MLKL/BIRC3/CASP1/RIPK1/GSDMD/CHMP2B/CASP3/XIAP/CFLAR/BIRC2/PELI1/BAK1/RIPK3/UBE2L3/CASP4",0.593325476396405
"REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING","REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING",34,0.677172234560138,2.11136975099822,3.77889998252309e-05,0.000459136347876556,0.000459136347876556,1618,"tags=38%, list=12%, signal=34%","ISG15/HERC5/IFIH1/UBE2L6/NLRC5/UBA7/TRIM25/UBE2D1/CYLD/IKBKE/TNFAIP3/TRAF3/IRF3",0.557332238758646
"REACTOME_HDMS_DEMETHYLATE_HISTONES","REACTOME_HDMS_DEMETHYLATE_HISTONES",46,0.622450270703132,2.11039279314212,4.85555335792289e-06,7.02321110699561e-05,7.02321110699561e-05,2347,"tags=52%, list=17%, signal=44%","H3C12/H4C14/H4C9/H3C11/H4C6/H3C13/H3C10/H4C13/H3C1/ARID5B/H4C1/H3C14/H3C15/H4C8/H3C3/H3C2/KDM6A/H4C2/H3C7/H3C4/PHF2/KDM7A/H4C3/KDM5D",0.610526878385931
"REACTOME_GBP_MEDIATED_HOST_DEFENSE","REACTOME_GBP_MEDIATED_HOST_DEFENSE",14,0.818190081570789,2.10584830649691,2.03512316234201e-05,0.000265878993789843,0.000265878993789843,755,"tags=50%, list=5%, signal=47%","GBP5/GBP4/GBP1/GBP3/GBP2/PIM1/CASP1",0.575610261071129
"REACTOME_BASE_EXCISION_REPAIR","REACTOME_BASE_EXCISION_REPAIR",77,0.559266823177636,2.10213335664905,3.21017566866529e-06,4.81526350299794e-05,4.81526350299794e-05,1742,"tags=36%, list=12%, signal=32%","H2AC19/H2BC13/H2AC4/H4C14/H2BC17/H4C9/H2AC14/H2BC3/H4C6/H2BC7/H2AC8/H4C13/H2AC20/H2BC6/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H2BC8/H2BC9/H2BC15/H4C8/NEIL3/H2AC6/H2BC4/H4C2/H2BC5",0.627256739718528
"REACTOME_VISUAL_PHOTOTRANSDUCTION","REACTOME_VISUAL_PHOTOTRANSDUCTION",45,-0.592978064357017,-2.09497296793386,2.51188819095365e-05,0.000321257279158808,0.000321257279158808,2131,"tags=40%, list=15%, signal=34%","BCO2/RDH11/GPC1/RGS9/METAP1/METAP2/DHRS3/PDE6B/SDC4/SDC2/HSPG2/LRP1/APOE/AKR1C1/AKR1C3/LPL/APOC2/RBP4",0.575610261071129
"REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING","REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING",37,0.646528973480812,2.08992851088435,3.42527161574241e-05,0.000424663776849697,0.000424663776849697,1270,"tags=38%, list=9%, signal=34%","STAT1/IL2RB/IL2RA/IL21R/STAT4/LCK/IL15RA/CSF2RB/JAK2/IL3RA/LGALS9/JAK3/IL15/INPP5D",0.557332238758646
"REACTOME_ISG15_ANTIVIRAL_MECHANISM","REACTOME_ISG15_ANTIVIRAL_MECHANISM",70,0.570370437919914,2.08958055761742,2.41781497231975e-06,3.76621178380576e-05,3.76621178380576e-05,1273,"tags=20%, list=9%, signal=18%","ISG15/IFIT1/HERC5/USP18/MX1/STAT1/EIF2AK2/MX2/UBE2L6/UBA7/TRIM25/KPNB1/EIF4E3/EIF4G3",0.627256739718528
"REACTOME_REGULATION_OF_PD_L1_CD274_EXPRESSION","REACTOME_REGULATION_OF_PD_L1_CD274_EXPRESSION",177,0.496787880597726,2.08163855723133,3.77215123747845e-09,1.06585203570612e-07,1.06585203570612e-07,1849,"tags=31%, list=13%, signal=27%","H2AC19/CD274/IRF1/H3C12/STAT1/H2BC13/MOV10/H2AC4/H4C14/H2BC17/H4C9/H3C11/H2AC14/H2BC3/H4C6/H3C13/H3C10/H2BC7/H2AC8/PSMA4/H4C13/H2AC20/H2BC6/H3C1/H2BC12/H2BC10/H2BC14/H2BC11/H4C1/H3C14/H3C15/ATF3/H2BC8/H2BC9/H2BC15/H4C8/EZH2/H3C3/H3C2/JUND/LEF1/TCF7/RELA/PDCD1LG2/H2AC6/PDCD1/H2BC4/H4C2/CUL1/H3-3B/H2BC5/H3C7/H3C4/NFKB2",0.761460801445585
