"sample_name","name","tax_id","tax_level","genus_tax_id","common_name","category","nt_count","nt_rpm","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nr_count","nr_rpm","nr_contigs","nr_contig_r","nr_percent_identity","expected_bg_count","p_val","p_adj"
"P73","Human orthopneumovirus",11250,1,1868215,"","viruses",494773,3300.356517,14,491593,99.6625,6949.8,492706,3286.568705,14,491593,99.7831,0.648517214775128,0,0
"P73","Quercus suber",58331,1,3511,"","eukaryota",42,0.280158727,2,12,99.8441,165.238,9,0.060034013,NA,NA,100,8371.78717263905,0.994005120156213,0.999240419271059
"P73","uncultured beta proteobacterium CBNPD1 BAC clone 578",417305,1,-200,"","bacteria",448,2.988359752,1,448,95.428,1903,2,0.013340892,NA,NA,84.2,23899.5261581377,0.979132322988966,0.999240419271059
"P73","uncultured proteobacterium",153809,1,-200,"","bacteria",439,2.928325739,1,439,99.795,1466,0,0,NA,NA,0,105.697031410516,0.0169311017968299,0.208816922160902
"P73","[Polyangium] brachysporum",413882,1,-200,"","bacteria",6,0.040022675,NA,NA,92.6363,122.667,0,0,NA,NA,0,483.86500030013,0.983807490506254,0.999240419271059
"P73","uncultured actinobacterium",152507,1,-200,"","bacteria",16,0.106727134,1,10,98.5519,188.438,0,0,NA,NA,0,251.492463744415,0.929892188715544,0.999240419271059
"P73","uncultured fungus",175245,1,-200,"","eukaryota",30,0.200113376,NA,NA,99.2467,85,0,0,NA,NA,0,2970.78197076455,0.988139249932124,0.999240419271059
"P73","uncultured eukaryote",100272,1,-200,"","eukaryota",42,0.280158727,NA,NA,97.781,73.1667,0,0,NA,NA,0,5257.76137187909,0.990615955483619,0.999240419271059
"P73","uncultured bacterium",77133,1,-200,"","bacteria",765,5.102891094,4,237,99.1157,329.458,24,0.160090701,1,8,82.3692,29400.8015236386,0.971473778059925,0.999240419271059
"P73","Bradyrhizobium sp. SK17",2057741,1,374,"","bacteria",144,0.960544206,NA,NA,93.6938,129.375,6,0.040022675,NA,NA,94.2167,45384.0518322476,0.996206540506106,0.999240419271059
"P73","Bradyrhizobium sp. ORS 3257",167468,1,374,"","bacteria",10,0.066704459,NA,NA,90.6388,134.9,1,0.006670446,NA,NA,100,513.380575128313,0.976388423855808,0.999240419271059
"P73","Bradyrhizobium ottawaense",931866,1,374,"","bacteria",6,0.040022675,NA,NA,97.7667,87.3333,0,0,NA,NA,0,1225.9402064599,0.993375650599388,0.999240419271059
"P73","Bradyrhizobium icense",1274631,1,374,"","bacteria",6,0.040022675,NA,NA,93.3,102.333,0,0,NA,NA,0,729.506337703113,0.989082537471907,0.999240419271059
"P73","Bradyrhizobium sp.",376,1,374,"","bacteria",7,0.046693121,NA,NA,100,77.4286,0,0,NA,NA,0,812.446499632814,0.988803862458827,0.999240419271059
"P73","Bradyrhizobium sp. BTAi1",288000,1,374,"","bacteria",7,0.046693121,NA,NA,92.8571,82.8571,0,0,NA,NA,0,674.393042281262,0.986610142914651,0.999240419271059
"P73","Bradyrhizobium diazoefficiens",1355477,1,374,"","bacteria",8,0.053363567,NA,NA,93.95,75.5,0,0,NA,NA,0,1804.62500676972,0.994182264949501,0.999240419271059
"P73","Bradyrhizobium sp. OHSU_III",1297865,1,374,"","bacteria",147,0.980555544,1,147,99.645,844,0,0,NA,NA,0,21531.2647112599,0.992059358382556,0.999240419271059
"P73","Bradyrhizobium elkanii",29448,1,374,"","bacteria",83,0.553647008,1,83,100,546,47,0.313510956,NA,NA,96.4872,1006.24989673593,0.914490947649698,0.999240419271059
"P73","Bradyrhizobium erythrophlei",1437360,1,374,"","bacteria",499,3.328552491,1,485,90.9491,2520.7,13,0.086715796,NA,NA,91.4615,1104.40462255186,0.629320393155299,0.999240419271059
"P73","Acidovorax carolinensis",553814,1,12916,"","bacteria",8,0.053363567,NA,NA,97.4,88,1,0.006670446,NA,NA,100,525.538114191329,0.980953080237502,0.999240419271059
"P73","Acidovorax avenae",80867,1,12916,"","bacteria",8,0.053363567,NA,NA,91.4375,91,0,0,NA,NA,0,709.150246063387,0.985709123739388,0.999240419271059
"P73","Variovorax sp. PAMC 28711",1795631,1,34072,"","bacteria",6,0.040022675,NA,NA,97.6333,92.6667,0,0,NA,NA,0,244.666969909465,0.968937068284976,0.999240419271059
"P73","Variovorax paradoxus",34073,1,34072,"","bacteria",11,0.073374905,NA,NA,94.1636,76,7,0.046693121,NA,NA,98.0143,2750.26575943615,0.994883119794035,0.999240419271059
"P73","Methylobacterium brachiatum",269660,1,407,"","bacteria",7,0.046693121,NA,NA,97.4714,114.286,0,0,NA,NA,0,237.421572386348,0.963695198259795,0.999240419271059
"P73","Rhodococcus qingshengii",334542,1,1827,"","bacteria",6,0.040022675,NA,NA,99.7667,141,0,0,NA,NA,0,990.146004331743,0.991862572193772,0.999240419271059
"P73","Rhodococcus erythropolis",1833,1,1827,"","bacteria",14,0.093386242,NA,NA,99.4429,112.643,10,0.066704459,NA,NA,99.6,972.211540201438,0.982747188107168,0.999240419271059
"P73","Caulobacter vibrioides",155892,1,75,"","bacteria",12,0.08004535,NA,NA,95.8543,120.5,10,0.066704459,NA,NA,99.7402,1124.45164522926,0.986923762996185,0.999240419271059
"P73","Burkholderia contaminans",488447,1,32008,"","bacteria",145,0.967214652,NA,NA,99.8084,148.552,50,0.333522294,NA,NA,94.0673,19310.4939239334,0.991296498836993,0.999240419271059
"P73","Pneumocystis jirovecii",42068,1,4753,"","eukaryota",14,0.093386242,NA,NA,99.6929,103.143,2,0.013340892,NA,NA,97.9,0,0,0
"P73","Bosea sp. AS-1",2015316,1,85413,"","bacteria",6,0.040022675,NA,NA,88.9333,122.833,0,0,NA,NA,0,183.865765526248,0.959265702498321,0.999240419271059
"P73","Filimonas lacunae",477680,1,649460,"","bacteria",16,0.106727134,1,8,95.3447,213.312,0,0,NA,NA,0,2012.95465749323,0.990328194896219,0.999240419271059
"P73","Bacillus pumilus",1408,1,1386,"","bacteria",6,0.040022675,NA,NA,97.25,100.333,0,0,NA,NA,0,0.13393766478437,3.63828389919069e-07,8.9744336180037e-06
"P73","Stenotrophomonas maltophilia",40324,1,40323,"","bacteria",46,0.30684051,NA,NA,98.9026,154.087,53,0.353533631,1,4,94.5018,7140.36134384121,0.992386030605581,0.999240419271059
"P73","Azospirillum brasilense",192,1,191,"","bacteria",11,0.073374905,NA,NA,91.7182,114.636,2,0.013340892,NA,NA,84.6,144.96006801133,0.915469309863665,0.999240419271059
"P73","Pseudomonas fluorescens",294,1,286,"","bacteria",6,0.040022675,NA,NA,100,120,1,0.006670446,NA,NA,100,628.512310310132,0.987401805474589,0.999240419271059
"P73","Leifsonia sp. 21MFCrub1.1",1798223,1,110932,"","bacteria",5,0.033352229,NA,NA,87.94,107.6,0,0,NA,NA,0,152.493838450021,0.958010050918324,0.999240419271059
"P73","Leifsonia xyli",1575,1,110932,"","bacteria",18,0.120068026,NA,NA,93.7,78.3333,1,0.006670446,NA,NA,83.8,311.94399692837,0.936380695585088,0.999240419271059
"P73","Corynebacterium ureicelerivorans",401472,1,1716,"","bacteria",6,0.040022675,NA,NA,99.0167,130.333,0,0,NA,NA,0,291.964159505366,0.973749389142535,0.999240419271059
"P73","Corynebacterium stationis",1705,1,1716,"","bacteria",7,0.046693121,NA,NA,99.8286,99.5714,0,0,NA,NA,0,162.302354368035,0.947993275800514,0.999240419271059
"P73","Corynebacterium simulans",146827,1,1716,"","bacteria",12,0.08004535,1,9,97.1162,199.583,0,0,NA,NA,0,79.9772412934018,0.84397463860893,0.999240419271059
"P73","Bacteroides vulgatus",821,1,816,"","bacteria",6,0.040022675,NA,NA,100,87,0,0,NA,NA,0,70.1500290518623,0.899953358331145,0.999240419271059
"P73","Acinetobacter johnsonii",40214,1,469,"","bacteria",5,0.033352229,NA,NA,99.74,96,2,0.013340892,NA,NA,100,662.379465963528,0.989675735759886,0.999240419271059
"P73","Vigna angularis",3914,1,3913,"adzuki bean","eukaryota",6,0.040022675,NA,NA,99.5,85.3333,24,0.160090701,1,24,94.393,25.4916916255144,0.756700859865512,0.999240419271059
"P73","Halanaerobium praevalens",2331,1,2330,"","bacteria",6,0.040022675,1,6,87.5,96,0,0,NA,NA,0,0.711502630607303,0.00229282250432774,0.0424172163300631
"P73","Microbacterium sp. PAMC 28756",1795053,1,33882,"","bacteria",7,0.046693121,NA,NA,96.4714,78.5714,0,0,NA,NA,0,161.423685864014,0.947727067890252,0.999240419271059
"P73","Escherichia coli",562,1,561,"","bacteria",1402,9.351965116,1,204,99.9053,232.411,477,3.181802682,2,490,97.9648,37880.8678467847,0.960129939046885,0.999240419271059
"P73","Cutibacterium acnes",1747,1,1912216,"","bacteria",19,0.126738472,1,5,99.7789,127.105,16,0.106727134,1,5,95.9391,6975.02101181575,0.996585147794635,0.999240419271059
"P73","Delftia sp. Cs1-4",742013,1,80865,"","bacteria",5,0.033352229,NA,NA,95.96,136.4,0,0,NA,NA,0,251.187883694359,0.973858690201754,0.999240419271059
"P73","Delftia tsuruhatensis",180282,1,80865,"","bacteria",7,0.046693121,NA,NA,98.2,124.143,0,0,NA,NA,0,994.452932236381,0.990782034010781,0.999240419271059
"P73","Delftia acidovorans",80866,1,80865,"","bacteria",6,0.040022675,NA,NA,96.8667,81.1667,3,0.020011338,NA,NA,98.6667,987.802870217923,0.991843990772375,0.999240419271059
"P73","Streptococcus mitis",28037,1,1301,"","bacteria",7,0.046693121,1,7,94.851,369,0,0,NA,NA,0,390.272249940387,0.977386062495349,0.999240419271059
"P73","Rhodopseudomonas palustris",1076,1,1073,"","bacteria",6,0.040022675,NA,NA,94.2167,108.333,2,0.013340892,NA,NA,97.95,1736.99887825592,0.995265480872064,0.999240419271059
"P73","Staphylococcus epidermidis",1282,1,1279,"","bacteria",6,0.040022675,1,4,98.4847,134,2,0.013340892,NA,NA,100,512.11307548596,0.984664973631217,0.999240419271059
"P73","Moraxella catarrhalis",480,1,475,"","bacteria",24,0.160090701,NA,NA,100,121,2,0.013340892,NA,NA,100,109.489059316452,0.789314282296832,0.999240419271059
"P73","Ralstonia solanacearum",305,1,48736,"","bacteria",53,0.353533631,1,14,98.8264,151.792,1,0.006670446,NA,NA,100,3076.80923026091,0.980457294504013,0.999240419271059
"P73","Ralstonia insidiosa",190721,1,48736,"","bacteria",79,0.526965224,2,12,96.9265,151.392,9,0.060034013,NA,NA,90.6433,29198.1423117582,0.996729660697984,0.999240419271059
"P73","Ralstonia pickettii",329,1,48736,"","bacteria",20,0.133408917,1,18,100,313,1685,11.2397013,5,1678,63.7012,3288.83521750032,0.992609435329196,0.999240419271059
"P73","Xanthomonas oryzae",347,1,338,"","bacteria",5,0.033352229,NA,NA,99.86,144,1,0.006670446,NA,NA,100,261.701451970592,0.974861194557111,0.999240419271059
"P73","Methylibium petroleiphilum",105560,1,316612,"","bacteria",8,0.053363567,NA,NA,92.447,111,0,0,NA,NA,0,968.305947568712,0.989405279178897,0.999240419271059
"P73","Mitsuaria sp. 7",1658665,1,65047,"","bacteria",10,0.066704459,NA,NA,93.24,90.5,0,0,NA,NA,0,18177.7543637742,0.999240419271059,0.999240419271059
"P73","Roseateles depolymerans",76731,1,93681,"","bacteria",8,0.053363567,NA,NA,92.075,82,19,0.126738472,NA,NA,86.8189,1533.72169353448,0.993195014692931,0.999240419271059
"P73","Micromonospora echinospora",1877,1,1873,"","bacteria",6,0.040022675,NA,NA,99.7667,117.333,0,0,NA,NA,0,0.778321554871099,0.00327340707354532,0.0484464246884707
"P73","Micrococcus luteus",1270,1,1269,"","bacteria",6,0.040022675,NA,NA,99.3333,113,0,0,NA,NA,0,467.831166343813,0.983275887991963,0.999240419271059
"P73","Haemophilus influenzae",727,1,724,"","bacteria",8,0.053363567,NA,NA,100,113.75,4,0.026681783,NA,NA,82.175,36.8572022412388,0.778658361956811,0.999240419271059
"P73","Pedosphaera parvula",1032527,1,1032526,"","bacteria",15,0.100056688,NA,NA,95.32,92.3333,4,0.026681783,NA,NA,93.525,87.2591822386716,0.826254268346442,0.999240419271059
"P73","Labilithrix luteola",1391654,1,1524217,"","bacteria",12,0.08004535,NA,NA,95.7667,90.1667,2,0.013340892,NA,NA,81.45,352.025573724688,0.960339025977223,0.999240419271059
"P73","Sorangium cellulosum",56,1,39643,"","bacteria",5,0.033352229,NA,NA,95.96,98.6,0,0,NA,NA,0,122.854171376831,0.948522236359861,0.999240419271059
"P73","Steroidobacter denitrificans",465721,1,469322,"","bacteria",7,0.046693121,1,6,91.2889,222.429,0,0,NA,NA,0,895.93250416802,0.989808871542295,0.999240419271059
"P73","Polaromonas naphthalenivorans",216465,1,52972,"","bacteria",10,0.066704459,NA,NA,97.82,82.6,0,0,NA,NA,0,251.027662481395,0.953393309927389,0.999240419271059
"P73","Rubrivivax gelatinosus",28068,1,28067,"","bacteria",20,0.133408917,NA,NA,94.1943,86.95,2,0.013340892,NA,NA,100,1135.71430313939,0.979470549934675,0.999240419271059
"P73","Nitrospirillum amazonense",28077,1,1543705,"","bacteria",27,0.180102039,1,25,97.4204,356.926,0,0,NA,NA,0,83.4143617581383,0.708990776446059,0.999240419271059
"P73","Hammondia hammondi",99158,1,99157,"","eukaryota",28,0.186772484,1,6,99.8649,144.036,9,0.060034013,NA,NA,92.8333,2016.63276601889,0.983861323629433,0.999240419271059
"P73","Mycobacteroides abscessus",36809,1,670516,"","bacteria",10,0.066704459,NA,NA,95.8352,132.4,15,0.100056688,NA,NA,94.8867,1058.92398926448,0.988204952577195,0.999240419271059
"P73","Methylorubrum populi",223967,1,2282523,"","bacteria",16,0.106727134,NA,NA,98.6375,116.75,11,0.073374905,NA,NA,99.8182,1687.46577364261,0.988539955389836,0.999240419271059
"P78","Human orthopneumovirus",11250,1,1868215,"","viruses",173605,1157.691994,3,173000,99.5584,7771.8,172995,1153.624184,3,173000,99.7728,0.421920311538386,0,0
"P78","Burkholderia contaminans",488447,1,32008,"","bacteria",54,0.360101193,NA,NA,99.8815,135.074,14,0.093359569,NA,NA,99.7143,12563.2588105949,0.994860574222078,0.999257088613471
"P78","Streptococcus pneumoniae",1313,1,1301,"","bacteria",148775,992.1121301,24,145947,99.9113,2388.26,1636,10.90973245,18,821,91.6374,210.392409617285,5.72394281736011e-297,9.15830850777617e-296
"P78","Streptococcus mitis",28037,1,1301,"","bacteria",6,0.040011244,NA,NA,100,82.5,2109,14.06395216,6,2094,39.1459,253.908123837132,0.970013685963065,0.999257088613471
"P78","Streptococcus pyogenes",1314,1,1301,"","bacteria",45,0.300084328,NA,NA,99.2756,71.6444,10,0.066685406,NA,NA,98.44,0.114599229968407,1.26303324891775e-45,1.5156398987013e-44
"P78","Streptococcus dysgalactiae",1334,1,1301,"","bacteria",19,0.126702272,NA,NA,100,74.7895,0,0,NA,NA,0,2.05831120916978,0.000415678160389757,0.0028503645283869
"P78","Bradyrhizobium sp. SK17",2057741,1,374,"","bacteria",147,0.98027547,2,105,98.13,469.687,2,0.013337081,NA,NA,100,29526.5150279409,0.994142762798759,0.999257088613471
"P78","Bradyrhizobium lablabi",722472,1,374,"","bacteria",5,0.033342703,NA,NA,91.98,74.4,0,0,NA,NA,0,528.866303389745,0.987182617006329,0.999257088613471
"P78","Bradyrhizobium japonicum",375,1,374,"","bacteria",12,0.080022487,NA,NA,99.8333,105.667,2,0.013337081,NA,NA,97.6,1325.97281862839,0.988839707914564,0.999257088613471
"P78","Bradyrhizobium diazoefficiens",1355477,1,374,"","bacteria",53,0.353432653,1,47,94.3334,776.509,0,0,NA,NA,0,1174.07514822912,0.951085705682723,0.999257088613471
"P78","Bradyrhizobium elkanii",29448,1,374,"","bacteria",168,1.120314823,5,167,99.0404,512.929,9,0.060016866,NA,NA,100,654.658442742349,0.765125320659291,0.999257088613471
"P78","Pneumocystis jirovecii",42068,1,4753,"","eukaryota",35,0.233398922,NA,NA,99.7657,107.543,2,0.013337081,NA,NA,94.9,0,0,0
"P78","Haemophilus haemolyticus",726,1,724,"","bacteria",58,0.386775356,4,53,99.7795,372.914,0,0,NA,NA,0,1.75647620639798,5.16026602560376e-12,4.95385538457961e-11
"P78","Haemophilus influenzae",727,1,724,"","bacteria",6,0.040011244,NA,NA,100,102,85,0.566825952,4,82,88.0264,23.9790122725562,0.744107173438341,0.999257088613471
"P78","Prevotella jejuni",1177574,1,838,"","bacteria",17,0.11336519,1,10,98.0871,196,0,0,NA,NA,0,8.29127814093827,0.130261177199576,0.56841240959815
"P78","Prevotella melaninogenica",28132,1,838,"","bacteria",17,0.11336519,1,11,97.4119,344.647,0,0,NA,NA,0,138.46869225246,0.872052624763641,0.999257088613471
"P78","Prevotella sp. oral taxon 299",652716,1,838,"","bacteria",67,0.446792221,4,55,99.7793,255.209,0,0,NA,NA,0,22.1033541705823,0.0510709319445412,0.27237830370422
"P78","Pelomonas saccharophila",304,1,335058,"","bacteria",244,1.62712391,1,244,99.708,1371,0,0,NA,NA,0,41.2649526333094,0.00316590017621489,0.0189954010572893
"P78","uncultured beta proteobacterium CBNPD1 BAC clone 578",417305,1,-200,"","bacteria",231,1.540432882,1,231,95.019,1807,2,0.013337081,NA,NA,83.5,15548.847883333,0.98326849546546,0.999257088613471
"P78","uncultured Acidobacteria bacterium",171953,1,-200,"","bacteria",6,0.040011244,NA,NA,91.8333,84.3333,0,0,NA,NA,0,60.2366991888099,0.885075749563567,0.999257088613471
"P78","[Polyangium] brachysporum",413882,1,-200,"","bacteria",12,0.080022487,NA,NA,95.9333,110,0,0,NA,NA,0,314.79884730576,0.955912123939027,0.999257088613471
"P78","uncultured fungus",175245,1,-200,"","eukaryota",12,0.080022487,NA,NA,98.5167,77.8333,0,0,NA,NA,0,1932.76789892497,0.992234080138154,0.999257088613471
"P78","uncultured eukaryote",100272,1,-200,"","eukaryota",25,0.166713515,NA,NA,98.604,72.32,2,0.013337081,NA,NA,100,3420.65910584491,0.991257328435948,0.999257088613471
"P78","uncultured bacterium",77133,1,-200,"","bacteria",441,2.940826411,7,105,98.781,184.782,4,0.026674162,NA,NA,77.375,19127.9353203187,0.974562789491661,0.999257088613471
"P78","Veillonella parvula",29466,1,29465,"","bacteria",6,0.040011244,NA,NA,99.6667,115,2,0.013337081,NA,NA,100,61.6869024175838,0.887527291620632,0.999257088613471
"P78","Pseudomonas fluorescens",294,1,286,"","bacteria",7,0.046679784,NA,NA,100,178,0,0,NA,NA,0,408.905274571181,0.978372095189941,0.999257088613471
"P78","Pseudomonas putida",303,1,286,"","bacteria",7,0.046679784,NA,NA,97.0429,80.1429,0,0,NA,NA,0,237.416028052878,0.963694393913949,0.999257088613471
"P78","Acidovorax avenae",80867,1,12916,"","bacteria",6,0.040011244,NA,NA,93.4,123.5,0,0,NA,NA,0,461.36769530526,0.983051407230018,0.999257088613471
"P78","Gemella morbillorum",29391,1,1378,"","bacteria",8,0.053348325,NA,NA,98.975,105.5,0,0,NA,NA,0,8.6081088244925,0.369645139879707,0.999257088613471
"P78","Gallionella capsiferriformans",370405,1,96,"","bacteria",16,0.10669665,1,14,88.2925,381.5,0,0,NA,NA,0,0.900093792633863,3.74504846741373e-06,2.99603877393098e-05
"P78","Fermentimonas caenicola",1562970,1,1784836,"","bacteria",10,0.066685406,1,8,83.2944,280.4,0,0,NA,NA,0,3.45942475551802,0.0627054221440133,0.300986026291264
"P78","Escherichia coli",562,1,561,"","bacteria",732,4.881371731,1,102,99.9174,207.134,280,1.867191372,2,263,98.9681,24645.0012414887,0.967635833102892,0.999257088613471
"P78","Sphingomonas asaccharolytica",40681,1,13687,"","bacteria",7,0.046679784,1,7,99.225,258,0,0,NA,NA,0,6.19842008861597,0.301188593748393,0.999257088613471
"P78","Mitsuaria sp. 7",1658665,1,65047,"","bacteria",6,0.040011244,NA,NA,88.8157,167.667,0,0,NA,NA,0,11826.3071657878,0.999257088613471,0.999257088613471
"P78","Ralstonia pickettii",329,1,48736,"","bacteria",6,0.040011244,NA,NA,98.45,110,0,0,NA,NA,0,2139.69089478574,0.996127999522629,0.999257088613471
"P78","Ralstonia solanacearum",305,1,48736,"","bacteria",23,0.153376434,NA,NA,96.2522,114.565,4,0.026674162,NA,NA,95.35,2001.74841839164,0.986448571602248,0.999257088613471
"P78","Ralstonia insidiosa",190721,1,48736,"","bacteria",30,0.200056218,NA,NA,96.2859,144.167,10,0.066685406,NA,NA,100,18996.0867959239,0.998017649677446,0.999257088613471
"P78","Xanthomonas campestris",339,1,338,"","bacteria",6,0.040011244,NA,NA,100,125.5,3,0.020005622,NA,NA,99.2667,141.100966121557,0.947711767893608,0.999257088613471
"P78","Delftia tsuruhatensis",180282,1,80865,"","bacteria",6,0.040011244,NA,NA,98.2933,179.333,4,0.026674162,NA,NA,100,646.983428381194,0.987747499520093,0.999257088613471
"P78","Cutibacterium acnes",1747,1,1912216,"","bacteria",32,0.2133933,3,20,99.074,201.125,14,0.093359569,1,6,83.162,4537.89501842682,0.991620422119593,0.999257088613471
"P78","Paeniclostridium sordellii",1505,1,1849828,"","bacteria",8,0.053348325,1,4,97.4605,161.25,0,0,NA,NA,0,51.8385576388311,0.835114009773346,0.999257088613471
"P78","Micrococcus luteus",1270,1,1269,"","bacteria",8,0.053348325,NA,NA,98.5,106,0,0,NA,NA,0,304.367358266028,0.967918158360087,0.999257088613471
"P78","Triticum aestivum",4565,1,4564,"bread wheat","eukaryota",8,0.053348325,NA,NA,97.85,104.5,0,0,NA,NA,0,684.417478105467,0.985213847630106,0.999257088613471
"P78","Rhizobacter gummiphilus",946333,1,212743,"","bacteria",7,0.046679784,NA,NA,99.2857,113.714,0,0,NA,NA,0,602.513820312481,0.985080427962036,0.999257088613471
"P78","Hammondia hammondi",99158,1,99157,"","eukaryota",6,0.040011244,NA,NA,100,110.333,1,0.006668541,NA,NA,100,1312.00576563298,0.993794859803626,0.999257088613471
"P78","Paucibacter sp. KCTC 42545",1768242,1,318147,"","bacteria",22,0.146707894,1,8,97.7822,92.6364,0,0,NA,NA,0,767.147019758626,0.9674289930608,0.999257088613471
"P78","Stenotrophomonas maltophilia",40324,1,40323,"","bacteria",22,0.146707894,NA,NA,98.4613,159.091,14,0.093359569,NA,NA,98.65,4645.46416664478,0.994215821531989,0.999257088613471
"P78","Mycolicibacterium chubuense",1800,1,1866885,"","bacteria",6,0.040011244,NA,NA,90.7167,112,0,0,NA,NA,0,14.3813863516223,0.618436203077354,0.999257088613471
"P49","Haemophilus influenzae",727,1,724,"","bacteria",1264324,10368.28818,4656,1086120,99.4088,365.941,717170,5881.26559,3604,638678,95.9255,144.692065451197,0,0
"P49","Haemophilus haemolyticus",726,1,724,"","bacteria",35080,287.6790676,93,33823,99.2017,143.898,18437,151.1955236,131,17599,94.4088,10.5987756013819,0,0
"P49","Haemophilus parainfluenzae",729,1,724,"","bacteria",576,4.72357876,5,526,99.5412,86.9705,18345,150.4410631,10,18239,89.7944,512.807444494356,0.32359253922536,0.441262553489128
"P49","Haemophilus aegyptius",197575,1,724,"","bacteria",2491,20.42783801,40,2453,99.4261,543.833,560,4.592368239,7,559,99.2291,0,0,0
"P49","Haemophilus pittmaniae",249188,1,724,"","bacteria",1990,16.31930856,47,1978,99.6392,85.0045,277,2.271582147,4,255,98.2913,25.9045898437985,1.7980450700143e-32,3.96627588973744e-32
"P49","Haemophilus quentini",123834,1,724,"","bacteria",12,0.098407891,NA,NA,97.75,148.25,0,0,NA,NA,0,0,0,0
"P49","[Haemophilus] ducreyi",730,1,724,"","bacteria",1283,10.52144366,2,221,99.7831,309.185,0,0,NA,NA,0,329.745447773165,0.0217137181513226,0.0339276846114415
"P49","Pasteurella multocida",747,1,745,"","bacteria",98117,804.6239188,395,84643,99.5385,150.665,109308,896.3974777,455,99886,94.2992,1.93436113843182,0,0
"P49","Pasteurella dagmatis",754,1,745,"","bacteria",14,0.114809206,NA,NA,96.5714,147.786,0,0,NA,NA,0,0,0,0
"P49","Mannheimia haemolytica",75985,1,75984,"","bacteria",61989,508.3505621,198,62020,99.2606,140.103,88180,723.1339845,625,76435,84.7629,6.84742500774843,0,0
"P49","Mannheimia varigena",85404,1,75984,"","bacteria",10,0.082006576,NA,NA,84.76,145.5,0,0,NA,NA,0,0.558173087592322,1.44925718518918e-05,2.65108021680947e-05
"P49","Glaesserella parasuis",738,1,2094023,"","bacteria",1962,16.08969015,8,136,99.6572,142.178,115095,943.854683,322,113673,78.5563,81.0669270505573,6.93457078142577e-11,1.4056562394782e-10
"P49","Human orthopneumovirus",11250,1,1868215,"","viruses",28752,235.7853065,2,28656,99.5231,7630.67,28692,235.293267,2,28656,99.9213,2.5459147623929,0,0
"P49","Gallibacterium anatis",750,1,155493,"","bacteria",28,0.229618412,1,18,97.2821,105.964,51060,418.7255755,8,51036,91.7893,0,0,0
"P49","Aggregatibacter actinomycetemcomitans",714,1,416916,"","bacteria",34141,279.9786501,119,33749,99.269,138.1,56,0.459236824,2,50,98.707,0,0,0
"P49","Aggregatibacter aphrophilus",732,1,416916,"","bacteria",23862,195.6840909,78,23743,99.0308,141.998,19196,157.4198227,9,18838,98.2647,275.792047800933,4.69249239472043e-37,1.06647554425464e-36
"P49","Aggregatibacter segnis",739,1,416916,"","bacteria",1194,9.791585139,5,1165,97.3097,124.061,0,0,NA,NA,0,5.13561855722517,2.65166419236844e-90,6.62916048092109e-90
"P49","[Mannheimia] succiniciproducens",157673,1,697331,"","bacteria",283,2.320786092,2,255,99.3852,81.7845,7341,60.20102722,1,7338,93.4796,0,0,0
"P49","Candidatus Regiella insecticola",138073,1,568988,"","bacteria",7259,59.5285733,2,7281,99.3502,153.998,0,0,NA,NA,0,0,0,0
"P49","Pantoea agglomerans",549,1,53335,"","bacteria",134,1.098888114,3,127,99.7918,81.4254,0,0,NA,NA,0,191.131978555468,0.489797634803881,0.65597897518377
"P49","Pantoea dispersa",59814,1,53335,"","bacteria",6,0.049203945,NA,NA,98.5333,149,0,0,NA,NA,0,0.279086543796161,2.6159738243309e-05,4.67138182916233e-05
"P49","Escherichia coli",562,1,561,"","bacteria",643,5.273022818,9,273,99.0156,151.734,88146,722.8551622,230,73649,84.0627,148710.718029011,0.99491259166911,0.999940867632087
"P49","Halomonas sp. 'Soap Lake #7'",1962264,1,2745,"","bacteria",25,0.205016439,2,25,99.6096,79.28,0,0,NA,NA,0,0,0,0
"P49","Histophilus somni",731,1,214906,"","bacteria",3406,27.93143968,91,3300,99.4854,88.5194,6,0.049203945,1,6,98.485,0,0,0
"P49","uncultured bacterium",77133,1,-200,"","bacteria",341165,2797.77734,1151,326440,99.5312,142.251,11,0.090207233,NA,NA,67.1636,115420.119805409,0.0538592573840113,0.080788886076017
"P49","Candidatus Baumannia cicadellinicola",186490,1,-200,"","bacteria",6,0.049203945,NA,NA,96.05,129.833,0,0,NA,NA,0,0,0,0
"P49","uncultured gamma proteobacterium",86473,1,-200,"","bacteria",26,0.213217097,NA,NA,89.1885,142.462,0,0,NA,NA,0,222.280779767482,0.879520752526552,0.999940867632087
"P49","Yersinia enterocolitica",630,1,629,"","bacteria",2947,24.16733786,2,2939,99.993,153.794,98,0.803664442,2,98,84.3703,21.1897938918135,6.55128833787213e-58,1.53545820418878e-57
"P49","Yersinia pestis",632,1,629,"","bacteria",43,0.352628276,2,17,98.9186,91.5349,0,0,NA,NA,0,28.4628453958288,0.219355358890188,0.316377921476233
"P49","Photobacterium damselae",38293,1,657,"","bacteria",34,0.278822357,2,31,99.4294,84.3235,2875,23.57689051,45,1872,86.4831,0,0,0
"P49","Vibrio parahaemolyticus",670,1,662,"","bacteria",16,0.131210521,NA,NA,92.0437,96.4375,38210,313.3471258,146,30437,85.9842,1.81189490256111,0.000641651109797625,0.00106941851632938
"P49","Vibrio cholerae",666,1,662,"","bacteria",8,0.065605261,NA,NA,98.625,74,11121,91.19951284,56,6929,82.7429,15.0564653145831,0.555166650772905,0.730482435227507
