"sample_name","name","tax_id","tax_level","genus_tax_id","common_name","category","nt_count","nt_rpm","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nr_count","nr_rpm","nr_contigs","nr_contig_r","nr_percent_identity"
"W1","Burkholderia sp. BDU6",1385591,1,32008,"","bacteria",15,3.008441687,1,4,81.3616,109.933,0,0,NA,NA,0
"W1","Burkholderia diffusa",488732,1,32008,"","bacteria",13,2.607316129,NA,NA,88.6846,84.6154,6,1.203376675,NA,NA,98.7333
"W1","Burkholderia metallica",488729,1,32008,"","bacteria",18,3.610130025,NA,NA,92.9944,108.5,8,1.604502233,NA,NA,93.5875
"W1","Burkholderia latens",488446,1,32008,"","bacteria",7,1.403939454,NA,NA,91.1714,127.857,0,0,NA,NA,0
"W1","Burkholderia mallei",13373,1,32008,"","bacteria",1,0.200562779,NA,NA,85.4,123,14,2.807878908,NA,NA,91.1
"W1","Burkholderia sp. BDU8",1385592,1,32008,"","bacteria",7,1.403939454,NA,NA,89.9143,70.2857,0,0,NA,NA,0
"W1","[Pseudomonas] mesoacidophila",265293,1,32008,"","bacteria",6,1.203376675,NA,NA,92.9,79.3333,0,0,NA,NA,0
"W1","Trichoplusia ni",7111,1,7110,"cabbage looper","eukaryota",24,4.8135067,1,10,99.7558,163.25,15,3.008441687,1,14,72.8064
"W1","Methylotenera versatilis",1055487,1,359407,"","bacteria",39,7.821948387,NA,NA,95.6436,96.1026,10,2.005627792,NA,NA,90.36
"W1","Methylotenera mobilis",359408,1,359407,"","bacteria",17,3.409567246,NA,NA,95.1118,88.2941,0,0,NA,NA,0
"W1","Sterolibacterium denitrificans",157592,1,157591,"","bacteria",35,7.019697271,NA,NA,94.1886,84.2286,6,1.203376675,1,4,67.9667
"W1","Parvovirus NIH-CQV",1341019,1,-200010780,"","viruses",20,4.011255583,1,6,99.52,160,19,3.810692804,1,6,97.7368
"W1","Ulothrix zonata",43941,1,43940,"","eukaryota",32,6.418008933,NA,NA,98.6094,108.219,1,0.200562779,NA,NA,97.1
"W1","Solanum lycopersicum",4081,1,4107,"tomato","eukaryota",20,4.011255583,NA,NA,92.195,123.2,44,8.824762283,1,42,71.1742
"W1","Solanum tuberosum",4113,1,4107,"potato","eukaryota",2,0.401125558,NA,NA,99.621,264,0,0,NA,NA,0
"W1","Microvirgula aerodenitrificans",57480,1,57479,"","bacteria",31,6.217446154,1,4,92.3805,70.8387,8,1.604502233,1,4,50.482
"W1","Candidatus Planktophila sulfonica",1884904,1,622681,"","bacteria",14,2.807878908,NA,NA,92.5,92.5,17,3.409567246,NA,NA,86.3975
"W1","Candidatus Planktophila versatilis",1884905,1,622681,"","bacteria",7,1.403939454,NA,NA,93.4857,98.7143,11,2.206190571,1,4,87.0636
"W1","Lactobacillus crispatus",47770,1,1578,"","bacteria",11,2.206190571,NA,NA,99.9364,149.364,2637,528.8840486,6,2627,63.4036
"W1","Lactobacillus plantarum",1590,1,1578,"","bacteria",105,21.05909181,2,8,98.7792,157.8,104,20.85852903,2,8,95.5492
"W1","Lactobacillus paraplantarum",60520,1,1578,"","bacteria",1,0.200562779,NA,NA,97.3,150,24,4.8135067,1,24,64.935
"W1","Lactobacillus reuteri",1598,1,1578,"","bacteria",8,1.604502233,1,6,82.6322,261.25,31,6.217446154,1,14,80.3543
"W1","Lactobacillus brevis",1580,1,1578,"","bacteria",6,1.203376675,1,4,99.8833,216.5,11,2.206190571,1,4,89.0818
"W1","Lactobacillus agilis",1601,1,1578,"","bacteria",10,2.005627792,NA,NA,97.47,132.4,9,1.805065012,NA,NA,100
"W1","Lactobacillus sakei",1599,1,1578,"","bacteria",4,0.802251117,NA,NA,96.4,89,14,2.807878908,NA,NA,82.2643
"W1","Lactobacillus paracasei",1597,1,1578,"","bacteria",4,0.802251117,NA,NA,94.5,94.5,26,5.214632258,1,16,67.4117
"W1","Lactobacillus pentosus",1589,1,1578,"","bacteria",9,1.805065012,NA,NA,97.7,129.667,5,1.002813896,NA,NA,92.36
"W1","Lactobacillus delbrueckii",1584,1,1578,"","bacteria",5,1.002813896,NA,NA,93.56,107.8,3,0.601688337,NA,NA,92.9
"W1","Lactobacillus amylovorus",1604,1,1578,"","bacteria",2,0.401125558,NA,NA,95.9,147,1,0.200562779,NA,NA,96
"W1","Lactobacillus fermentum",1613,1,1578,"","bacteria",4,0.802251117,NA,NA,78.35,117.75,2,0.401125558,NA,NA,96
"W1","Lactobacillus murinus",1622,1,1578,"","bacteria",2,0.401125558,NA,NA,87.8,74,0,0,NA,NA,0
"W1","Lactobacillus coryniformis",1610,1,1578,"","bacteria",1,0.200562779,NA,NA,99.3,150,0,0,NA,NA,0
"W1","Lactobacillus salivarius",1624,1,1578,"","bacteria",18,3.610130025,1,16,96.1093,275.333,0,0,NA,NA,0
"W1","Lactobacillus animalis",1605,1,1578,"","bacteria",1,0.200562779,NA,NA,100,150,0,0,NA,NA,0
"W1","Lactobacillus oris",1632,1,1578,"","bacteria",2,0.401125558,NA,NA,93.65,149.5,0,0,NA,NA,0
"W1","Coxiella burnetii",777,1,776,"","bacteria",4,0.802251117,NA,NA,99,97,3,0.601688337,NA,NA,98.2667
"W1","Micropruina glycogenica",75385,1,116071,"","bacteria",14,2.807878908,NA,NA,92.6357,88.8571,15,3.008441687,1,4,84.5824
"W1","Coccomyxa subellipsoidea",248742,1,41891,"","eukaryota",24,4.8135067,1,18,89.7295,78.3333,8,1.604502233,NA,NA,77.9855
"W1","Brevirhabdus pacifica",1267768,1,1855413,"","bacteria",28,5.615757816,1,4,94.8046,91.0714,0,0,NA,NA,0
"W1","Methylorubrum populi",223967,1,2282523,"","bacteria",968,194.1447702,24,114,97.4024,146.083,678,135.9815643,35,205,88.3285
"W1","Methylorubrum extorquens",408,1,2282523,"","bacteria",500,100.2813896,18,96,95.039,139.968,266,53.34969926,8,34,94.1968
"W1","Methylorubrum salsuginis",414703,1,2282523,"","bacteria",1,0.200562779,NA,NA,100,150,30,6.016883375,3,14,72.2233
"W1","Methylorubrum zatmanii",29429,1,2282523,"","bacteria",14,2.807878908,NA,NA,94.9643,84.7143,0,0,NA,NA,0
"W1","Sphingobium hydrophobicum",1673076,1,165695,"","bacteria",42,8.423636725,NA,NA,96.3377,142.524,10,2.005627792,NA,NA,72.871
"W1","Sphingobium sp. YG1",2082188,1,165695,"","bacteria",19,3.810692804,NA,NA,92.9577,108.947,3,0.601688337,NA,NA,86.4
"W1","Sphingobium amiense",135719,1,165695,"","bacteria",19,3.810692804,1,4,94.2754,129.579,8,1.604502233,1,4,87.168
"W1","Sphingobium yanoikuyae",13690,1,165695,"","bacteria",62,12.43489231,1,4,95.2887,103.355,47,9.42645062,3,14,72.0614
"W1","Sphingobium japonicum",332056,1,165695,"","bacteria",25,5.014069479,1,4,93.2416,84.48,17,3.409567246,1,4,84.6511
"W1","Sphingobium chlorophenolicum",46429,1,165695,"","bacteria",14,2.807878908,1,4,93.5974,131.714,19,3.810692804,2,12,75.0533
"W1","Sphingobium baderi",1332080,1,165695,"","bacteria",15,3.008441687,NA,NA,92.24,84.1333,10,2.005627792,1,4,83.1388
"W1","Sphingobium sp. MI1205",407020,1,165695,"","bacteria",13,2.607316129,NA,NA,91.5923,75.2308,5,1.002813896,NA,NA,73.32
"W1","Sphingobium indicum",332055,1,165695,"","bacteria",13,2.607316129,NA,NA,94.1578,121.154,1,0.200562779,NA,NA,100
"W1","Sphingobium sp. TKS",1315974,1,165695,"","bacteria",27,5.415195037,1,4,94.7246,131.519,1,0.200562779,NA,NA,82
"W1","Sphingobium sp. SYK-6",627192,1,165695,"","bacteria",19,3.810692804,NA,NA,93.7263,83.3684,6,1.203376675,NA,NA,84.15
"W1","Sphingobium herbicidovorans",76947,1,165695,"","bacteria",7,1.403939454,NA,NA,89.3143,112.429,3,0.601688337,NA,NA,97.7333
"W1","Sphingobium cloacae",120107,1,165695,"","bacteria",10,2.005627792,NA,NA,98.82,113.6,6,1.203376675,NA,NA,82.1833
"W1","Niveispirillum cyanobacteriorum",1612173,1,1543704,"","bacteria",24,4.8135067,1,4,89.5639,125.25,15,3.008441687,1,4,84.188
"W1","Aspergillus versicolor",46472,1,5052,"","eukaryota",9,1.805065012,NA,NA,98.5556,127.667,966,193.7436447,1,960,52.2565
"W1","Aspergillus novofumigatus",340412,1,5052,"","eukaryota",1,0.200562779,NA,NA,86.1,108,226,45.32718809,3,199,65.0473
"W1","Aspergillus mulundensis",1810919,1,5052,"","eukaryota",104,20.85852903,1,92,97.9988,224.288,2,0.401125558,NA,NA,95.9
"W1","Aspergillus eucalypticola",1340029,1,5052,"","eukaryota",4,0.802251117,NA,NA,98.35,87.5,55,11.03095285,2,32,74.4039
"W1","Aspergillus glaucus",41413,1,5052,"","eukaryota",10,2.005627792,NA,NA,93.48,74.3,35,7.019697271,3,13,70.1667
"W1","Aspergillus steynii",306088,1,5052,"","eukaryota",12,2.40675335,NA,NA,94.55,90,18,3.610130025,1,10,97.4333
"W1","Aspergillus campestris",41068,1,5052,"","eukaryota",9,1.805065012,NA,NA,91.2889,104.889,10,2.005627792,NA,NA,89.37
"W1","Aspergillus sydowii",75750,1,5052,"","eukaryota",4,0.802251117,NA,NA,100,119,38,7.621385608,3,12,85.9413
"W1","Aspergillus nidulans",162425,1,5052,"","eukaryota",26,5.214632258,1,18,94.3293,294,1,0.200562779,NA,NA,93.3
"W1","Aspergillus oryzae",5062,1,5052,"","eukaryota",17,3.409567246,1,4,92.2948,123.353,3,0.601688337,NA,NA,91.3667
"W1","Aspergillus niger",5061,1,5052,"","eukaryota",9,1.805065012,NA,NA,94.3333,99.8889,10,2.005627792,NA,NA,89.0322
"W1","Aspergillus penicillioides",41959,1,5052,"","eukaryota",2,0.401125558,NA,NA,98.7,150,0,0,NA,NA,0
"W1","Aspergillus fischeri",36630,1,5052,"","eukaryota",1,0.200562779,NA,NA,86.1,108,2,0.401125558,NA,NA,61.2
"W1","Neisseriaceae bacterium DSM 100970",2052837,1,-200000481,"","bacteria",112,22.46303127,1,22,94.8741,113.607,35,7.019697271,1,4,77.8887
"W1","Crenobacter sp. K1W11S-77",2290923,1,1654931,"","bacteria",24,4.8135067,NA,NA,91.1042,71.9583,8,1.604502233,1,4,51.1867
"W1","Gemmobacter sp. HYN0069",2169400,1,204456,"","bacteria",23,4.612943921,2,10,91.9223,82.7826,8,1.604502233,1,6,59.1587
"W1","Didymosphenia geminata",1115533,1,1115532,"rock snot","eukaryota",23,4.612943921,NA,NA,97.0696,95.0435,1,0.200562779,NA,NA,100
"W1","Pseudarcicella sp. HME7025",2183547,1,1664383,"","bacteria",21,4.211818362,NA,NA,95.7571,100.762,4,0.802251117,1,4,63.636
"W1","Panicum hallii",206008,1,4539,"","eukaryota",24,4.8135067,NA,NA,99.9125,131.875,2,0.401125558,NA,NA,74.4
"W1","Lysinimonas sp. 2DFWR-13",2419774,1,1434018,"","bacteria",11,2.206190571,NA,NA,90.7649,108,11,2.206190571,NA,NA,81.5727
"W1","Gossypium hirsutum",3635,1,3633,"cotton","eukaryota",16,3.209004467,1,4,88.0608,148.125,10,2.005627792,1,10,53.846
"W1","Zobellella denitrificans",347534,1,347533,"","bacteria",16,3.209004467,1,4,96.5225,173.188,5,1.002813896,NA,NA,97.52
"W1","Mycolicibacter terrae",1788,1,1073531,"","bacteria",20,4.011255583,1,6,93.0293,132.5,2,0.401125558,NA,NA,92.3
"W1","Mycolicibacter sinensis",875328,1,1073531,"","bacteria",5,1.002813896,NA,NA,90.1012,104.4,1,0.200562779,NA,NA,61.2
"W1","Bacteriovorax stolpii",960,1,146784,"","bacteria",13,2.607316129,NA,NA,96.3308,94.3077,52,10.42926452,NA,NA,78.0211
"W1","Phaeodactylum tricornutum",2850,1,2849,"","eukaryota",63,12.63545509,1,24,91.1014,138.286,171,34.29623524,2,159,93.694
"W1","Oscillatoria nigro-viridis",482564,1,1158,"","bacteria",44,8.824762283,NA,NA,93.0727,99.4091,87,17.44896179,1,69,49.3665
"W1","Oscillatoria acuminata",118323,1,1158,"","bacteria",4,0.802251117,NA,NA,88.75,126.5,0,0,NA,NA,0
"W1","Hydromonas sp. F02",2268024,1,1910924,"","bacteria",2,0.401125558,NA,NA,92.3,104,17,3.409567246,NA,NA,81.5812
"W1","Chlamydomonas reinhardtii",3055,1,3052,"","eukaryota",19,3.810692804,NA,NA,96.4368,80.1579,1,0.200562779,NA,NA,73.5
"W1","Paludibacter propionicigenes",185300,1,346096,"","bacteria",2,0.401125558,NA,NA,88.4,94,54,10.83039007,1,47,46.7354
"W1","Cystobacter fuscus",43,1,42,"","bacteria",18,3.610130025,1,4,90.2624,84.2222,10,2.005627792,NA,NA,62.5072
"W1","Breoghania sp. L-A4",2304600,1,1406135,"","bacteria",13,2.607316129,NA,NA,92.5308,70.5385,4,0.802251117,NA,NA,82.15
"W1","Neorhizobium sp. NCHU2750",1825976,1,1525371,"","bacteria",89,17.85008735,2,14,90.9757,120.888,3,0.601688337,NA,NA,43.5307
"W1","Neorhizobium sp. SOG26",2060726,1,1525371,"","bacteria",23,4.612943921,NA,NA,88.1983,86.7391,5,1.002813896,NA,NA,79.5
"W1","Neorhizobium galegae",399,1,1525371,"","bacteria",63,12.63545509,4,18,90.6506,106.984,62,12.43489231,4,22,82.9525
"W1","Labilithrix luteola",1391654,1,1524217,"","bacteria",290,58.16320596,3,225,90.3334,1118.76,113,22.66359404,5,22,72.1895
"W1","Filimonas lacunae",477680,1,649460,"","bacteria",319,63.97952655,1,284,90.4156,1393.09,23,4.612943921,1,14,59.5782
"W1","Polaribacter virus P12002S",1982246,1,1982243,"","viruses",6,1.203376675,NA,NA,90.9833,87.3333,10,2.005627792,1,5,73.1025
"W1","Arachidicoccus sp. KIS59-12",2341117,1,1769012,"","bacteria",154,30.88666799,1,144,94.3578,909.065,5,1.002813896,NA,NA,72.82
"W1","Arachidicoccus sp. BS20",1850526,1,1769012,"","bacteria",10,2.005627792,NA,NA,89.372,128.5,0,0,NA,NA,0
"W1","Corynebacterium stationis",1705,1,1716,"","bacteria",143,28.68047742,9,38,97.5244,175.958,1152,231.0483216,12,1044,48.4963
"W1","Corynebacterium glutamicum",1718,1,1716,"","bacteria",498,99.88026402,12,51,98.5388,160.918,455,91.25606452,17,81,92.5124
"W1","Corynebacterium casei",160386,1,1716,"","bacteria",291,58.36376874,8,34,94.7145,156.457,167,33.49398412,4,16,94.2398
"W1","Corynebacterium crudilactis",1652495,1,1716,"","bacteria",8,1.604502233,1,4,95.387,188.125,29,5.816320596,3,16,70.3166
"W1","Corynebacterium maris",575200,1,1716,"","bacteria",26,5.214632258,NA,NA,97.1462,141.923,36,7.22026005,3,12,88.9095
"W1","Corynebacterium marinum",349751,1,1716,"","bacteria",25,5.014069479,NA,NA,94.104,116.92,32,6.418008933,1,6,75.3414
"W1","Corynebacterium ammoniagenes",1697,1,1716,"","bacteria",18,3.610130025,1,6,94.2936,144,25,5.014069479,2,10,81.9641
"W1","Corynebacterium minutissimum",38301,1,1716,"","bacteria",33,6.618571712,NA,NA,94.7916,142.364,23,4.612943921,NA,NA,95.8261
"W1","Corynebacterium flavescens",28028,1,1716,"","bacteria",8,1.604502233,NA,NA,97.275,138.5,16,3.209004467,1,5,91.0178
"W1","Corynebacterium humireducens",1223514,1,1716,"","bacteria",18,3.610130025,1,8,84.6124,184.556,13,2.607316129,2,10,63.0768
"W1","Corynebacterium diphtheriae",1717,1,1716,"","bacteria",46,9.225887841,2,44,97.8297,274.435,61,12.23432953,2,42,88.8284
"W1","Corynebacterium glaucum",187491,1,1716,"","bacteria",17,3.409567246,1,5,93.2303,119.882,22,4.412381141,NA,NA,82.9405
"W1","Corynebacterium camporealensis",161896,1,1716,"","bacteria",9,1.805065012,NA,NA,94.7778,76.2222,9,1.805065012,NA,NA,80.7567
"W1","Corynebacterium jeikeium",38289,1,1716,"","bacteria",29,5.816320596,NA,NA,93.1401,116.897,44,8.824762283,3,14,74.7844
"W1","Corynebacterium callunae",1721,1,1716,"","bacteria",21,4.211818362,1,4,96.6135,131,17,3.409567246,NA,NA,89.5595
"W1","Corynebacterium testudinoris",136857,1,1716,"","bacteria",7,1.403939454,NA,NA,92.2286,71.7143,12,2.40675335,1,4,76.214
"W1","Corynebacterium ureicelerivorans",401472,1,1716,"","bacteria",67,13.4377062,4,30,92.975,261.881,26,5.214632258,3,12,74.4025
"W1","Corynebacterium halotolerans",225326,1,1716,"","bacteria",24,4.8135067,NA,NA,95.1667,124.75,15,3.008441687,NA,NA,95.1533
"W1","Corynebacterium renale",1724,1,1716,"","bacteria",4,0.802251117,NA,NA,89.25,131.5,2,0.401125558,NA,NA,73.5
"W1","Corynebacterium deserti",1408191,1,1716,"","bacteria",18,3.610130025,1,4,96.6484,129.778,8,1.604502233,1,4,99.1875
"W1","Corynebacterium striatum",43770,1,1716,"","bacteria",19,3.810692804,NA,NA,94.3745,130.789,19,3.810692804,1,6,97.6631
"W1","Corynebacterium glucuronolyticum",39791,1,1716,"","bacteria",4,0.802251117,NA,NA,99.5,150,11,2.206190571,NA,NA,90.1273
"W1","Corynebacterium simulans",146827,1,1716,"","bacteria",21,4.211818362,2,8,94.7592,155.429,5,1.002813896,1,4,97.1664
"W1","Corynebacterium efficiens",152794,1,1716,"","bacteria",42,8.423636725,NA,NA,93.4664,114.714,40,8.022511166,NA,NA,90.4196
"W1","Corynebacterium aurimucosum",169292,1,1716,"","bacteria",15,3.008441687,1,4,88.5349,150.267,25,5.014069479,NA,NA,99.0101
"W1","Corynebacterium kutscheri",35755,1,1716,"","bacteria",4,0.802251117,NA,NA,93.3,90,2,0.401125558,NA,NA,100
"W1","Corynebacterium singulare",161899,1,1716,"","bacteria",17,3.409567246,NA,NA,95.6588,120.824,16,3.209004467,NA,NA,94.1357
"W1","Corynebacterium mycetoides",38302,1,1716,"","bacteria",4,0.802251117,NA,NA,83.4,83.5,3,0.601688337,NA,NA,94.9
"W1","Corynebacterium sp. NML98-0116",702967,1,1716,"","bacteria",2,0.401125558,NA,NA,82.7,150,1,0.200562779,NA,NA,92
"W1","Corynebacterium variabile",1727,1,1716,"","bacteria",11,2.206190571,NA,NA,93.2818,107.273,8,1.604502233,NA,NA,97.7375
"W1","Corynebacterium vitaeruminis",38305,1,1716,"","bacteria",8,1.604502233,NA,NA,88.1125,104.125,4,0.802251117,NA,NA,81.4
"W1","Corynebacterium atypicum",191610,1,1716,"","bacteria",4,0.802251117,NA,NA,94.25,73.5,0,0,NA,NA,0
"W1","Corynebacterium urealyticum",43771,1,1716,"","bacteria",5,1.002813896,NA,NA,85.46,117,2,0.401125558,NA,NA,98.75
"W1","Corynebacterium imitans",156978,1,1716,"","bacteria",19,3.810692804,1,4,88.6103,143.316,2,0.401125558,NA,NA,91.935
"W1","Corynebacterium timonense",441500,1,1716,"","bacteria",12,2.40675335,NA,NA,89.7833,84,0,0,NA,NA,0
"W1","Corynebacterium tuberculostearicum",38304,1,1716,"","bacteria",1,0.200562779,NA,NA,97.8,134,4,0.802251117,NA,NA,98.975
"W1","Corynebacterium falsenii",108486,1,1716,"","bacteria",2,0.401125558,NA,NA,89.7,107,0,0,NA,NA,0
"W1","Corynebacterium riegelii",156976,1,1716,"","bacteria",5,1.002813896,1,4,82.5088,209.6,0,0,NA,NA,0
"W1","Corynebacterium phocae",161895,1,1716,"","bacteria",2,0.401125558,NA,NA,89.6,96.5,0,0,NA,NA,0
"W1","Corynebacterium kroppenstedtii",161879,1,1716,"","bacteria",20,4.011255583,1,4,95.6472,165.4,19,3.810692804,1,4,99.5789
"W1","Ipomoea nil",35883,1,4119,"Japanese morning glory","eukaryota",2,0.401125558,NA,NA,100,130,0,0,NA,NA,0
"W1","Phenylobacterium sp. HYN0004",2201350,1,20,"","bacteria",98,19.65515236,7,35,91.0585,126.551,54,10.83039007,3,23,66.8137
"W1","Phenylobacterium zucineum",284016,1,20,"","bacteria",539,108.103338,9,337,92.8603,823.045,242,48.53619256,11,72,77.5412
"W1","Phenylobacterium lituiforme",273793,1,20,"","bacteria",4,0.802251117,NA,NA,95.8,103,2,0.401125558,NA,NA,97.6
"W1","Haloterrigena daqingensis",588898,1,121871,"","archaea",18,3.610130025,1,4,96.1969,138.611,10,2.005627792,2,8,73.4212
"W1","Kryptoperidinium foliaceum",160619,1,160618,"","eukaryota",12,2.40675335,NA,NA,98.0583,132.167,3,0.601688337,NA,NA,99.1667
"W1","Methylophilus sp. TWE2",1662285,1,16,"","bacteria",78,15.64389677,5,22,93.5958,154.397,25,5.014069479,1,4,91.8668
"W1","Caenorhabditis remanei",31234,1,6237,"","eukaryota",2,0.401125558,NA,NA,99.3,150,124,24.86978462,4,114,83.2279
"W1","Microbacterium sp. XT11",367477,1,33882,"","bacteria",38,7.621385608,1,4,89.4952,112.316,311,62.37502432,5,307,60.4682
"W1","Microbacterium sp. str. 'China'",2103230,1,33882,"","bacteria",138,27.67766352,6,26,95.8114,155.159,29,5.816320596,1,4,94.9214
"W1","Microbacterium hominis",162426,1,33882,"","bacteria",71,14.23995732,1,31,93.1268,237.648,12,2.40675335,1,4,96.668
"W1","Microbacterium oxydans",82380,1,33882,"","bacteria",3,0.601688337,NA,NA,95.1,149.667,107,21.46021737,4,24,85.8803
"W1","Microbacterium sp. PM5",2014534,1,33882,"","bacteria",35,7.019697271,NA,NA,95.3371,121.971,2,0.401125558,NA,NA,97.95
"W1","Microbacterium sp. TPU 3598",1938334,1,33882,"","bacteria",263,52.74801092,6,33,93.1609,143.996,2,0.401125558,NA,NA,90.909
"W1","Microbacterium chocolatum",84292,1,33882,"","bacteria",89,17.85008735,2,55,98.5523,252.281,1,0.200562779,NA,NA,93.9
"W1","Microbacterium testaceum",2033,1,33882,"","bacteria",30,6.016883375,1,4,93.4164,130.567,31,6.217446154,1,4,90.883
"W1","Microbacterium sp. PAMC 28756",1795053,1,33882,"","bacteria",114,22.86415682,2,11,95.8295,127.965,21,4.211818362,1,6,77.7494
"W1","Microbacterium foliorum",104336,1,33882,"","bacteria",65,13.03658065,3,21,92.1031,150.385,6,1.203376675,NA,NA,98
"W1","Microbacterium paludicola",300019,1,33882,"","bacteria",42,8.423636725,1,4,95.1149,126.262,4,0.802251117,NA,NA,97.4
"W1","Microbacterium paraoxydans",199592,1,33882,"","bacteria",85,17.04783623,NA,NA,96.578,132.941,65,13.03658065,2,10,92.1649
"W1","Microbacterium sp. BH-3-3-3",1906742,1,33882,"","bacteria",25,5.014069479,NA,NA,92.804,113.6,7,1.403939454,1,4,56.8131
"W1","Microbacterium sp. CGR1",1696072,1,33882,"","bacteria",14,2.807878908,1,4,90.3737,136.214,1,0.200562779,NA,NA,81.6
"W1","Microbacterium aurum",36805,1,33882,"","bacteria",33,6.618571712,1,8,93.7107,90.3333,14,2.807878908,NA,NA,79.1297
"W1","Microbacterium sp. No. 7",1714373,1,33882,"","bacteria",29,5.816320596,1,4,91.7291,104.793,6,1.203376675,NA,NA,73.6
"W1","Microbacterium pygmaeum",370764,1,33882,"","bacteria",21,4.211818362,NA,NA,91.376,84.6667,2,0.401125558,NA,NA,97
"W1","Microbacterium sp. LKL04",912630,1,33882,"","bacteria",14,2.807878908,1,4,91.3263,147.571,1,0.200562779,NA,NA,91.8
"W1","Microbacterium resistens",156977,1,33882,"","bacteria",2,0.401125558,NA,NA,87.4,128.5,1,0.200562779,NA,NA,81.6
"W1","Microbacterium sp. MA1",614068,1,33882,"","bacteria",2,0.401125558,NA,NA,96.3,148,0,0,NA,NA,0
"W1","Klebsiella variicola",244366,1,570,"","bacteria",229,45.92887643,4,16,99.1256,155.585,89,17.85008735,4,16,93.6349
"W1","Klebsiella quasipneumoniae",1463165,1,570,"","bacteria",92,18.45177568,2,11,97.6628,169.641,71,14.23995732,1,4,97.6761
"W1","Klebsiella pneumoniae",573,1,570,"","bacteria",191,38.30749082,5,24,98.828,152.712,596,119.5354164,22,220,80.1814
"W1","Klebsiella aerogenes",548,1,570,"","bacteria",82,16.44614789,4,16,98.91,169.902,76,15.24277122,5,20,89.4078
"W1","Klebsiella michiganensis",1134687,1,570,"","bacteria",91,18.2512129,3,14,97.4597,127.473,79,15.84445955,2,8,94.5218
"W1","Klebsiella oxytoca",571,1,570,"","bacteria",163,32.691733,3,14,98.1128,122.534,50,10.02813896,1,6,95.7611
"W1","Olea europaea",4146,1,4145,"common olive","eukaryota",6,1.203376675,NA,NA,98.2167,127.5,8,1.604502233,NA,NA,87.1625
"W1","Afipia sp. GAS231",1882747,1,1033,"","bacteria",385,77.21666998,12,67,91.3569,122.964,61,12.23432953,1,8,78.6639
"W1","Afipia felis",1035,1,1033,"cat scratch disease bacillus","bacteria",4,0.802251117,NA,NA,95.15,139,216,43.3215603,6,164,56.5486
"W1","Afipia genosp. 2",56977,1,1033,"","bacteria",2,0.401125558,NA,NA,93.7,95,1,0.200562779,NA,NA,100
"W1","Afipia sp. B-91-007287",235066,1,1033,"","bacteria",8,1.604502233,NA,NA,99.375,119.625,2,0.401125558,NA,NA,100
"W1","Rhodococcus erythropolis",1833,1,1827,"","bacteria",483,96.87182233,13,115,98.4432,170.642,1899,380.8687176,62,637,84.7218
"W1","Rhodococcus qingshengii",334542,1,1827,"","bacteria",442,88.64874839,6,24,99.3032,150.068,218,43.72268586,10,44,94.8469
"W1","Rhodococcus sp. YL-1",1045808,1,1827,"","bacteria",727,145.8091404,30,251,99.1563,313.226,2,0.401125558,NA,NA,97.95
"W1","Rhodococcus pyridinivorans",103816,1,1827,"","bacteria",48,9.6270134,NA,NA,97.073,130.604,38,7.621385608,1,6,95.7798
"W1","Rhodococcus sp. H-CA8f",1727214,1,1827,"","bacteria",27,5.415195037,NA,NA,96.9053,133.259,3,0.601688337,NA,NA,96.9667
"W1","Rhodococcus sp. 008",1723645,1,1827,"","bacteria",678,135.9815643,16,174,99.1803,256.726,13,2.607316129,1,4,99.8462
"W1","Rhodococcus sp. P1Y",1302308,1,1827,"","bacteria",23,4.612943921,1,10,89.1639,90.1739,3,0.601688337,NA,NA,93.6
"W1","Rhodococcus ruber",1830,1,1827,"","bacteria",24,4.8135067,NA,NA,93.8446,110.833,57,11.43207841,3,41,72.1667
"W1","Rhodococcus sp. BH4",1807790,1,1827,"","bacteria",354,70.99922382,2,11,99.4028,141.249,17,3.409567246,1,4,99.7118
"W1","Rhodococcus globerulus",33008,1,1827,"","bacteria",5,1.002813896,1,4,100,201.4,1,0.200562779,NA,NA,100
"W1","Rhodococcus sp. CR-53",1071050,1,1827,"","bacteria",1,0.200562779,NA,NA,100,85,3,0.601688337,NA,NA,55.9747
"W1","Rhodococcus opacus",37919,1,1827,"","bacteria",39,7.821948387,1,6,90.427,101.897,21,4.211818362,1,4,87.6556
"W1","Rhodococcus rhodochrous",1829,1,1827,"","bacteria",4,0.802251117,NA,NA,95.2,104,18,3.610130025,NA,NA,94.4833
"W1","Rhodococcus sp. NS1",402236,1,1827,"","bacteria",1,0.200562779,NA,NA,90.4,114,1,0.200562779,NA,NA,85.7
"W1","Rhodococcus aetherivorans",191292,1,1827,"","bacteria",13,2.607316129,NA,NA,91.7923,80.5385,0,0,NA,NA,0
"W1","Rhodococcus sp. MTM3W5.2",1805827,1,1827,"","bacteria",15,3.008441687,NA,NA,91.3292,87.7333,0,0,NA,NA,0
"W1","Rhodococcus fascians",1828,1,1827,"","bacteria",16,3.209004467,1,4,96.8528,149.625,18,3.610130025,1,4,93.0631
"W1","Rhodococcus sp. p52",935199,1,1827,"","bacteria",11,2.206190571,NA,NA,94.2791,108.545,0,0,NA,NA,0
"W1","Rhodococcus hoagii",43767,1,1827,"","bacteria",16,3.209004467,1,4,90.675,130,32,6.418008933,1,6,79.2698
