"sample_name","name","tax_id","tax_level","genus_tax_id","common_name","category","nt_count","nt_rpm","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nr_count","nr_rpm","nr_contigs","nr_contig_r","nr_percent_identity"
"P73","Human orthopneumovirus",11250,1,1868215,"","viruses",494773,3300.356517,14,491593,99.6625,6949.8,492706,3286.568705,14,491593,99.7831
"P73","Quercus suber",58331,1,3511,"","eukaryota",42,0.280158727,2,12,99.8441,165.238,9,0.060034013,NA,NA,100
"P73","Cenococcum geophilum",5570,1,5569,"","eukaryota",2,0.013340892,NA,NA,89.3,75,0,0,NA,NA,0
"P73","uncultured beta proteobacterium CBNPD1 BAC clone 578",417305,1,-200,"","bacteria",448,2.988359752,1,448,95.428,1903,2,0.013340892,NA,NA,84.2
"P73","uncultured proteobacterium",153809,1,-200,"","bacteria",439,2.928325739,1,439,99.795,1466,0,0,NA,NA,0
"P73","uncultured marine eukaryote",203449,1,-200,"","eukaryota",4,0.026681783,NA,NA,100,77.5,0,0,NA,NA,0
"P73","uncultured delta proteobacterium",34034,1,-200,"","bacteria",2,0.013340892,NA,NA,97,116,0,0,NA,NA,0
"P73","uncultured Acidobacteria bacterium",171953,1,-200,"","bacteria",2,0.013340892,NA,NA,100,93,0,0,NA,NA,0
"P73","uncultured Bacteroidetes bacterium",152509,1,-200,"","bacteria",2,0.013340892,NA,NA,97.9,97,0,0,NA,NA,0
"P73","uncultured Alphaproteobacteria bacterium",91750,1,-200,"","bacteria",2,0.013340892,NA,NA,100,92,0,0,NA,NA,0
"P73","Actinobacteria bacterium IMCC26256",1650658,1,-200,"","bacteria",2,0.013340892,NA,NA,98.6,70,2,0.013340892,NA,NA,70.2
"P73","uncultured soil bacterium",164851,1,-200,"","bacteria",2,0.013340892,NA,NA,100,92,0,0,NA,NA,0
"P73","uncultured bacterium 5G12",1701325,1,-200,"","bacteria",4,0.026681783,NA,NA,93.025,133.25,2,0.013340892,NA,NA,85.05
"P73","uncultured beta proteobacterium",86027,1,-200,"","bacteria",4,0.026681783,NA,NA,99.65,107.5,0,0,NA,NA,0
"P73","[Polyangium] brachysporum",413882,1,-200,"","bacteria",6,0.040022675,NA,NA,92.6363,122.667,0,0,NA,NA,0
"P73","uncultured actinobacterium",152507,1,-200,"","bacteria",16,0.106727134,1,10,98.5519,188.438,0,0,NA,NA,0
"P73","uncultured organism",155900,1,-200,"","",27,0.180102039,NA,NA,97.6148,79.8889,0,0,NA,NA,0
"P73","uncultured fungus",175245,1,-200,"","eukaryota",30,0.200113376,NA,NA,99.2467,85,0,0,NA,NA,0
"P73","uncultured eukaryote",100272,1,-200,"","eukaryota",42,0.280158727,NA,NA,97.781,73.1667,0,0,NA,NA,0
"P73","uncultured bacterium",77133,1,-200,"","bacteria",765,5.102891094,4,237,99.1157,329.458,24,0.160090701,1,8,82.3692
"P73","Phytophthora sojae",67593,1,4783,"","eukaryota",2,0.013340892,NA,NA,88.3,103,20,0.133408917,1,20,76.923
"P73","Bradyrhizobium sp. SK17",2057741,1,374,"","bacteria",144,0.960544206,NA,NA,93.6938,129.375,6,0.040022675,NA,NA,94.2167
"P73","Bradyrhizobium sp. ORS 3257",167468,1,374,"","bacteria",10,0.066704459,NA,NA,90.6388,134.9,1,0.006670446,NA,NA,100
"P73","Bradyrhizobium sp. CCGE-LA001",1223566,1,374,"","bacteria",2,0.013340892,NA,NA,91.4,134,0,0,NA,NA,0
"P73","Bradyrhizobium oligotrophicum",44255,1,374,"","bacteria",2,0.013340892,NA,NA,98.6,141,0,0,NA,NA,0
"P73","Bradyrhizobium canariense",255045,1,374,"","bacteria",2,0.013340892,NA,NA,91.1,101,1,0.006670446,NA,NA,83.7
"P73","Bradyrhizobium sp. S23321",335659,1,374,"","bacteria",3,0.020011338,NA,NA,95.2667,70.6667,0,0,NA,NA,0
"P73","Bradyrhizobium ottawaense",931866,1,374,"","bacteria",6,0.040022675,NA,NA,97.7667,87.3333,0,0,NA,NA,0
"P73","Bradyrhizobium icense",1274631,1,374,"","bacteria",6,0.040022675,NA,NA,93.3,102.333,0,0,NA,NA,0
"P73","Bradyrhizobium sp.",376,1,374,"","bacteria",7,0.046693121,NA,NA,100,77.4286,0,0,NA,NA,0
"P73","Bradyrhizobium sp. BTAi1",288000,1,374,"","bacteria",7,0.046693121,NA,NA,92.8571,82.8571,0,0,NA,NA,0
"P73","Bradyrhizobium diazoefficiens",1355477,1,374,"","bacteria",8,0.053363567,NA,NA,93.95,75.5,0,0,NA,NA,0
"P73","Bradyrhizobium japonicum",375,1,374,"","bacteria",2,0.013340892,NA,NA,89.7,70.5,7,0.046693121,NA,NA,99.1429
"P73","Bradyrhizobium sp. OHSU_III",1297865,1,374,"","bacteria",147,0.980555544,1,147,99.645,844,0,0,NA,NA,0
"P73","Bradyrhizobium elkanii",29448,1,374,"","bacteria",83,0.553647008,1,83,100,546,47,0.313510956,NA,NA,96.4872
"P73","Bradyrhizobium erythrophlei",1437360,1,374,"","bacteria",499,3.328552491,1,485,90.9491,2520.7,13,0.086715796,NA,NA,91.4615
"P73","Mesorhizobium japonicum",2066070,1,68287,"","bacteria",4,0.026681783,NA,NA,90.5795,211,1,0.006670446,NA,NA,100
"P73","Streptomyces albulus",68570,1,1883,"","bacteria",2,0.013340892,NA,NA,96.1,102,0,0,NA,NA,0
"P73","Acidovorax ebreus",721785,1,12916,"","bacteria",2,0.013340892,NA,NA,93.2,103,0,0,NA,NA,0
"P73","Acidovorax sp. KKS102",358220,1,12916,"","bacteria",3,0.020011338,NA,NA,95.4333,129.667,1,0.006670446,NA,NA,88.6
"P73","Acidovorax sp. RAC01",1842533,1,12916,"","bacteria",2,0.013340892,NA,NA,94.6,148,3,0.020011338,NA,NA,89.1
"P73","Acidovorax carolinensis",553814,1,12916,"","bacteria",8,0.053363567,NA,NA,97.4,88,1,0.006670446,NA,NA,100
"P73","Acidovorax avenae",80867,1,12916,"","bacteria",8,0.053363567,NA,NA,91.4375,91,0,0,NA,NA,0
"P73","Variovorax boronicumulans",436515,1,34072,"","bacteria",2,0.013340892,NA,NA,92.65,150,1,0.006670446,NA,NA,100
"P73","Variovorax sp. HW608",1034889,1,34072,"","bacteria",3,0.020011338,NA,NA,94.9333,122.667,0,0,NA,NA,0
"P73","Variovorax sp. PAMC 28711",1795631,1,34072,"","bacteria",6,0.040022675,NA,NA,97.6333,92.6667,0,0,NA,NA,0
"P73","Variovorax paradoxus",34073,1,34072,"","bacteria",11,0.073374905,NA,NA,94.1636,76,7,0.046693121,NA,NA,98.0143
"P73","Sulfurovum sp. NBC37-1",387093,1,265570,"","bacteria",2,0.013340892,NA,NA,90.3,93,0,0,NA,NA,0
"P73","Aquabacterium sp. PL1F5",503996,1,92793,"","bacteria",2,0.013340892,NA,NA,94.4,107,0,0,NA,NA,0
"P73","Methylobacterium brachiatum",269660,1,407,"","bacteria",7,0.046693121,NA,NA,97.4714,114.286,0,0,NA,NA,0
"P73","Methylobacterium oryzae",334852,1,407,"","bacteria",2,0.013340892,NA,NA,99.55,116.5,0,0,NA,NA,0
"P73","Methylobacterium phyllosphaerae",418223,1,407,"","bacteria",3,0.020011338,NA,NA,99.7,112.333,0,0,NA,NA,0
"P73","Methylobacterium radiotolerans",31998,1,407,"","bacteria",2,0.013340892,NA,NA,88.35,94.5,2,0.013340892,NA,NA,97.6
"P73","Rhodococcus qingshengii",334542,1,1827,"","bacteria",6,0.040022675,NA,NA,99.7667,141,0,0,NA,NA,0
"P73","Rhodococcus sp. YL-1",1045808,1,1827,"","bacteria",2,0.013340892,NA,NA,100,91,0,0,NA,NA,0
"P73","Rhodococcus sp. BH4",1807790,1,1827,"","bacteria",4,0.026681783,NA,NA,99.825,150,0,0,NA,NA,0
"P73","Rhodococcus sp. 008",1723645,1,1827,"","bacteria",4,0.026681783,NA,NA,99.125,109.5,0,0,NA,NA,0
"P73","Rhodococcus erythropolis",1833,1,1827,"","bacteria",14,0.093386242,NA,NA,99.4429,112.643,10,0.066704459,NA,NA,99.6
"P73","Arcobacter cryaerophilus",28198,1,28196,"","bacteria",4,0.026681783,NA,NA,100,82.5,0,0,NA,NA,0
"P73","Caulobacter segnis",88688,1,75,"","bacteria",1,0.006670446,NA,NA,99.3,150,0,0,NA,NA,0
"P73","Caulobacter henricii",69395,1,75,"","bacteria",1,0.006670446,NA,NA,98.7,150,0,0,NA,NA,0
"P73","Caulobacter vibrioides",155892,1,75,"","bacteria",12,0.08004535,NA,NA,95.8543,120.5,10,0.066704459,NA,NA,99.7402
"P73","Burkholderia sp. RPE67",758796,1,32008,"","bacteria",2,0.013340892,NA,NA,93.2,73,487,3.248507141,1,485,84.1876
"P73","Burkholderia gladioli",28095,1,32008,"","bacteria",2,0.013340892,NA,NA,93.45,102,0,0,NA,NA,0
"P73","Burkholderia stabilis",95485,1,32008,"","bacteria",1,0.006670446,NA,NA,100,150,2,0.013340892,NA,NA,93.1
"P73","Burkholderia multivorans",87883,1,32008,"","bacteria",2,0.013340892,NA,NA,100,247,1,0.006670446,NA,NA,100
"P73","Burkholderia vietnamiensis",60552,1,32008,"","bacteria",2,0.013340892,NA,NA,95.7,116,2,0.013340892,NA,NA,100
"P73","Burkholderia lata",482957,1,32008,"","bacteria",3,0.020011338,NA,NA,100,100.667,4,0.026681783,NA,NA,100
"P73","Burkholderia cepacia",292,1,32008,"","bacteria",2,0.013340892,NA,NA,92.95,114,17,0.11339758,NA,NA,99.6104
"P73","Burkholderia pseudomallei",28450,1,32008,"","bacteria",2,0.013340892,NA,NA,100,126,10,0.066704459,NA,NA,93.32
"P73","Burkholderia cenocepacia",95486,1,32008,"","bacteria",4,0.026681783,NA,NA,99.65,150,30,0.200113376,1,18,79.9796
"P73","Burkholderia contaminans",488447,1,32008,"","bacteria",145,0.967214652,NA,NA,99.8084,148.552,50,0.333522294,NA,NA,94.0673
"P73","Massilia oculi",945844,1,149698,"","bacteria",4,0.026681783,NA,NA,94.8865,118.75,1,0.006670446,NA,NA,98
"P73","Massilia putida",1141883,1,149698,"","bacteria",2,0.013340892,NA,NA,88.95,86,0,0,NA,NA,0
"P73","Pneumocystis jirovecii",42068,1,4753,"","eukaryota",14,0.093386242,NA,NA,99.6929,103.143,2,0.013340892,NA,NA,97.9
"P73","Chitinophaga caeni",2029983,1,79328,"","bacteria",3,0.020011338,NA,NA,97.8667,79.3333,1,0.006670446,NA,NA,72
"P73","Mycobacterium sp. djl-10",1879023,1,1763,"","bacteria",1,0.006670446,NA,NA,100,150,0,0,NA,NA,0
"P73","Mycobacterium shigaense",722731,1,1763,"","bacteria",2,0.013340892,NA,NA,95.9,123,0,0,NA,NA,0
"P73","Mycobacterium tuberculosis",1773,1,1763,"","bacteria",2,0.013340892,NA,NA,100,113,0,0,NA,NA,0
"P73","Mycobacterium sp. MS1601",1936029,1,1763,"","bacteria",1,0.006670446,NA,NA,100,150,0,0,NA,NA,0
"P73","Mycobacterium avium",1764,1,1763,"","bacteria",2,0.013340892,NA,NA,96,126,0,0,NA,NA,0
"P73","Bosea sp. AS-1",2015316,1,85413,"","bacteria",6,0.040022675,NA,NA,88.9333,122.833,0,0,NA,NA,0
"P73","Filimonas lacunae",477680,1,649460,"","bacteria",16,0.106727134,1,8,95.3447,213.312,0,0,NA,NA,0
"P73","Flavobacterium johnsoniae",986,1,237,"","bacteria",2,0.013340892,NA,NA,98.7,78,0,0,NA,NA,0
"P73","Sedimentisphaera cyanobacteriorum",1940790,1,2483368,"","bacteria",2,0.013340892,NA,NA,94.05,90.5,0,0,NA,NA,0
"P73","Bacillus circulans",1397,1,1386,"","bacteria",4,0.026681783,NA,NA,96.6,87,0,0,NA,NA,0
"P73","Bacillus megaterium",1404,1,1386,"","bacteria",2,0.013340892,NA,NA,99.65,150,0,0,NA,NA,0
"P73","uncultured Bacillus sp.",83428,1,1386,"","bacteria",2,0.013340892,NA,NA,100,81,0,0,NA,NA,0
"P73","Bacillus pumilus",1408,1,1386,"","bacteria",6,0.040022675,NA,NA,97.25,100.333,0,0,NA,NA,0
"P73","Bacillus subtilis",1423,1,1386,"","bacteria",4,0.026681783,NA,NA,99.65,96,4,0.026681783,NA,NA,99.325
"P73","Stenotrophomonas sp. WZN-1",2005046,1,40323,"","bacteria",2,0.013340892,NA,NA,97,108.5,0,0,NA,NA,0
"P73","Stenotrophomonas sp. KCTC 12332",1793721,1,40323,"","bacteria",3,0.020011338,NA,NA,100,127,0,0,NA,NA,0
"P73","Stenotrophomonas maltophilia",40324,1,40323,"","bacteria",46,0.30684051,NA,NA,98.9026,154.087,53,0.353533631,1,4,94.5018
"P73","Lactobacillus apis",303541,1,1578,"","bacteria",2,0.013340892,NA,NA,90.7,107,0,0,NA,NA,0
"P73","Lactobacillus acidophilus",1579,1,1578,"","bacteria",2,0.013340892,NA,NA,98.2,114,10,0.066704459,NA,NA,99.12
"P73","Azospirillum brasilense",192,1,191,"","bacteria",11,0.073374905,NA,NA,91.7182,114.636,2,0.013340892,NA,NA,84.6
"P73","Phenylobacterium zucineum",284016,1,20,"","bacteria",2,0.013340892,NA,NA,99.2,127,0,0,NA,NA,0
"P73","Romboutsia ilealis",1115758,1,1501226,"","bacteria",2,0.013340892,NA,NA,100,88,0,0,NA,NA,0
"P73","Pseudomonas cichorii",36746,1,286,"","bacteria",2,0.013340892,NA,NA,98.7,77,8,0.053363567,1,6,64.992
"P73","Pseudomonas sp. TKP",1415630,1,286,"","bacteria",2,0.013340892,NA,NA,100,78,0,0,NA,NA,0
"P73","Pseudomonas syringae",317,1,286,"","bacteria",2,0.013340892,NA,NA,98.9,87,0,0,NA,NA,0
"P73","Pseudomonas fragi",296,1,286,"","bacteria",2,0.013340892,NA,NA,100,70,0,0,NA,NA,0
"P73","Pseudomonas citronellolis",53408,1,286,"","bacteria",2,0.013340892,NA,NA,99.3,150,0,0,NA,NA,0
"P73","Pseudomonas pseudoalcaligenes",330,1,286,"","bacteria",2,0.013340892,NA,NA,98.7,77,0,0,NA,NA,0
"P73","Pseudomonas putida",303,1,286,"","bacteria",4,0.026681783,NA,NA,97.275,104.5,0,0,NA,NA,0
"P73","Pseudomonas stutzeri",316,1,286,"","bacteria",3,0.020011338,NA,NA,97.7253,83,0,0,NA,NA,0
"P73","Pseudomonas fluorescens",294,1,286,"","bacteria",6,0.040022675,NA,NA,100,120,1,0.006670446,NA,NA,100
"P73","Pseudomonas aeruginosa",287,1,286,"","bacteria",3,0.020011338,NA,NA,93.944,179.333,6,0.040022675,NA,NA,91.6167
"P73","Leifsonia sp. 466MF",1798221,1,110932,"","bacteria",1,0.006670446,NA,NA,99,98,0,0,NA,NA,0
"P73","Leifsonia sp. 197AMF",1798217,1,110932,"","bacteria",1,0.006670446,NA,NA,94.4,144,0,0,NA,NA,0
"P73","Leifsonia sp. 21MFCrub1.1",1798223,1,110932,"","bacteria",5,0.033352229,NA,NA,87.94,107.6,0,0,NA,NA,0
"P73","Leifsonia xyli",1575,1,110932,"","bacteria",18,0.120068026,NA,NA,93.7,78.3333,1,0.006670446,NA,NA,83.8
"P73","Bordetella sp. N",1746199,1,517,"","bacteria",3,0.020011338,NA,NA,84.178,210,2,0.013340892,NA,NA,100
"P73","Corynebacterium renale",1724,1,1716,"","bacteria",2,0.013340892,NA,NA,92.6,95,0,0,NA,NA,0
"P73","Corynebacterium minutissimum",38301,1,1716,"","bacteria",2,0.013340892,NA,NA,97.4,114,0,0,NA,NA,0
"P73","Corynebacterium sp. ATCC 6931",1487956,1,1716,"","bacteria",1,0.006670446,NA,NA,93.8,80,0,0,NA,NA,0
"P73","Corynebacterium sp. NML98-0116",702967,1,1716,"","bacteria",1,0.006670446,NA,NA,98.7,150,0,0,NA,NA,0
"P73","Corynebacterium jeikeium",38289,1,1716,"","bacteria",1,0.006670446,NA,NA,93.8,80,0,0,NA,NA,0
"P73","Corynebacterium mycetoides",38302,1,1716,"","bacteria",2,0.013340892,NA,NA,97.9,96,0,0,NA,NA,0
"P73","Corynebacterium camporealensis",161896,1,1716,"","bacteria",2,0.013340892,NA,NA,99,121,0,0,NA,NA,0
"P73","Corynebacterium imitans",156978,1,1716,"","bacteria",2,0.013340892,NA,NA,100,114,0,0,NA,NA,0
"P73","Corynebacterium aurimucosum",169292,1,1716,"","bacteria",2,0.013340892,NA,NA,95.65,149.5,1,0.006670446,NA,NA,100
"P73","Corynebacterium singulare",161899,1,1716,"","bacteria",4,0.026681783,NA,NA,98.45,135.5,0,0,NA,NA,0
"P73","Corynebacterium ureicelerivorans",401472,1,1716,"","bacteria",6,0.040022675,NA,NA,99.0167,130.333,0,0,NA,NA,0
"P73","Corynebacterium stationis",1705,1,1716,"","bacteria",7,0.046693121,NA,NA,99.8286,99.5714,0,0,NA,NA,0
"P73","Corynebacterium simulans",146827,1,1716,"","bacteria",12,0.08004535,1,9,97.1162,199.583,0,0,NA,NA,0
"P73","Triticum aestivum",4565,1,4564,"bread wheat","eukaryota",4,0.026681783,NA,NA,91.025,132.5,1,0.006670446,NA,NA,77.1
"P73","Bacteroides vulgatus",821,1,816,"","bacteria",6,0.040022675,NA,NA,100,87,0,0,NA,NA,0
"P73","Blautia obeum",40520,1,572511,"","bacteria",2,0.013340892,NA,NA,97.3,148,2,0.013340892,NA,NA,99
"P73","Sphingomonas wittichii",160791,1,13687,"","bacteria",2,0.013340892,NA,NA,99.1,114,0,0,NA,NA,0
"P73","Sphingomonas panacis",1560345,1,13687,"","bacteria",2,0.013340892,NA,NA,98.5,134,0,0,NA,NA,0
"P73","Sphingomonas sanxanigenens",397260,1,13687,"","bacteria",4,0.026681783,NA,NA,96.2,98.5,0,0,NA,NA,0
"P73","Lysobacter antibioticus",84531,1,68,"","bacteria",2,0.013340892,NA,NA,100,111,0,0,NA,NA,0
"P73","Aminobacter sp. MSH1",374606,1,31988,"","bacteria",2,0.013340892,NA,NA,89.3,84,0,0,NA,NA,0
"P73","Cryptococcus gattii VGII",1859096,1,5206,"","eukaryota",2,0.013340892,NA,NA,95.1,103,0,0,NA,NA,0
"P73","Paucibacter sp. KCTC 42545",1768242,1,318147,"","bacteria",2,0.013340892,NA,NA,86.2,129,1,0.006670446,NA,NA,97.8
"P73","Acinetobacter ursingii",108980,1,469,"","bacteria",1,0.006670446,NA,NA,100,101,1,0.006670446,NA,NA,100
"P73","Acinetobacter schindleri",108981,1,469,"","bacteria",2,0.013340892,NA,NA,100,124,0,0,NA,NA,0
"P73","Acinetobacter lwoffii",28090,1,469,"","bacteria",2,0.013340892,NA,NA,100,127,0,0,NA,NA,0
"P73","Acinetobacter pittii",48296,1,469,"","bacteria",3,0.020011338,NA,NA,100,118.333,2,0.013340892,NA,NA,100
"P73","Acinetobacter guillouiae",106649,1,469,"","bacteria",4,0.026681783,NA,NA,100,78,0,0,NA,NA,0
"P73","Acinetobacter johnsonii",40214,1,469,"","bacteria",5,0.033352229,NA,NA,99.74,96,2,0.013340892,NA,NA,100
"P73","Vigna angularis",3914,1,3913,"adzuki bean","eukaryota",6,0.040022675,NA,NA,99.5,85.3333,24,0.160090701,1,24,94.393
"P73","Aethina tumida",116153,1,116152,"small hive beetle","eukaryota",2,0.013340892,NA,NA,48.8,80,0,0,NA,NA,0
"P73","Halanaerobium praevalens",2331,1,2330,"","bacteria",6,0.040022675,1,6,87.5,96,0,0,NA,NA,0
"P73","Actinosynnema pretiosum",42197,1,40566,"","bacteria",2,0.013340892,NA,NA,98.8,84,0,0,NA,NA,0
"P73","Microbacterium hominis",162426,1,33882,"","bacteria",2,0.013340892,NA,NA,91.5,106,0,0,NA,NA,0
"P73","Microbacterium sp. PAMC 28756",1795053,1,33882,"","bacteria",7,0.046693121,NA,NA,96.4714,78.5714,0,0,NA,NA,0
"P73","Escherichia coli",562,1,561,"","bacteria",1402,9.351965116,1,204,99.9053,232.411,477,3.181802682,2,490,97.9648
"P73","Aerococcus urinaeequi",51665,1,1375,"","bacteria",2,0.013340892,NA,NA,100,145,0,0,NA,NA,0
"P73","Aerococcus viridans",1377,1,1375,"","bacteria",2,0.013340892,NA,NA,100,105,0,0,NA,NA,0
"P73","Cellulomonas flavigena",1711,1,1707,"","bacteria",2,0.013340892,NA,NA,94,100,0,0,NA,NA,0
"P73","Mortierella verticillata",78898,1,4855,"","eukaryota",4,0.026681783,NA,NA,89.5,95,0,0,NA,NA,0
"P73","Cladosporium cladosporioides",29917,1,5498,"","eukaryota",2,0.013340892,NA,NA,100,81,0,0,NA,NA,0
"P73","Shigella dysenteriae",622,1,620,"","bacteria",2,0.013340892,NA,NA,99.65,100,0,0,NA,NA,0
"P73","Shigella flexneri",623,1,620,"","bacteria",2,0.013340892,NA,NA,100,71,7,0.046693121,NA,NA,100
"P73","Hypsizygus marmoreus",39966,1,39965,"","eukaryota",2,0.013340892,NA,NA,100,117,0,0,NA,NA,0
"P73","Arthrobacter alpinus",656366,1,1663,"","bacteria",4,0.026681783,NA,NA,98.55,103.5,0,0,NA,NA,0
"P73","Paracoccus aminovorans",34004,1,265,"","bacteria",2,0.013340892,NA,NA,96.8,95,0,0,NA,NA,0
"P73","Paracoccus contaminans",1945662,1,265,"","bacteria",2,0.013340892,NA,NA,98.1,106.5,0,0,NA,NA,0
"P73","Paracoccus yeei",147645,1,265,"","bacteria",2,0.013340892,NA,NA,93,150,0,0,NA,NA,0
"P73","Candidatus Paracaedibacter acanthamoebae",91604,1,1521255,"","bacteria",2,0.013340892,NA,NA,90.2,142.5,0,0,NA,NA,0
"P73","Deinococcus ficus",317577,1,1298,"","bacteria",4,0.026681783,NA,NA,99.425,139,4,0.026681783,NA,NA,100
"P73","Deinococcus gobiensis",502394,1,1298,"","bacteria",2,0.013340892,NA,NA,100,98,0,0,NA,NA,0
"P73","Cutibacterium granulosum",33011,1,1912216,"","bacteria",2,0.013340892,NA,NA,96,150,2,0.013340892,NA,NA,100
"P73","Cutibacterium acnes",1747,1,1912216,"","bacteria",19,0.126738472,1,5,99.7789,127.105,16,0.106727134,1,5,95.9391
"P73","Arcobacter sp. L",944547,1,-200072294,"","bacteria",2,0.013340892,NA,NA,94.6,74,0,0,NA,NA,0
"P73","Zymobacter palmae",33074,1,33073,"","bacteria",2,0.013340892,NA,NA,92.9,84,0,0,NA,NA,0
"P73","Bifidobacterium animalis",28025,1,1678,"","bacteria",2,0.013340892,NA,NA,100,92,1,0.006670446,NA,NA,87.8
"P73","Cellvibrio japonicus",155077,1,10,"","bacteria",2,0.013340892,NA,NA,100,82,0,0,NA,NA,0
"P73","Ochrobactrum anthropi",529,1,528,"","bacteria",2,0.013340892,NA,NA,99.35,150,0,0,NA,NA,0
"P73","Clostridium kluyveri",1534,1,1485,"","bacteria",1,0.006670446,NA,NA,100,83,0,0,NA,NA,0
"P73","Clostridium disporicum",84024,1,1485,"","bacteria",2,0.013340892,NA,NA,100,99,0,0,NA,NA,0
"P73","Ureibacillus thermosphaericus",51173,1,160795,"","bacteria",2,0.013340892,NA,NA,100,116,0,0,NA,NA,0
"P73","Mannheimia haemolytica",75985,1,75984,"","bacteria",2,0.013340892,NA,NA,97.4,76,0,0,NA,NA,0
"P73","Ruminococcus champanellensis",1161942,1,1263,"","bacteria",2,0.013340892,NA,NA,95.5,133,0,0,NA,NA,0
"P73","Comamonas testosteroni",285,1,283,"","bacteria",1,0.006670446,NA,NA,95.5,88,0,0,NA,NA,0
"P73","Comamonas kerstersii",225992,1,283,"","bacteria",1,0.006670446,NA,NA,100,70,0,0,NA,NA,0
"P73","Lysinibacillus sphaericus",1421,1,400634,"","bacteria",2,0.013340892,NA,NA,100,79,0,0,NA,NA,0
"P73","Truepera radiovictrix",332249,1,332248,"","bacteria",2,0.013340892,NA,NA,97.4,78,0,0,NA,NA,0
"P73","Penicillium rubens",1108849,1,5073,"","eukaryota",2,0.013340892,NA,NA,100,150,0,0,NA,NA,0
"P73","Geobacter metallireducens",28232,1,28231,"","bacteria",1,0.006670446,NA,NA,96,101,0,0,NA,NA,0
"P73","Geobacter pickeringii",345632,1,28231,"","bacteria",1,0.006670446,NA,NA,96,101,0,0,NA,NA,0
"P73","Delftia sp. HK171",1920191,1,80865,"","bacteria",1,0.006670446,NA,NA,97.9,146,0,0,NA,NA,0
"P73","Delftia sp. Cs1-4",742013,1,80865,"","bacteria",5,0.033352229,NA,NA,95.96,136.4,0,0,NA,NA,0
"P73","Delftia tsuruhatensis",180282,1,80865,"","bacteria",7,0.046693121,NA,NA,98.2,124.143,0,0,NA,NA,0
"P73","Delftia acidovorans",80866,1,80865,"","bacteria",6,0.040022675,NA,NA,96.8667,81.1667,3,0.020011338,NA,NA,98.6667
"P73","Cytophaga hutchinsonii",985,1,978,"","bacteria",4,0.026681783,NA,NA,92.55,93.5,0,0,NA,NA,0
"P73","Medicago truncatula",3880,1,3877,"barrel medic","eukaryota",4,0.026681783,NA,NA,63.225,78,2,0.013340892,NA,NA,82.1
"P73","Streptococcus gordonii",1302,1,1301,"","bacteria",2,0.013340892,NA,NA,100,79,0,0,NA,NA,0
"P73","Streptococcus mitis",28037,1,1301,"","bacteria",7,0.046693121,1,7,94.851,369,0,0,NA,NA,0
"P73","Streptococcus pneumoniae",1313,1,1301,"","bacteria",2,0.013340892,NA,NA,100,81,4,0.026681783,NA,NA,92.575
"P73","Legionella pneumophila",446,1,445,"","bacteria",2,0.013340892,NA,NA,88.7,106,0,0,NA,NA,0
"P73","Methylomonas sp. DH-1",1727196,1,416,"","bacteria",1,0.006670446,NA,NA,98.6,71,0,0,NA,NA,0
"P73","Scytonema sp. HK-05",1137095,1,1203,"","bacteria",2,0.013340892,NA,NA,98.2,110,0,0,NA,NA,0
"P73","Arcanobacterium phocae",131112,1,28263,"","bacteria",2,0.013340892,NA,NA,93.05,108,0,0,NA,NA,0
"P73","Patulibacter medicamentivorans",1097667,1,361607,"","bacteria",4,0.026681783,NA,NA,96.7,94,0,0,NA,NA,0
"P73","Renibacterium salmoninarum",1646,1,1645,"","bacteria",4,0.026681783,NA,NA,97.4,116,0,0,NA,NA,0
"P73","Serratia plymuthica",82996,1,613,"","bacteria",2,0.013340892,NA,NA,100,97,0,0,NA,NA,0
"P73","Serratia liquefaciens",614,1,613,"","bacteria",2,0.013340892,NA,NA,98.35,150,4,0.026681783,NA,NA,76.6665
"P73","Verrucomicrobium sp. GAS474",1882831,1,2735,"","bacteria",1,0.006670446,NA,NA,100,85,0,0,NA,NA,0
"P73","Niastella koreensis",354356,1,354354,"","bacteria",4,0.026681783,NA,NA,91.875,105.75,0,0,NA,NA,0
"P73","Rhodopseudomonas palustris",1076,1,1073,"","bacteria",6,0.040022675,NA,NA,94.2167,108.333,2,0.013340892,NA,NA,97.95
"P73","Staphylococcus warneri",1292,1,1279,"","bacteria",2,0.013340892,NA,NA,100,147.5,0,0,NA,NA,0
"P73","Staphylococcus hominis",1290,1,1279,"","bacteria",4,0.026681783,NA,NA,100,130,0,0,NA,NA,0
"P73","Staphylococcus epidermidis",1282,1,1279,"","bacteria",6,0.040022675,1,4,98.4847,134,2,0.013340892,NA,NA,100
"P73","Staphylococcus aureus",1280,1,1279,"","bacteria",4,0.026681783,NA,NA,99.825,150,15,0.100056688,1,6,87.3391
"P73","Moraxella catarrhalis",480,1,475,"","bacteria",24,0.160090701,NA,NA,100,121,2,0.013340892,NA,NA,100
"P73","Collimonas fungivorans",158899,1,202907,"","bacteria",1,0.006670446,NA,NA,100,150,0,0,NA,NA,0
"P73","Ralstonia mannitolilytica",105219,1,48736,"","bacteria",4,0.026681783,NA,NA,92.363,129,0,0,NA,NA,0
"P73","Ralstonia solanacearum",305,1,48736,"","bacteria",53,0.353533631,1,14,98.8264,151.792,1,0.006670446,NA,NA,100
