"fold","auc","auc_lower","auc_upper"
1,0.852380952380952,0.69057196351343,1
2,0.771428571428571,0.525936759811209,1
3,0.795918367346939,0.596281332886684,0.995555401807193
4,0.80952380952381,0.595361103162076,1
5,0.702380952380952,0.463132237380999,0.941629667380906
