"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","padj","log2FoldChange","negLog10P","sig","direction"
"EPHA1",0.0326343156550982,11.6420673875597,0.523373018889379,0.601834268101915,0.998419475690512,-5.90037915020955,0.998419475690512,0.0326343156550982,0.0006869560045745,FALSE,"NotSignificant"
"PMM1",-0.0274116169329343,10.196724956896,-0.523043624530376,0.602062653123899,0.998419475690512,-5.90054284488429,0.998419475690512,-0.0274116169329343,0.0006869560045745,FALSE,"NotSignificant"
"PMP2",-0.0448645203567144,8.36952586370401,-0.522874487245193,0.602179939573666,0.998419475690512,-5.90062685893965,0.998419475690512,-0.0448645203567144,0.0006869560045745,FALSE,"NotSignificant"
"NDUFA5",-0.0450263500381506,11.2043684126702,-0.522106019970491,0.602712956532518,0.998419475690512,-5.90100823255607,0.998419475690512,-0.0450263500381506,0.0006869560045745,FALSE,"NotSignificant"
"DLST",0.186274963766924,13.3173734337914,0.521955573112042,0.602817333271168,0.998419475690512,-5.90108283077288,0.998419475690512,0.186274963766924,0.0006869560045745,FALSE,"NotSignificant"
"KIF3C",0.049730132361284,12.5398000765597,0.521773806270996,0.602943450138884,0.998419475690512,-5.90117293030548,0.998419475690512,0.049730132361284,0.0006869560045745,FALSE,"NotSignificant"
"DPEP1",-0.0397459166583562,9.83804480083807,-0.521287682522967,0.603280800783605,0.998419475690512,-5.9014137423809,0.998419475690512,-0.0397459166583562,0.0006869560045745,FALSE,"NotSignificant"
"ACAP2",-0.0616246746403204,12.1391779891952,-0.521245857241098,0.603309829897586,0.998419475690512,-5.90143445102397,0.998419475690512,-0.0616246746403204,0.0006869560045745,FALSE,"NotSignificant"
"FSTL1",0.14417767834884,16.0092525977268,0.521239809990705,0.60331402708452,0.998419475690512,-5.9014374450177,0.998419475690512,0.14417767834884,0.0006869560045745,FALSE,"NotSignificant"
"CDK16",0.0780021221450946,12.5874392753229,0.520821822699283,0.603604169858197,0.998419475690512,-5.90164430681918,0.998419475690512,0.0780021221450946,0.0006869560045745,FALSE,"NotSignificant"
"NKIRAS2",0.0391928321386698,11.149566131286,0.520665820293373,0.603712474073176,0.998419475690512,-5.90172147007786,0.998419475690512,0.0391928321386698,0.0006869560045745,FALSE,"NotSignificant"
"ASPA",-0.0470747329420657,10.3154140255843,-0.519716975915226,0.604371397252869,0.998419475690512,-5.90219030055633,0.998419475690512,-0.0470747329420657,0.0006869560045745,FALSE,"NotSignificant"
"UCMA",0.0844626286035405,12.4092372589306,0.519415763900129,0.604580641829862,0.998419475690512,-5.90233895362656,0.998419475690512,0.0844626286035405,0.0006869560045745,FALSE,"NotSignificant"
"OPCML",0.0288120588470055,12.1737058903871,0.51934495301254,0.60462983719852,0.998419475690512,-5.90237388751866,0.998419475690512,0.0288120588470055,0.0006869560045745,FALSE,"NotSignificant"
"SULT1C2",-0.0461666307767591,10.8065213308691,-0.519140690904742,0.604771757075994,0.998419475690512,-5.90247463178942,0.998419475690512,-0.0461666307767591,0.0006869560045745,FALSE,"NotSignificant"
"NUDT16",0.197806088516196,14.1641892906822,0.518761458733963,0.605035285111293,0.998419475690512,-5.90266156866302,0.998419475690512,0.197806088516196,0.0006869560045745,FALSE,"NotSignificant"
"FSTL5",-0.0448297936840104,10.5299579512046,-0.518609408654799,0.605140959216819,0.998419475690512,-5.90273648133882,0.998419475690512,-0.0448297936840104,0.0006869560045745,FALSE,"NotSignificant"
"LIMK1",-0.118403798295363,15.5103714096418,-0.51772069378841,0.605758779773934,0.998419475690512,-5.90317390025226,0.998419475690512,-0.118403798295363,0.0006869560045745,FALSE,"NotSignificant"
"MPP7",0.054578638548417,12.7126091670519,0.517512717766368,0.605903402781681,0.998419475690512,-5.90327615678457,0.998419475690512,0.054578638548417,0.0006869560045745,FALSE,"NotSignificant"
"IGSF11",-0.0391919716561611,10.4003014460019,-0.517409368758495,0.60597527576448,0.998419475690512,-5.90332695567124,0.998419475690512,-0.0391919716561611,0.0006869560045745,FALSE,"NotSignificant"
"THSD1",-0.0444287135316271,10.2998397180843,-0.517401656181604,0.605980639550338,0.998419475690512,-5.90333074621082,0.998419475690512,-0.0444287135316271,0.0006869560045745,FALSE,"NotSignificant"
"FAM204A",-0.0501552766209435,11.2305510826126,-0.516930316385483,0.606308478252234,0.998419475690512,-5.90356229133323,0.998419475690512,-0.0501552766209435,0.0006869560045745,FALSE,"NotSignificant"
"LSM1",0.0265441022570836,11.7231605948499,0.516918486003089,0.606316707867425,0.998419475690512,-5.9035681002947,0.998419475690512,0.0265441022570836,0.0006869560045745,FALSE,"NotSignificant"
"SGK3",0.0497270763019669,12.4284674890748,0.516766885544385,0.606422170773444,0.998419475690512,-5.90364252753966,0.998419475690512,0.0497270763019669,0.0006869560045745,FALSE,"NotSignificant"
"FABP12",0.0366485544925209,11.4118628151056,0.516572366256395,0.606557502930209,0.998419475690512,-5.9037379936981,0.998419475690512,0.0366485544925209,0.0006869560045745,FALSE,"NotSignificant"
"ADAT1",-0.049035122093736,9.7648433367676,-0.516554842695672,0.606569695202292,0.998419475690512,-5.90374659215447,0.998419475690512,-0.049035122093736,0.0006869560045745,FALSE,"NotSignificant"
"AKAP7",0.0521961778685496,11.9947167159612,0.51629423449232,0.606751030263728,0.998419475690512,-5.90387443308344,0.998419475690512,0.0521961778685496,0.0006869560045745,FALSE,"NotSignificant"
"WNT16",-0.0404334448815392,10.8703103160591,-0.516067910570397,0.606908529749447,0.998419475690512,-5.90398540385721,0.998419475690512,-0.0404334448815392,0.0006869560045745,FALSE,"NotSignificant"
"MKX",-0.0545854478396153,10.5561841428249,-0.515895220973938,0.60702871741138,0.998419475690512,-5.9040700441877,0.998419475690512,-0.0545854478396153,0.0006869560045745,FALSE,"NotSignificant"
"FGF23",-0.0522562380729434,10.7302934731583,-0.51555363578113,0.607266483964614,0.998419475690512,-5.9042373823146,0.998419475690512,-0.0522562380729434,0.0006869560045745,FALSE,"NotSignificant"
"GAGE12F",0.0520482920462229,8.7848707436433,0.515260461149864,0.607470587101998,0.998419475690512,-5.90438091683198,0.998419475690512,0.0520482920462229,0.0006869560045745,FALSE,"NotSignificant"
"TAX1BP3",-0.0719376090244817,13.2075084196529,-0.514723436062738,0.607844535261758,0.998419475690512,-5.90464362678017,0.998419475690512,-0.0719376090244817,0.0006869560045745,FALSE,"NotSignificant"
"CA12",-0.0507392770003844,9.82792050518934,-0.51436870895191,0.608091600472788,0.998419475690512,-5.90481700805286,0.998419475690512,-0.0507392770003844,0.0006869560045745,FALSE,"NotSignificant"
"IRAG2",-0.0419505434243337,9.52817693606171,-0.514327231050257,0.608120492536836,0.998419475690512,-5.90483727359597,0.998419475690512,-0.0419505434243337,0.0006869560045745,FALSE,"NotSignificant"
"VRK1",0.0402235220837464,12.1628406893387,0.512803978052188,0.60918196729749,0.998419475690512,-5.90558038849331,0.998419475690512,0.0402235220837464,0.0006869560045745,FALSE,"NotSignificant"
"ATP5MF",0.048057457555605,12.1554880198064,0.512781208831217,0.609197840309281,0.998419475690512,-5.9055914797671,0.998419475690512,0.048057457555605,0.0006869560045745,FALSE,"NotSignificant"
"SULT1A1",-0.117788180154646,12.5016741021766,-0.512484120511863,0.609404965350083,0.998419475690512,-5.90573615163514,0.998419475690512,-0.117788180154646,0.0006869560045745,FALSE,"NotSignificant"
"RASA1",0.0627500076609254,10.4592318895143,0.512288323426345,0.60954148919064,0.998419475690512,-5.90583145253924,0.998419475690512,0.0627500076609254,0.0006869560045745,FALSE,"NotSignificant"
"GPD1L",-0.066360755285095,12.6984435804817,-0.512254128771748,0.60956533358327,0.998419475690512,-5.90584809249089,0.998419475690512,-0.066360755285095,0.0006869560045745,FALSE,"NotSignificant"
"HMGCS1",0.157823517918585,13.054766898662,0.512243030145073,0.60957307289537,0.998419475690512,-5.90585349311543,0.998419475690512,0.157823517918585,0.0006869560045745,FALSE,"NotSignificant"
"CCDC140",0.0737981652856281,10.6471137528884,0.511860964077323,0.609839522831033,0.998419475690512,-5.906039336627,0.998419475690512,0.0737981652856281,0.0006869560045745,FALSE,"NotSignificant"
"UBE2Q1",0.0314005848335305,10.798431334713,0.511203485723227,0.610298166029991,0.998419475690512,-5.90635882251672,0.998419475690512,0.0314005848335305,0.0006869560045745,FALSE,"NotSignificant"
"CA11",-0.0422144853790741,8.53769347388609,-0.511129665279807,0.61034967133155,0.998419475690512,-5.90639466829201,0.998419475690512,-0.0422144853790741,0.0006869560045745,FALSE,"NotSignificant"
"ARRB1",0.178219647079343,15.9169488851215,0.511064580162959,0.610395083527245,0.998419475690512,-5.90642626809096,0.998419475690512,0.178219647079343,0.0006869560045745,FALSE,"NotSignificant"
"WNT7A",-0.0428042839586816,9.43447354665261,-0.510850260361043,0.610544632810681,0.998419475690512,-5.9065302952735,0.998419475690512,-0.0428042839586816,0.0006869560045745,FALSE,"NotSignificant"
"SGK1",0.053445063995004,11.0166086895649,0.510722896344847,0.610633513406569,0.998419475690512,-5.90659209503821,0.998419475690512,0.053445063995004,0.0006869560045745,FALSE,"NotSignificant"
"NR4A1",-0.038880312658771,10.6278847751785,-0.510706377237242,0.610645041642773,0.998419475690512,-5.90660010934219,0.998419475690512,-0.038880312658771,0.0006869560045745,FALSE,"NotSignificant"
"MAG",-0.0381648367897145,9.87476649579244,-0.510543725515121,0.61075855708871,0.998419475690512,-5.90667900663707,0.998419475690512,-0.0381648367897145,0.0006869560045745,FALSE,"NotSignificant"
"NMS",0.0297022579408147,12.5340255837698,0.510289639622279,0.610935903896064,0.998419475690512,-5.90680220577951,0.998419475690512,0.0297022579408147,0.0006869560045745,FALSE,"NotSignificant"
"CLINT1",0.147285864677249,14.9336345424675,0.510184555588282,0.611009257193961,0.998419475690512,-5.90685314025641,0.998419475690512,0.147285864677249,0.0006869560045745,FALSE,"NotSignificant"
"ITM2A",0.0521811183579593,12.5489275497524,0.509867615589201,0.611230519299919,0.998419475690512,-5.90700669862045,0.998419475690512,0.0521811183579593,0.0006869560045745,FALSE,"NotSignificant"
"EREG",-0.0292021075456576,11.4493751016098,-0.509790350993236,0.611284464708906,0.998419475690512,-5.90704411915475,0.998419475690512,-0.0292021075456576,0.0006869560045745,FALSE,"NotSignificant"
"PDZK1",0.0464982462764113,12.700885796341,0.509528427196847,0.611467353344857,0.998419475690512,-5.90717093124956,0.998419475690512,0.0464982462764113,0.0006869560045745,FALSE,"NotSignificant"
"IMPA2",0.0554972005541457,10.4864651940786,0.509004896598141,0.611832982943077,0.998419475690512,-5.90742420768088,0.998419475690512,0.0554972005541457,0.0006869560045745,FALSE,"NotSignificant"
"DESI1",-0.0304839485692097,10.7249245604587,-0.508843018076424,0.61194605748077,0.998419475690512,-5.90750246971501,0.998419475690512,-0.0304839485692097,0.0006869560045745,FALSE,"NotSignificant"
"ALPI",0.0564535741609711,10.2158666508593,0.508613189486467,0.61210661225804,0.998419475690512,-5.90761354045652,0.998419475690512,0.0564535741609711,0.0006869560045745,FALSE,"NotSignificant"
"PLXDC1",0.0928623700931743,10.1632839486496,0.508411234969963,0.612247710232611,0.998419475690512,-5.90771109911461,0.998419475690512,0.0928623700931743,0.0006869560045745,FALSE,"NotSignificant"
"TLNRD1",0.0665187303151647,10.7821017413405,0.50734762032831,0.612991058204486,0.998419475690512,-5.9082242660134,0.998419475690512,0.0665187303151647,0.0006869560045745,FALSE,"NotSignificant"
"PTPN11",0.16076997076107,14.1155953964598,0.507231619776486,0.613072154099759,0.998419475690512,-5.90828016866257,0.998419475690512,0.16076997076107,0.0006869560045745,FALSE,"NotSignificant"
"RYBP",-0.046533267320155,10.1589647987726,-0.507139606461191,0.613136483954719,0.998419475690512,-5.90832450240865,0.998419475690512,-0.046533267320155,0.0006869560045745,FALSE,"NotSignificant"
"IARS1",0.0301208580161802,9.67346690701652,0.506955893079792,0.613264933704942,0.998419475690512,-5.90841299503699,0.998419475690512,0.0301208580161802,0.0006869560045745,FALSE,"NotSignificant"
"TNS2",-0.0456983987289349,10.4750672531236,-0.506323895520501,0.613706909300653,0.998419475690512,-5.90871717742077,0.998419475690512,-0.0456983987289349,0.0006869560045745,FALSE,"NotSignificant"
"SPTLC2",0.0483675687655554,12.1383637166684,0.505880766745507,0.61401688804118,0.998419475690512,-5.90893023155873,0.998419475690512,0.0483675687655554,0.0006869560045745,FALSE,"NotSignificant"
"BTN3A1",0.0749644827388573,10.2437853762519,0.505602521749205,0.61421156257363,0.998419475690512,-5.90906391554232,0.998419475690512,0.0749644827388573,0.0006869560045745,FALSE,"NotSignificant"
"ARL2",-0.0531633491782164,9.53061389934261,-0.505587410549226,0.614222135937404,0.998419475690512,-5.90907117368749,0.998419475690512,-0.0531633491782164,0.0006869560045745,FALSE,"NotSignificant"
"ABHD14B",0.0518416297759561,10.3462350899108,0.505486448508788,0.614292781546595,0.998419475690512,-5.90911966179357,0.998419475690512,0.0518416297759561,0.0006869560045745,FALSE,"NotSignificant"
"FAM229A",-0.0372641946783203,8.52638466119309,-0.505064860490906,0.614587816229584,0.998419475690512,-5.90932202987621,0.998419475690512,-0.0372641946783203,0.0006869560045745,FALSE,"NotSignificant"
"MICU2",-0.040454689412169,11.5998327368027,-0.504451920631235,0.615016875154431,0.998419475690512,-5.90961594985556,0.998419475690512,-0.040454689412169,0.0006869560045745,FALSE,"NotSignificant"
"CNEP1R1",-0.0321924363522682,10.8671525660129,-0.504434407083523,0.615029136631424,0.998419475690512,-5.9096243428218,0.998419475690512,-0.0321924363522682,0.0006869560045745,FALSE,"NotSignificant"
"NSL1",-0.079518058797671,12.0693376956297,-0.504374945122501,0.615070767586815,0.998419475690512,-5.90965283644057,0.998419475690512,-0.079518058797671,0.0006869560045745,FALSE,"NotSignificant"
"NCF2",0.125261750944781,14.1926551379982,0.504100937484854,0.61526262412275,0.998419475690512,-5.9097840951746,0.998419475690512,0.125261750944781,0.0006869560045745,FALSE,"NotSignificant"
"SPANXA1",0.060832999256664,11.6054428799014,0.503888685419869,0.615411258568315,0.998419475690512,-5.90988572217251,0.998419475690512,0.060832999256664,0.0006869560045745,FALSE,"NotSignificant"
"ANK2",-0.0316421233683505,11.0816464546344,-0.503775151338036,0.615490770023352,0.998419475690512,-5.90994006519166,0.998419475690512,-0.0316421233683505,0.0006869560045745,FALSE,"NotSignificant"
"ADAM32",-0.062317954184094,7.35225004580726,-0.50361786897067,0.615600927333904,0.998419475690512,-5.91001532817284,0.998419475690512,-0.062317954184094,0.0006869560045745,FALSE,"NotSignificant"
"CD226",0.044789356995679,12.2012438347464,0.50340515061864,0.615749924840068,0.998419475690512,-5.91011708126708,0.998419475690512,0.044789356995679,0.0006869560045745,FALSE,"NotSignificant"
"SPN",-0.0313094251209652,10.9278233429417,-0.502888947957266,0.616111563222762,0.998419475690512,-5.9103638272299,0.998419475690512,-0.0313094251209652,0.0006869560045745,FALSE,"NotSignificant"
"TNFRSF11A",0.0273755841068533,10.8124956552871,0.502873210558659,0.616122589927588,0.998419475690512,-5.9103713457837,0.998419475690512,0.0273755841068533,0.0006869560045745,FALSE,"NotSignificant"
"XPNPEP3",-0.0858307783760231,9.82397239244302,-0.502838246468524,0.616147088490622,0.998419475690512,-5.91038804906582,0.998419475690512,-0.0858307783760231,0.0006869560045745,FALSE,"NotSignificant"
"SPINK2",-0.0329125890056845,9.22429384019558,-0.502678578578135,0.616258969756344,0.998419475690512,-5.91046431200702,0.998419475690512,-0.0329125890056845,0.0006869560045745,FALSE,"NotSignificant"
"CHAC1",0.0558294955955623,10.3057982274654,0.50265938371092,0.616272420446299,0.998419475690512,-5.91047347852117,0.998419475690512,0.0558294955955623,0.0006869560045745,FALSE,"NotSignificant"
"CALN1",-0.0493375489487674,11.9515488691692,-0.502522566990827,0.61636829774184,0.998419475690512,-5.91053880529681,0.998419475690512,-0.0493375489487674,0.0006869560045745,FALSE,"NotSignificant"
"LIN28B",0.0341478129096503,10.5914047957911,0.502347915047794,0.616490698541193,0.998419475690512,-5.91062217179704,0.998419475690512,0.0341478129096503,0.0006869560045745,FALSE,"NotSignificant"
"FOXRED1",-0.0667925138110289,10.2364473207923,-0.502000083555133,0.616734500467132,0.998419475690512,-5.91078811609719,0.998419475690512,-0.0667925138110289,0.0006869560045745,FALSE,"NotSignificant"
"BTG1",0.0678381961571718,13.1140448743177,0.501585623318146,0.617025059776435,0.998419475690512,-5.91098569849573,0.998419475690512,0.0678381961571718,0.0006869560045745,FALSE,"NotSignificant"
"BCL2L1",0.0463561934703876,11.703060084306,0.501302631050884,0.617223487802356,0.998419475690512,-5.91112051391825,0.998419475690512,0.0463561934703876,0.0006869560045745,FALSE,"NotSignificant"
"SNX12",-0.124906900806155,13.3825800707899,-0.501192574744284,0.61730066455072,0.998419475690512,-5.9111729234856,0.998419475690512,-0.124906900806155,0.0006869560045745,FALSE,"NotSignificant"
"ASGR1",0.0450292783146341,11.6624852047885,0.500799670252969,0.617576222954349,0.998419475690512,-5.91135993390538,0.998419475690512,0.0450292783146341,0.0006869560045745,FALSE,"NotSignificant"
"SPON1",-0.0958382992105524,11.978462555828,-0.500723178229391,0.617629875982902,0.998419475690512,-5.9113963247809,0.998419475690512,-0.0958382992105524,0.0006869560045745,FALSE,"NotSignificant"
"EIF1AD",-0.0657857581922616,11.2195800184373,-0.500311558987102,0.617918629448536,0.998419475690512,-5.91159205658145,0.998419475690512,-0.0657857581922616,0.0006869560045745,FALSE,"NotSignificant"
"ANXA9",0.0322762081534003,9.12807305447421,0.500070144996955,0.618088010739134,0.998419475690512,-5.91170677844553,0.998419475690512,0.0322762081534003,0.0006869560045745,FALSE,"NotSignificant"
"HYPK",0.0664135779158771,11.4200511730863,0.499897348782881,0.618209260958293,0.998419475690512,-5.91178885876591,0.998419475690512,0.0664135779158771,0.0006869560045745,FALSE,"NotSignificant"
"NUMB",0.0730094224337817,12.8290660204983,0.499543935279909,0.618457282256047,0.998419475690512,-5.91195664662222,0.998419475690512,0.0730094224337817,0.0006869560045745,FALSE,"NotSignificant"
"PLA2G12A",-0.0379120159672948,12.1552406500165,-0.499356572119374,0.618588789335158,0.998419475690512,-5.91204555193932,0.998419475690512,-0.0379120159672948,0.0006869560045745,FALSE,"NotSignificant"
"POU2F1",-0.0468258695608381,9.20105047760793,-0.499283755392914,0.618639901526116,0.998419475690512,-5.91208009510408,0.998419475690512,-0.0468258695608381,0.0006869560045745,FALSE,"NotSignificant"
"MLX",-0.052003247068553,10.3590018803149,-0.499274877334539,0.618646133423087,0.998419475690512,-5.91208430637924,0.998419475690512,-0.052003247068553,0.0006869560045745,FALSE,"NotSignificant"
"HPD",-0.0623789819490861,11.0865176189101,-0.499137179655154,0.618742793001041,0.998419475690512,-5.91214961324114,0.998419475690512,-0.0623789819490861,0.0006869560045745,FALSE,"NotSignificant"
"LAMTOR2",0.0620796888407523,11.7121092116878,0.498651717849385,0.619083625780924,0.998419475690512,-5.91237971370183,0.998419475690512,0.0620796888407523,0.0006869560045745,FALSE,"NotSignificant"
"UBE2G1",0.141059503698266,14.7037831702809,0.498536208418236,0.619164734827284,0.998419475690512,-5.91243443035657,0.998419475690512,0.141059503698266,0.0006869560045745,FALSE,"NotSignificant"
"CARS1",0.10016604509192,13.3446592838546,0.498514390020141,0.619180055918099,0.998419475690512,-5.91244476428488,0.998419475690512,0.10016604509192,0.0006869560045745,FALSE,"NotSignificant"
"ARHGEF7",0.0717586208005477,12.9580503556516,0.49827204121345,0.619350246886946,0.998419475690512,-5.91255951858541,0.998419475690512,0.0717586208005477,0.0006869560045745,FALSE,"NotSignificant"
"A1CF",0.0253369892632668,11.6201506224218,0.498110293173708,0.619463846981516,0.998419475690512,-5.91263607681882,0.998419475690512,0.0253369892632668,0.0006869560045745,FALSE,"NotSignificant"
"ZPLD1",-0.0453937506662384,11.3356485345087,-0.497884817822945,0.619622219901294,0.998419475690512,-5.9127427570603,0.998419475690512,-0.0453937506662384,0.0006869560045745,FALSE,"NotSignificant"
"C20orf173",0.112072825549062,12.3631162444452,0.496882736136603,0.620326294363182,0.998419475690512,-5.91321629540587,0.998419475690512,0.112072825549062,0.0006869560045745,FALSE,"NotSignificant"
"STMP1",0.0405515412562867,11.802643858769,0.49642706981174,0.620646567773142,0.998419475690512,-5.91343130868417,0.998419475690512,0.0405515412562867,0.0006869560045745,FALSE,"NotSignificant"
"SHISA2",0.0440903141264916,12.8384418058292,0.496178756364516,0.620821130146404,0.998419475690512,-5.91354839664174,0.998419475690512,0.0440903141264916,0.0006869560045745,FALSE,"NotSignificant"
"PNPO",0.071560990067933,13.7093349147939,0.495413075581316,0.62135953399598,0.998419475690512,-5.91390907334023,0.998419475690512,0.071560990067933,0.0006869560045745,FALSE,"NotSignificant"
"CFD",0.092095097904568,13.1670687382264,0.495218280299975,0.621496541058968,0.998419475690512,-5.91400074392632,0.998419475690512,0.092095097904568,0.0006869560045745,FALSE,"NotSignificant"
"NAB1",0.0389851433595931,12.3366414708737,0.494989006610828,0.621657815177358,0.998419475690512,-5.9141085940809,0.998419475690512,0.0389851433595931,0.0006869560045745,FALSE,"NotSignificant"
"CD58",0.0499136362662267,11.5014954281973,0.494949466774683,0.621685629880556,0.998419475690512,-5.91412718856325,0.998419475690512,0.0499136362662267,0.0006869560045745,FALSE,"NotSignificant"
"CUL3",0.108850457181051,12.3587195850524,0.494934399116782,0.621696229523306,0.998419475690512,-5.91413427407366,0.998419475690512,0.108850457181051,0.0006869560045745,FALSE,"NotSignificant"
"GSTT2B",-0.0350959757000106,10.5162831405117,-0.494884184320424,0.621731554692416,0.998419475690512,-5.91415788584646,0.998419475690512,-0.0350959757000106,0.0006869560045745,FALSE,"NotSignificant"
"RELB",-0.029151606497916,10.9701582351089,-0.49459709074744,0.621933536623831,0.998419475690512,-5.91429283590455,0.998419475690512,-0.029151606497916,0.0006869560045745,FALSE,"NotSignificant"
"SPATA24",-0.04172281848323,11.8047493560034,-0.494507822705375,0.62199634618814,0.998419475690512,-5.91433478100303,0.998419475690512,-0.04172281848323,0.0006869560045745,FALSE,"NotSignificant"
"TRAPPC13",0.0236247892637508,12.3526288058105,0.494409884946793,0.622065259033286,0.998419475690512,-5.91438079114502,0.998419475690512,0.0236247892637508,0.0006869560045745,FALSE,"NotSignificant"
"HOXC11",-0.0584859032380364,12.1347199158895,-0.4943872991827,0.622081151739018,0.998419475690512,-5.91439140041574,0.998419475690512,-0.0584859032380364,0.0006869560045745,FALSE,"NotSignificant"
"SMPDL3A",0.0691207287323963,12.8031667206513,0.494322935085011,0.622126443180389,0.998419475690512,-5.91442163168829,0.998419475690512,0.0691207287323963,0.0006869560045745,FALSE,"NotSignificant"
"DCTN6",0.103746098822726,10.0982153635802,0.49382185307454,0.622479091963091,0.998419475690512,-5.91465685174271,0.998419475690512,0.103746098822726,0.0006869560045745,FALSE,"NotSignificant"
"AAMDC",-0.0566607510186418,11.2226569625041,-0.493815319730545,0.622483690545248,0.998419475690512,-5.91465991708526,0.998419475690512,-0.0566607510186418,0.0006869560045745,FALSE,"NotSignificant"
"GCNT2",-0.0532311773394073,11.4741957990575,-0.493449438515375,0.622741244814827,0.998419475690512,-5.91483151840438,0.998419475690512,-0.0532311773394073,0.0006869560045745,FALSE,"NotSignificant"
"CKAP4",-0.0445575269230569,10.6964417573579,-0.492870200971136,0.623149082488059,0.998419475690512,-5.91510292682841,0.998419475690512,-0.0445575269230569,0.0006869560045745,FALSE,"NotSignificant"
"BUD31",-0.0767707268723,12.6846701943244,-0.492613591060028,0.623329797483702,0.998419475690512,-5.91522306296881,0.998419475690512,-0.0767707268723,0.0006869560045745,FALSE,"NotSignificant"
"FAM50A",0.0430618974147805,12.3991197266464,0.492607218078164,0.623334285886134,0.998419475690512,-5.91522604579259,0.998419475690512,0.0430618974147805,0.0006869560045745,FALSE,"NotSignificant"
"MED28",0.0489879823473226,11.3745269094244,0.492431982656524,0.623457707315176,0.998419475690512,-5.91530804830239,0.998419475690512,0.0489879823473226,0.0006869560045745,FALSE,"NotSignificant"
"RLN2",-0.0640238960385302,11.978709010172,-0.491841075623374,0.623873972733153,0.998419475690512,-5.9155843529303,0.998419475690512,-0.0640238960385302,0.0006869560045745,FALSE,"NotSignificant"
"TFB1M",-0.0435966054467156,9.25921540994008,-0.491661113004825,0.624000771909124,0.998419475690512,-5.91566843680491,0.998419475690512,-0.0435966054467156,0.0006869560045745,FALSE,"NotSignificant"
"ACVR1",0.0600122281332497,10.1795073583381,0.491517222122584,0.624102163568802,0.998419475690512,-5.91573564486531,0.998419475690512,0.0600122281332497,0.0006869560045745,FALSE,"NotSignificant"
"MGAT2",-0.0422552366773526,11.5431017573175,-0.491398280322173,0.62418598049365,0.998419475690512,-5.91579118501568,0.998419475690512,-0.0422552366773526,0.0006869560045745,FALSE,"NotSignificant"
"GDF7",-0.036134549708231,10.561292588804,-0.490703965643175,0.624675354552544,0.998419475690512,-5.91611512993867,0.998419475690512,-0.036134549708231,0.0006869560045745,FALSE,"NotSignificant"
"CPNE6",-0.0260846177677166,11.1806846108132,-0.490671265415062,0.62469840680922,0.998419475690512,-5.91613037557591,0.998419475690512,-0.0260846177677166,0.0006869560045745,FALSE,"NotSignificant"
"ANP32B",0.0699851672356208,10.3345017910492,0.490560557349533,0.624776454007498,0.998419475690512,-5.91618198284823,0.998419475690512,0.0699851672356208,0.0006869560045745,FALSE,"NotSignificant"
"MIEF1",0.0478475412329377,12.3075688324126,0.49036209026942,0.624916380423203,0.998419475690512,-5.9162744705381,0.998419475690512,0.0478475412329377,0.0006869560045745,FALSE,"NotSignificant"
"LASP1",0.158738393753588,15.9093539581632,0.490290976505907,0.624966521517769,0.998419475690512,-5.91630760121653,0.998419475690512,0.158738393753588,0.0006869560045745,FALSE,"NotSignificant"
"SEMA3C",0.0510962147910645,11.3431810715534,0.490209864505812,0.625023714347288,0.998419475690512,-5.91634538406414,0.998419475690512,0.0510962147910645,0.0006869560045745,FALSE,"NotSignificant"
"IMMP2L",-0.0460754921241982,10.7598596062112,-0.490013561746068,0.625162138738486,0.998419475690512,-5.91643679826989,0.998419475690512,-0.0460754921241982,0.0006869560045745,FALSE,"NotSignificant"
"HMBS",-0.169624427666093,13.4462106377944,-0.489935497637928,0.625217189968833,0.998419475690512,-5.91647314101312,0.998419475690512,-0.169624427666093,0.0006869560045745,FALSE,"NotSignificant"
"PDCD4",-0.0412676653237715,9.78919112776118,-0.489633551217529,0.625430144179533,0.998419475690512,-5.91661365791525,0.998419475690512,-0.0412676653237715,0.0006869560045745,FALSE,"NotSignificant"
"METTL24",-0.0352410355468042,10.0026071079405,-0.489525231855223,0.625506546471451,0.998419475690512,-5.91666404552243,0.998419475690512,-0.0352410355468042,0.0006869560045745,FALSE,"NotSignificant"
"DEFB108B",-0.0331895217089509,10.0792171628559,-0.489473211512348,0.625543240101003,0.998419475690512,-5.91668824021319,0.998419475690512,-0.0331895217089509,0.0006869560045745,FALSE,"NotSignificant"
"TTC32",-0.0504448378322502,10.3489989456903,-0.489049114162298,0.625842421084266,0.998419475690512,-5.91688539266978,0.998419475690512,-0.0504448378322502,0.0006869560045745,FALSE,"NotSignificant"
"YTHDC1",0.117274065476984,12.6307711907555,0.488779468161811,0.626032676325579,0.998419475690512,-5.91701065604464,0.998419475690512,0.117274065476984,0.0006869560045745,FALSE,"NotSignificant"
"PPP2R5D",0.08346026062982,12.3894789421334,0.488623663981453,0.626142619239619,0.998419475690512,-5.91708300314854,0.998419475690512,0.08346026062982,0.0006869560045745,FALSE,"NotSignificant"
"MEP1A",0.0837509931517681,12.7328743571837,0.488431928037598,0.626277928904542,0.998419475690512,-5.91717200353254,0.998419475690512,0.0837509931517681,0.0006869560045745,FALSE,"NotSignificant"
