"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","padj","log2FoldChange","negLog10P","sig","direction"
"PCLAF",0.155530458318149,10.330461336581,1.59238011025316,0.114351132908121,0.843121181677977,-4.83844606007069,0.843121181677977,0.155530458318149,0.0741099998097458,FALSE,"NotSignificant"
"MMP8",0.480232195038179,14.6738868098518,1.59161284924204,0.114523661850627,0.843121181677977,-4.839580092971,0.843121181677977,0.480232195038179,0.0741099998097458,FALSE,"NotSignificant"
"PRR16",-0.198562944519478,10.4775963482923,-1.59101404036561,0.11465845641112,0.843121181677977,-4.84046478845733,0.843121181677977,-0.198562944519478,0.0741099998097458,FALSE,"NotSignificant"
"CROT",-0.250384245989331,11.4446409971073,-1.59100414786228,0.114660684320944,0.843121181677977,-4.84047940123974,0.843121181677977,-0.250384245989331,0.0741099998097458,FALSE,"NotSignificant"
"PDGFC",-0.105129630790564,9.9793196869231,-1.59029973401588,0.114819415590422,0.843121181677977,-4.84151970943803,0.843121181677977,-0.105129630790564,0.0741099998097458,FALSE,"NotSignificant"
"HOMER1",-0.154085133664523,9.92201633566316,-1.58984154127331,0.114922757981634,0.843121181677977,-4.84219615308,0.843121181677977,-0.154085133664523,0.0741099998097458,FALSE,"NotSignificant"
"C4B",0.521970416007939,15.6988785047224,1.58906413036596,0.115098267768057,0.84343372662366,-4.84334344461166,0.84343372662366,0.521970416007939,0.0739490367172992,FALSE,"NotSignificant"
"LTBR",0.191693801463194,12.676695746341,1.58711570558235,0.115539087796083,0.844219646885179,-4.8462165597044,0.844219646885179,0.191693801463194,0.0735445450570742,FALSE,"NotSignificant"
"FYN",0.127910140325109,11.676117238303,1.58680734349736,0.115608976237724,0.844219646885179,-4.84667095853161,0.844219646885179,0.127910140325109,0.0735445450570742,FALSE,"NotSignificant"
"H2AC1",0.518603711080721,15.6331154055621,1.58636998025911,0.115708159852214,0.844219646885179,-4.84731530816418,0.844219646885179,0.518603711080721,0.0735445450570742,FALSE,"NotSignificant"
"AGXT",-0.103266469548055,10.5237462972185,-1.58458332634153,0.11611403566606,0.844219646885179,-4.84994576115097,0.844219646885179,-0.103266469548055,0.0735445450570742,FALSE,"NotSignificant"
"TTC36",-0.0996498085348964,10.0944889647517,-1.5842294761244,0.116194554651295,0.844219646885179,-4.85046639335549,0.844219646885179,-0.0996498085348964,0.0735445450570742,FALSE,"NotSignificant"
"OPTC",0.117291790326409,13.2761825601269,1.58373961397409,0.11630609675167,0.844219646885179,-4.85118696239015,0.844219646885179,0.117291790326409,0.0735445450570742,FALSE,"NotSignificant"
"CASP3",0.542374240147471,14.5922021646352,1.58344730608858,0.116372696199861,0.844219646885179,-4.8516168355943,0.844219646885179,0.542374240147471,0.0735445450570742,FALSE,"NotSignificant"
"PARVA",-0.282698027169582,12.2907140388315,-1.58328096964086,0.116410607875521,0.844219646885179,-4.85186141929975,0.844219646885179,-0.282698027169582,0.0735445450570742,FALSE,"NotSignificant"
"IZUMO4",-0.266782793791074,9.85831480464565,-1.58250692841959,0.116587158127431,0.844219646885179,-4.85299926050847,0.844219646885179,-0.266782793791074,0.0735445450570742,FALSE,"NotSignificant"
"RAB31",0.408639728161996,13.0247029270996,1.5822485585488,0.116646136918917,0.844219646885179,-4.85337894675971,0.844219646885179,0.408639728161996,0.0735445450570742,FALSE,"NotSignificant"
"USP1",-0.100551473303072,10.2569807743346,-1.58167552684925,0.116777029261909,0.844219646885179,-4.85422083268459,0.844219646885179,-0.100551473303072,0.0735445450570742,FALSE,"NotSignificant"
"CEACAM8",0.51836408001955,14.9659420991612,1.58047976526839,0.11705054294312,0.844219646885179,-4.85597668695809,0.844219646885179,0.51836408001955,0.0735445450570742,FALSE,"NotSignificant"
"DNAJB9",-0.157348914927474,13.0299266109445,-1.58014171844874,0.117127958866685,0.844219646885179,-4.85647284557587,0.844219646885179,-0.157348914927474,0.0735445450570742,FALSE,"NotSignificant"
"SNX17",0.141329930735143,12.9089502506228,1.57995862125608,0.117169906882404,0.844219646885179,-4.85674153917889,0.844219646885179,0.141329930735143,0.0735445450570742,FALSE,"NotSignificant"
"CCL23",-0.194859448622154,11.657333326468,-1.57883350708622,0.117427936041405,0.844219646885179,-4.85839198538302,0.844219646885179,-0.194859448622154,0.0735445450570742,FALSE,"NotSignificant"
"NAGK",0.665954392533689,15.7153665219128,1.57814976333045,0.11758496400296,0.844219646885179,-4.85939443320198,0.844219646885179,0.665954392533689,0.0735445450570742,FALSE,"NotSignificant"
"HAVCR2",0.131272198169425,12.0347089213061,1.57721216602458,0.117800563508326,0.844219646885179,-4.86076838897148,0.844219646885179,0.131272198169425,0.0735445450570742,FALSE,"NotSignificant"
"CA1",-0.417832717388171,13.3522642925159,-1.57652794341641,0.117958098302756,0.844219646885179,-4.86177055952723,0.844219646885179,-0.417832717388171,0.0735445450570742,FALSE,"NotSignificant"
"NENF",-0.110655348690723,10.4605583961941,-1.57645269305153,0.117975434108915,0.844219646885179,-4.86188075237983,0.844219646885179,-0.110655348690723,0.0735445450570742,FALSE,"NotSignificant"
"YES1",0.153157746845669,10.9399328657953,1.57587078763241,0.11810955907657,0.844219646885179,-4.8627326966458,0.844219646885179,0.153157746845669,0.0735445450570742,FALSE,"NotSignificant"
"HECW2",0.28864172581435,12.0784589703541,1.57482850103401,0.118350101881902,0.844219646885179,-4.86425791919082,0.844219646885179,0.28864172581435,0.0735445450570742,FALSE,"NotSignificant"
"GATAD1",0.329134327427716,15.2175012323121,1.57436017423816,0.118458310938486,0.844219646885179,-4.86494292951654,0.844219646885179,0.329134327427716,0.0735445450570742,FALSE,"NotSignificant"
"DLAT",0.18650255202364,12.3216758609826,1.57422552980299,0.118489435717441,0.844219646885179,-4.8651398348486,0.844219646885179,0.18650255202364,0.0735445450570742,FALSE,"NotSignificant"
"GMFB",0.322070732103529,14.7645189753194,1.57292308010806,0.118790849551895,0.844219646885179,-4.86704372360491,0.844219646885179,0.322070732103529,0.0735445450570742,FALSE,"NotSignificant"
"CTSZ",-0.158734571280414,12.1401432511969,-1.57211015812516,0.118979285421957,0.844219646885179,-4.86823127360725,0.844219646885179,-0.158734571280414,0.0735445450570742,FALSE,"NotSignificant"
"FOXP4",-0.276175917206921,10.5238882143549,-1.57191509722549,0.119024536014514,0.844219646885179,-4.86851613980758,0.844219646885179,-0.276175917206921,0.0735445450570742,FALSE,"NotSignificant"
"HSPB1",-0.260392688677903,11.1180478113015,-1.5716286787995,0.119091004696057,0.844219646885179,-4.86893436329944,0.844219646885179,-0.260392688677903,0.0735445450570742,FALSE,"NotSignificant"
"SAT2",0.189308274124652,12.415568819222,1.57127060905747,0.119174142897905,0.844219646885179,-4.86945710896423,0.844219646885179,0.189308274124652,0.0735445450570742,FALSE,"NotSignificant"
"CYLD",0.319768387631037,12.8336706388056,1.57125465848042,0.119177847446114,0.844219646885179,-4.86948039256155,0.844219646885179,0.319768387631037,0.0735445450570742,FALSE,"NotSignificant"
"POSTN",0.260259811932315,11.0207885768074,1.5703139629607,0.119396487526986,0.844219646885179,-4.87085316024809,0.844219646885179,0.260259811932315,0.0735445450570742,FALSE,"NotSignificant"
"FOXM1",-0.212637527269893,11.380943771762,-1.56995701626298,0.119479533857532,0.844219646885179,-4.87137385207243,0.844219646885179,-0.212637527269893,0.0735445450570742,FALSE,"NotSignificant"
"DPYS",0.299674681563147,13.0435100524066,1.56990436403749,0.119491787678205,0.844219646885179,-4.87145064836643,0.844219646885179,0.299674681563147,0.0735445450570742,FALSE,"NotSignificant"
"L3MBTL2",-0.175443866118741,11.4825992765991,-1.56936752321995,0.119616784361301,0.844219646885179,-4.87223352175284,0.844219646885179,-0.175443866118741,0.0735445450570742,FALSE,"NotSignificant"
"SLITRK2",0.111465181282141,9.6373782810063,1.56839025912317,0.119844594863173,0.844219646885179,-4.8736580095639,0.844219646885179,0.111465181282141,0.0735445450570742,FALSE,"NotSignificant"
"POLM",-0.108773167513312,11.411524402403,-1.56781397031176,0.11997909533312,0.844219646885179,-4.87449762898585,0.844219646885179,-0.108773167513312,0.0735445450570742,FALSE,"NotSignificant"
"CTSE",-0.141807245398974,10.8298908156736,-1.56774730798386,0.11999466143877,0.844219646885179,-4.87459473320375,0.844219646885179,-0.141807245398974,0.0735445450570742,FALSE,"NotSignificant"
"MRPL32",0.293117498268727,11.9554133429543,1.56450511827442,0.120753673347265,0.848618838385101,-4.8793127555216,0.848618838385101,0.293117498268727,0.0712873316126654,FALSE,"NotSignificant"
"RBP5",-0.142262393478313,11.3856844788478,-1.56382989148635,0.120912225717668,0.848793124341065,-4.88029417426767,0.848793124341065,-0.142262393478313,0.0711981471001524,FALSE,"NotSignificant"
"SEMA4A",0.538151168321941,15.4949557247158,1.56317036579274,0.121067250761853,0.84894229097759,-4.88125238300164,0.84894229097759,0.538151168321941,0.0711218310302764,FALSE,"NotSignificant"
"ATP1B3",0.234628960369221,12.2191074561211,1.56157088987558,0.121443871415569,0.849533369989811,-4.88357462553632,0.849533369989811,0.234628960369221,0.070819557209534,FALSE,"NotSignificant"
"EEF1A1",0.258669709445779,14.7094640066178,1.56091026890189,0.121599695578624,0.849533369989811,-4.8845331061075,0.849533369989811,0.258669709445779,0.070819557209534,FALSE,"NotSignificant"
"RCAN3",0.214147492077608,12.1327003522928,1.56020442746256,0.121766361370342,0.849533369989811,-4.88555676972197,0.849533369989811,0.214147492077608,0.070819557209534,FALSE,"NotSignificant"
"STMN2",0.348877871168762,13.7256076494283,1.55990085690089,0.121838097234078,0.849533369989811,-4.88599689481054,0.849533369989811,0.348877871168762,0.070819557209534,FALSE,"NotSignificant"
"NKIRAS1",0.231738298367161,12.1845276448833,1.55960781700875,0.121907376420063,0.849533369989811,-4.88642167495152,0.849533369989811,0.231738298367161,0.070819557209534,FALSE,"NotSignificant"
"CCNA2",0.137992345809376,11.1478305325767,1.55871209015734,0.122119333901897,0.849533369989811,-4.88771961779159,0.849533369989811,0.137992345809376,0.070819557209534,FALSE,"NotSignificant"
"SPARC",0.128285479401306,13.1770034523216,1.5575866529367,0.122386062317255,0.849533369989811,-4.88934941412928,0.849533369989811,0.128285479401306,0.070819557209534,FALSE,"NotSignificant"
"KLK13",-0.277520795945742,13.4825910695726,-1.55746635763497,0.122414599583726,0.849533369989811,-4.88952355291459,0.849533369989811,-0.277520795945742,0.070819557209534,FALSE,"NotSignificant"
"RSPO3",0.0986971003307406,10.9808839661796,1.55737615478806,0.122436001574922,0.849533369989811,-4.88965412163993,0.849533369989811,0.0986971003307406,0.070819557209534,FALSE,"NotSignificant"
"ENDOU",-0.121179221173605,9.82517627797462,-1.5571476319667,0.122490235351509,0.849533369989811,-4.88998487648141,0.849533369989811,-0.121179221173605,0.070819557209534,FALSE,"NotSignificant"
"B3GALT5",-0.310607496773363,13.5524765756193,-1.55624767455841,0.122704001358554,0.850086891508064,-4.89128698994293,0.850086891508064,-0.310607496773363,0.0705366806694779,FALSE,"NotSignificant"
"CA3",-0.495753195215072,10.5602264960183,-1.55549035143036,0.122884116591561,0.850360937631039,-4.89238217635878,0.850360937631039,-0.495753195215072,0.070396697874374,FALSE,"NotSignificant"
"SYCE1L",0.120783676009939,10.8543454590629,1.55495503918594,0.123011557003671,0.850360937631039,-4.89315600052366,0.850360937631039,0.120783676009939,0.070396697874374,FALSE,"NotSignificant"
"GPI",0.76833478452728,15.9189130600078,1.55333106869041,0.123398812319821,0.85054234904987,-4.89550199087047,0.85054234904987,0.76833478452728,0.0703040577118576,FALSE,"NotSignificant"
"GFPT1",0.322425021791615,12.9640545914068,1.55267688593314,0.123555082664555,0.85054234904987,-4.89644636508621,0.85054234904987,0.322425021791615,0.0703040577118576,FALSE,"NotSignificant"
"TFF2",-0.143501837300889,10.2870621687046,-1.55218829874712,0.123671897960775,0.85054234904987,-4.89715143955272,0.85054234904987,-0.143501837300889,0.0703040577118576,FALSE,"NotSignificant"
"STATH",-0.196465625428762,12.0384371131511,-1.55214653041052,0.123681888322332,0.85054234904987,-4.89721170515189,0.85054234904987,-0.196465625428762,0.0703040577118576,FALSE,"NotSignificant"
"PNP",0.692716280313202,14.8617956787106,1.55203762385722,0.123707940147027,0.85054234904987,-4.89736883411612,0.85054234904987,0.692716280313202,0.0703040577118576,FALSE,"NotSignificant"
"PRKAR1A",0.354223022806457,14.6574395539344,1.5500467283026,0.124184953751135,0.852897961585174,-4.90023942284517,0.852897961585174,0.354223022806457,0.0691029235467116,FALSE,"NotSignificant"
"PRSS2",-0.37232102947937,10.9467332084858,-1.54860776606663,0.124530631068165,0.853216168095328,-4.90231201824655,0.853216168095328,-0.37232102947937,0.0689409234428923,FALSE,"NotSignificant"
"ACTN1",0.438104251029569,15.5669159395957,1.54786883825103,0.1247084369962,0.853216168095328,-4.9033756136286,0.853216168095328,0.438104251029569,0.0689409234428923,FALSE,"NotSignificant"
"COL28A1",0.303542712920586,12.1461949800881,1.54762369757653,0.124767468793763,0.853216168095328,-4.9037283566064,0.853216168095328,0.303542712920586,0.0689409234428923,FALSE,"NotSignificant"
"MLF1",-0.144668039691809,13.4502509887886,-1.54729791856659,0.124845953143475,0.853216168095328,-4.90419705107526,0.853216168095328,-0.144668039691809,0.0689409234428923,FALSE,"NotSignificant"
"FCGR2A",0.411107941803833,11.1815435861632,1.54549467969126,0.125281083169265,0.853216168095328,-4.90678965055438,0.853216168095328,0.411107941803833,0.0689409234428923,FALSE,"NotSignificant"
"PSMA4",0.207852434941203,11.085258887408,1.54549095227887,0.125281983851881,0.853216168095328,-4.90679500664522,0.853216168095328,0.207852434941203,0.0689409234428923,FALSE,"NotSignificant"
"FCRL5",0.199816123618032,12.106641763551,1.54489885419004,0.12542512197567,0.853216168095328,-4.90764566353094,0.853216168095328,0.199816123618032,0.0689409234428923,FALSE,"NotSignificant"
"OGFR",0.485929076167877,14.7196852349181,1.54489661106511,0.125425664490862,0.853216168095328,-4.9076488855988,0.853216168095328,0.485929076167877,0.0689409234428923,FALSE,"NotSignificant"
"NEURL4",0.128845054794779,12.254708715121,1.5439984494775,0.125643040192902,0.853216168095328,-4.90893866416905,0.853216168095328,0.128845054794779,0.0689409234428923,FALSE,"NotSignificant"
"GIMAP4",0.285821971656837,12.7683952784047,1.54191389000452,0.126148699109156,0.853216168095328,-4.91192938165088,0.853216168095328,0.285821971656837,0.0689409234428923,FALSE,"NotSignificant"
"NCOA2",0.138670131957646,11.5679450541179,1.54171193826973,0.126197772570135,0.853216168095328,-4.91221891733401,0.853216168095328,0.138670131957646,0.0689409234428923,FALSE,"NotSignificant"
"CARD9",0.180141857785012,11.6485106498923,1.54137844575766,0.126278842931323,0.853216168095328,-4.91269696231222,0.853216168095328,0.180141857785012,0.0689409234428923,FALSE,"NotSignificant"
"BTN3A3",-0.117626532906177,10.9784806728644,-1.54125754286989,0.126308243979153,0.853216168095328,-4.91287024627714,0.853216168095328,-0.117626532906177,0.0689409234428923,FALSE,"NotSignificant"
"COL6A3",0.190143705118326,9.98260174915687,1.54062251376828,0.126462758556614,0.853216168095328,-4.9137801886249,0.853216168095328,0.190143705118326,0.0689409234428923,FALSE,"NotSignificant"
"TCEA3",0.311180484176079,13.4758786732578,1.54018557813908,0.126569159935818,0.853216168095328,-4.91440607254581,0.853216168095328,0.311180484176079,0.0689409234428923,FALSE,"NotSignificant"
"TNFSF12",-0.12887262010664,10.6538482405603,-1.53977503634661,0.126669198380821,0.853216168095328,-4.9149939947918,0.853216168095328,-0.12887262010664,0.0689409234428923,FALSE,"NotSignificant"
"MOB4",0.335910653793343,14.681335541644,1.53931608468675,0.126781106979338,0.853216168095328,-4.91565106633114,0.853216168095328,0.335910653793343,0.0689409234428923,FALSE,"NotSignificant"
"LANCL1",-0.3886344225572,11.9289486176812,-1.53931074797433,0.126782408717095,0.853216168095328,-4.91565870569376,0.853216168095328,-0.3886344225572,0.0689409234428923,FALSE,"NotSignificant"
"MMP2",0.542331657166917,11.8210205522237,1.53929674181518,0.126785825167648,0.853216168095328,-4.91567875501996,0.853216168095328,0.542331657166917,0.0689409234428923,FALSE,"NotSignificant"
"ARL5B",0.319596570062822,15.565687217158,1.53803148245378,0.127094753446121,0.853246595165932,-4.91748921250448,0.853246595165932,0.319596570062822,0.0689254360743431,FALSE,"NotSignificant"
"DCT",0.46803128004492,12.7762380282478,1.53787640108088,0.127132659277409,0.853246595165932,-4.91771102060547,0.853246595165932,0.46803128004492,0.0689254360743431,FALSE,"NotSignificant"
"NME1",-0.327304995635832,14.9043241101838,-1.53745737518602,0.127235124501264,0.853246595165932,-4.91831023383824,0.853246595165932,-0.327304995635832,0.0689254360743431,FALSE,"NotSignificant"
"NCAM1",0.271939276486706,12.0590040153959,1.53671612882601,0.127416542580018,0.853246595165932,-4.91936984608765,0.853246595165932,0.271939276486706,0.0689254360743431,FALSE,"NotSignificant"
"PLEK",0.486662667204765,16.9517560779054,1.53652800544589,0.127462617746187,0.853246595165932,-4.9196386911469,0.853246595165932,0.486662667204765,0.0689254360743431,FALSE,"NotSignificant"
"OSBPL1A",0.474147137094649,12.3214528401716,1.53514657369319,0.127801360856209,0.854189735810682,-4.92161191943225,0.854189735810682,0.474147137094649,0.0684456514851304,FALSE,"NotSignificant"
"CRPPA",-0.117167438231036,10.5221888520619,-1.53347946158214,0.128211101482357,0.854189735810682,-4.92399095968315,0.854189735810682,-0.117167438231036,0.0684456514851304,FALSE,"NotSignificant"
"EHMT2",0.17246638119407,11.1478772888234,1.533473812075,0.128212491770291,0.854189735810682,-4.92399901758338,0.854189735810682,0.17246638119407,0.0684456514851304,FALSE,"NotSignificant"
"ATP13A1",0.264991718012231,14.5676839474456,1.53341795796492,0.128226237555288,0.854189735810682,-4.92407868085924,0.854189735810682,0.264991718012231,0.0684456514851304,FALSE,"NotSignificant"
"FAP",0.0848559296368129,11.467308565735,1.53321366810035,0.128276523515219,0.854189735810682,-4.92437003066822,0.854189735810682,0.0848559296368129,0.0684456514851304,FALSE,"NotSignificant"
"C3",0.470105306187691,15.2873322677296,1.53027782162073,0.129000901329766,0.856705671473268,-4.92855292814144,0.856705671473268,0.470105306187691,0.0671683580187385,FALSE,"NotSignificant"
"LONP1",0.358013938969036,13.6830178053812,1.52998106496641,0.129074300820663,0.856705671473268,-4.92897531202446,0.856705671473268,0.358013938969036,0.0671683580187385,FALSE,"NotSignificant"
"ANXA13",-0.0819662294036559,9.64884323046813,-1.52874897869758,0.12937939586291,0.856705671473268,-4.9307281473946,0.856705671473268,-0.0819662294036559,0.0671683580187385,FALSE,"NotSignificant"
"CEMIP2",0.106571353230795,10.6063232401519,1.52840589621943,0.12946445263504,0.856705671473268,-4.931215996265,0.856705671473268,0.106571353230795,0.0671683580187385,FALSE,"NotSignificant"
"TRPT1",-0.155272590723324,10.5479328964507,-1.52817022854609,0.129522904723024,0.856705671473268,-4.93155104532052,0.856705671473268,-0.155272590723324,0.0671683580187385,FALSE,"NotSignificant"
"ZAP70",0.174492375945717,12.2370890209403,1.5273284361763,0.129731862245426,0.856705671473268,-4.93274742051951,0.856705671473268,0.174492375945717,0.0671683580187385,FALSE,"NotSignificant"
"MPC1",-0.116201837776891,9.65669692569459,-1.52580791684693,0.13010997256191,0.856705671473268,-4.93490682567496,0.856705671473268,-0.116201837776891,0.0671683580187385,FALSE,"NotSignificant"
"TBCA",0.143050205752337,13.3762962206473,1.52519188528976,0.130263409031409,0.856705671473268,-4.93578111523733,0.856705671473268,0.143050205752337,0.0671683580187385,FALSE,"NotSignificant"
"UBA6",0.479929515453351,14.3866368228429,1.52463560622395,0.130402085171615,0.856705671473268,-4.9365703131232,0.856705671473268,0.479929515453351,0.0671683580187385,FALSE,"NotSignificant"
"DMTN",-0.091862688975847,9.53144548088232,-1.52443867530311,0.13045120639675,0.856705671473268,-4.93684963492026,0.856705671473268,-0.091862688975847,0.0671683580187385,FALSE,"NotSignificant"
"CCL20",-0.21483215355048,9.54193458864342,-1.52440007181794,0.130460837117422,0.856705671473268,-4.93690438508639,0.856705671473268,-0.21483215355048,0.0671683580187385,FALSE,"NotSignificant"
"DOC2B",0.229408711330696,10.6131625699193,1.52438357950247,0.130464951758094,0.856705671473268,-4.93692777524012,0.856705671473268,0.229408711330696,0.0671683580187385,FALSE,"NotSignificant"
"ST3GAL2",0.389428176966374,14.8417898078347,1.52401122782176,0.130557876357636,0.856705671473268,-4.93745579714844,0.856705671473268,0.389428176966374,0.0671683580187385,FALSE,"NotSignificant"
"IL34",0.130225396272363,10.8699048104211,1.52366066248496,0.13064541153138,0.856705671473268,-4.9379528120136,0.856705671473268,0.130225396272363,0.0671683580187385,FALSE,"NotSignificant"
"EPHA2",-0.216375919714625,10.7604228762731,-1.52352483477565,0.130679339739383,0.856705671473268,-4.93814535277553,0.856705671473268,-0.216375919714625,0.0671683580187385,FALSE,"NotSignificant"
"FRS2",-0.140581919274541,10.7995948517425,-1.52152370238776,0.13118000377261,0.857501682187315,-4.94098013429806,0.857501682187315,-0.140581919274541,0.0667650193155685,FALSE,"NotSignificant"
"B3GALT2",0.357436324174027,12.6254999339804,1.52123797372195,0.131251613276308,0.857501682187315,-4.94138460440442,0.857501682187315,0.357436324174027,0.0667650193155685,FALSE,"NotSignificant"
"LCK",0.22297809570718,11.4736452971158,1.5201096321018,0.131534699499137,0.857501682187315,-4.94298114766081,0.857501682187315,0.22297809570718,0.0667650193155685,FALSE,"NotSignificant"
"EFEMP1",-0.328014626002522,15.3278981812346,-1.52002391704515,0.131556223899158,0.857501682187315,-4.9431023837229,0.857501682187315,-0.328014626002522,0.0667650193155685,FALSE,"NotSignificant"
"MRTO4",0.414321210044188,13.6458960649625,1.51922140045492,0.131757882840966,0.857501682187315,-4.94423715329804,0.857501682187315,0.414321210044188,0.0667650193155685,FALSE,"NotSignificant"
"PLCG1",0.177254221529919,10.9656071341093,1.51825248166482,0.132001679636246,0.857501682187315,-4.9456064562068,0.857501682187315,0.177254221529919,0.0667650193155685,FALSE,"NotSignificant"
"A2M",0.470399784530217,14.3871809561937,1.51707186083382,0.132299223477535,0.857501682187315,-4.94727381600529,0.857501682187315,0.470399784530217,0.0667650193155685,FALSE,"NotSignificant"
"RTN4IP1",-0.205435711104452,11.245981256373,-1.51606467591583,0.13255347385149,0.857501682187315,-4.94869525876806,0.857501682187315,-0.205435711104452,0.0667650193155685,FALSE,"NotSignificant"
"GBP5",0.21352491955665,12.4376418365504,1.5159958915589,0.132570851538253,0.857501682187315,-4.9487923014625,0.857501682187315,0.21352491955665,0.0667650193155685,FALSE,"NotSignificant"
"DIMT1",0.385953101895736,10.7004187685286,1.51581053544281,0.132617688836733,0.857501682187315,-4.94905378560514,0.857501682187315,0.385953101895736,0.0667650193155685,FALSE,"NotSignificant"
"CDA",0.259452408319522,13.9086040673271,1.51573385642676,0.132637068518452,0.857501682187315,-4.94916194871269,0.857501682187315,0.259452408319522,0.0667650193155685,FALSE,"NotSignificant"
"EFHD1",-0.197665418742334,13.2357175415446,-1.51505443339039,0.132808881577958,0.857501682187315,-4.95012011203018,0.857501682187315,-0.197665418742334,0.0667650193155685,FALSE,"NotSignificant"
"MYL7",-0.183277447013277,11.5105503133047,-1.5146820154784,0.132903133079643,0.857501682187315,-4.95064514431544,0.857501682187315,-0.183277447013277,0.0667650193155685,FALSE,"NotSignificant"
"CPA1",0.0923517835088489,11.5002442894773,1.51396452544223,0.133084863517675,0.857501682187315,-4.95165630979922,0.857501682187315,0.0923517835088489,0.0667650193155685,FALSE,"NotSignificant"
"PLAT",0.143469158946357,10.8833491414347,1.51141847341377,0.133731319104518,0.857501682187315,-4.95524079560516,0.857501682187315,0.143469158946357,0.0667650193155685,FALSE,"NotSignificant"
"VNN2",0.218795585992084,12.9579750949311,1.51137742491456,0.133741761680756,0.857501682187315,-4.95529853900395,0.857501682187315,0.218795585992084,0.0667650193155685,FALSE,"NotSignificant"
"GEMIN7",0.223277248702844,13.121876493284,1.5109405510537,0.13385294032432,0.857501682187315,-4.95591300179484,0.857501682187315,0.223277248702844,0.0667650193155685,FALSE,"NotSignificant"
"BGLAP",0.0826904524850205,12.4283428765767,1.5108623656698,0.133872845124714,0.857501682187315,-4.9560229516004,0.857501682187315,0.0826904524850205,0.0667650193155685,FALSE,"NotSignificant"
"HSPA5",0.358340677247275,12.4102583056187,1.51005847859134,0.134077637207188,0.857501682187315,-4.95715311942997,0.857501682187315,0.358340677247275,0.0667650193155685,FALSE,"NotSignificant"
"PLA2G12B",0.160394750315678,11.4093416189012,1.50952163265052,0.13421453678427,0.857501682187315,-4.957907540096,0.857501682187315,0.160394750315678,0.0667650193155685,FALSE,"NotSignificant"
"MMACHC",0.421247461098265,15.3429747827124,1.50946008626078,0.134230238560973,0.857501682187315,-4.95799401385516,0.857501682187315,0.421247461098265,0.0667650193155685,FALSE,"NotSignificant"
"CSRP3",-0.184970617704924,10.4961381995843,-1.50933054806227,0.134263291184893,0.857501682187315,-4.95817600630603,0.857501682187315,-0.184970617704924,0.0667650193155685,FALSE,"NotSignificant"
"PSAPL1",0.0901205157241469,11.2976070933644,1.50922138174506,0.134291150731053,0.857501682187315,-4.95832936606014,0.857501682187315,0.0901205157241469,0.0667650193155685,FALSE,"NotSignificant"
"CLEC4G",0.160815341328291,12.94439055772,1.50885989367203,0.134383435860822,0.857501682187315,-4.95883711857491,0.857501682187315,0.160815341328291,0.0667650193155685,FALSE,"NotSignificant"
"VIT",-0.109193420227942,10.6710387432617,-1.50853019503171,0.134467648764038,0.857501682187315,-4.95930011786767,0.857501682187315,-0.109193420227942,0.0667650193155685,FALSE,"NotSignificant"
"CSF2",-0.372281295006431,10.5260519640953,-1.50784699365357,0.134642286463565,0.857501682187315,-4.96025923739638,0.857501682187315,-0.372281295006431,0.0667650193155685,FALSE,"NotSignificant"
"C2",0.41129170143772,15.2939191411601,1.50731155327549,0.134779278271606,0.857501682187315,-4.96101063120358,0.857501682187315,0.41129170143772,0.0667650193155685,FALSE,"NotSignificant"
"CCL14",-0.440225496239364,10.8061490376465,-1.50691906856581,0.134879764440277,0.857501682187315,-4.96156125076768,0.857501682187315,-0.440225496239364,0.0667650193155685,FALSE,"NotSignificant"
"RHOQ",0.376491824607264,16.029779128654,1.5068387533465,0.134900334438319,0.857501682187315,-4.96167390868429,0.857501682187315,0.376491824607264,0.0667650193155685,FALSE,"NotSignificant"
"TRMT6",0.264580978377045,13.2304906784507,1.50598325737445,0.135119593156782,0.857501682187315,-4.96287355462116,0.857501682187315,0.264580978377045,0.0667650193155685,FALSE,"NotSignificant"
"TCEAL2",-0.251420373090443,11.3626838141166,-1.50588326433891,0.135145239024097,0.857501682187315,-4.96301373052742,0.857501682187315,-0.251420373090443,0.0667650193155685,FALSE,"NotSignificant"
"STARD5",0.292556214808345,12.8691539393675,1.50561034081854,0.135215256924168,0.857501682187315,-4.96339628496958,0.857501682187315,0.292556214808345,0.0667650193155685,FALSE,"NotSignificant"
"POMK",0.285192011452107,9.45507308199728,1.50543647081902,0.135259877697684,0.857501682187315,-4.96363996246586,0.857501682187315,0.285192011452107,0.0667650193155685,FALSE,"NotSignificant"
"TAF8",0.163633203741361,12.5898287254748,1.50447567891969,0.13550665671328,0.858208825850771,-4.96498602066899,0.858208825850771,0.163633203741361,0.0664070234801376,FALSE,"NotSignificant"
"LY6D",0.0859820392893451,13.2527321763885,1.50138184738691,0.136303704004972,0.861410095495095,-4.96931486767126,0.861410095495095,0.0859820392893451,0.0647900427288404,FALSE,"NotSignificant"
"MAPKAPK5",0.0787651750501246,11.2757380806014,1.5007283843704,0.136472520897342,0.861410095495095,-4.97022809585747,0.861410095495095,0.0787651750501246,0.0647900427288404,FALSE,"NotSignificant"
