"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"REACTOME_NONSENSE_MEDIATED_DECAY_NMD","REACTOME_NONSENSE_MEDIATED_DECAY_NMD",29,0.756065288581977,1.90063984315159,3.80975449856318e-05,0.00128134742968342,0.000809323578820111,1234,"tags=66%, list=19%, signal=53%","RPL5/RPL12/RPL30/EIF4G1/RPL26L1/MAGOHB/RPS20/MAGOH/RPS25/RPS27A/RPS19/RPL11/RPS3/RPLP2/NCBP1/RPS4X/RPS14/PPP2R1A/RPS12",0.557332238758646
"REACTOME_CHROMATIN_ORGANIZATION","REACTOME_CHROMATIN_ORGANIZATION",70,0.658302476166958,1.88054530691711,3.06025962635399e-06,0.000153120013847221,9.67135335234064e-05,1440,"tags=50%, list=23%, signal=39%","RBBP4/HDAC2/EED/RBBP5/H2AC1/WDR5/H2BC26/PADI4/BCL7A/CREBBP/H3C1/H2AC11/PRMT1/H2BC21/H2AC25/PADI1/SAP30/RIOX2/H2BC12/ARID1A/PBRM1/JMJD6/MORF4L2/PADI2/NFKB1/KDM1A/EHMT2/TADA3/SETD3/HAT1/KDM4C/NCOA2/KAT2A/HDAC8/EZH2",0.627256739718528
"REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE",33,0.741246474567898,1.87294380683324,4.25570313043355e-05,0.0013519737158956,0.000853932493929216,1192,"tags=70%, list=19%, signal=57%","FGG/SERPING1/VWF/F5/PRCP/SERPINA5/A2M/F13B/SERPINC1/CD177/F11/F10/PRTN3/SERPIND1/F8/F7/SERPINE2/F9/PROC/PROS1/KNG1/KLKB1/GP5",0.557332238758646
"REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES","REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES",13,0.89446738978688,1.86967505800978,5.92581382024256e-06,0.000249131089359364,0.00015735596776082,493,"tags=69%, list=8%, signal=64%","APOA1/C4BPA/C1S/PML/C4B/HSP90AA1/HSP90AB1/IFIH1/VTN",0.610526878385931
"REACTOME_DENGUE_VIRUS_INFECTION","REACTOME_DENGUE_VIRUS_INFECTION",178,0.588621053156834,1.86367327226645,2.4887877483655e-08,3.58740976871541e-06,2.26587672121707e-06,1042,"tags=42%, list=16%, signal=36%","APOA1/C4BPA/UBA7/C1S/GRPEL1/PML/DNAJB11/TIMD4/UBA1/EIF4E/C4B/H2AC1/HSP90AA1/YBX1/UBA6/LYN/H2BC26/SRRT/HSP90AB1/GTF2F2/EIF4G1/H3C1/H2AC11/FASN/UBE2I/NUDT21/CAMK2D/H2BC21/H2AC25/HNRNPF/KPNB1/HNRNPA2B1/RPN1/KPNA2/IFIH1/VIM/PDIA3/HNRNPA1/HSPA5/PRPF19/VCP/AGRN/RRBP1/VTN/HSPA8/MMP9/CAMK2B/RPS27A/H2BC12/PRKG1/HYOU1/AP2A2/CD300A/NACA/HNRNPD/AP2B1/HSPA1B/NCBP1/UBB/HSPG2/CD14/SNRPF/EMC4/SF3B6/HNRNPK/SRSF7/PROS1/HNRNPA0/MAP1LC3B/PUF60/SNRPA1/PCBP1/POLR2E/CSTF1/EIF4A2",0.73376198835648
"REACTOME_ISG15_ANTIVIRAL_MECHANISM","REACTOME_ISG15_ANTIVIRAL_MECHANISM",34,0.736361160696054,1.85708402069115,2.91527664637839e-05,0.00101431521937786,0.000640660920201338,1089,"tags=50%, list=17%, signal=42%","MX1/ISG15/STAT1/UBA7/RIGI/EIF4E/EIF4G1/KPNB1/KPNA2/RPS27A/MAPK3/UBE2L6/PPM1B/UBB/EIF4A2/PLCG1/HERC5",0.575610261071129
"REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS","REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS",109,0.612962441554261,1.85449947559451,1.36237950434749e-06,8.26812088354399e-05,5.22230351313883e-05,1021,"tags=42%, list=16%, signal=36%","APOA1/C4BPA/C1S/GRPEL1/PML/C4B/H2AC1/HSP90AA1/YBX1/H2BC26/SRRT/HSP90AB1/GTF2F2/H3C1/H2AC11/FASN/UBE2I/NUDT21/CAMK2D/H2BC21/H2AC25/HNRNPF/HNRNPA2B1/IFIH1/VIM/HNRNPA1/PRPF19/AGRN/VTN/HSPA8/MMP9/CAMK2B/H2BC12/HNRNPD/NCBP1/HSPG2/SNRPF/SF3B6/HNRNPK/SRSF7/HNRNPA0/PUF60/SNRPA1/PCBP1/POLR2E/CSTF1",0.643551836150722
"REACTOME_SELENOAMINO_ACID_METABOLISM","REACTOME_SELENOAMINO_ACID_METABOLISM",39,0.70354736398815,1.84141485592533,4.28772635368277e-05,0.0013519737158956,0.000853932493929216,1278,"tags=62%, list=20%, signal=49%","RPL5/PAPSS1/RPL12/RPL30/GSR/KARS1/RPL26L1/AHCY/RPS20/RPS25/DARS1/RPS27A/RPS19/TXNRD1/RPL11/RPS3/RPLP2/MAT1A/RPS4X/NNMT/RPS14/EEF1E1/RPS12/AIMP1",0.557332238758646
"REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION","REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION",49,0.673376109397886,1.8397578506967,4.57986780410572e-05,0.00140032927707354,0.000884474792545332,1182,"tags=55%, list=19%, signal=45%","APOA1/DNAJB11/EIF4E/YBX1/EIF4G1/FASN/UBE2I/KPNB1/RPN1/KPNA2/VIM/PDIA3/HSPA5/VCP/RRBP1/HSPA8/RPS27A/PRKG1/HYOU1/NACA/HNRNPD/HSPA1B/UBB/MAP1LC3B/EIF4A2/P4HB/NMT1",0.557332238758646
"REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE","REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE",11,-0.783642508003483,-1.83817512617733,0.00554323760048947,0.043084356658808,0.0272129048800478,400,"tags=36%, list=6%, signal=34%","CA5B/CA1/CA3/CA6",0.407017918923954
